"epoch","mobilenet_Task Activation Function_all relu_Monday_17_March_2025_01h_35m_50s - _step","mobilenet_Task Activation Function_all relu_Monday_17_March_2025_01h_35m_50s - _step__MIN","mobilenet_Task Activation Function_all relu_Monday_17_March_2025_01h_35m_50s - _step__MAX","mobilenet_Task Activation Function_all relu_Monday_17_March_2025_01h_35m_50s - Train/weight_norm","mobilenet_Task Activation Function_all relu_Monday_17_March_2025_01h_35m_50s - Train/weight_norm__MIN","mobilenet_Task Activation Function_all relu_Monday_17_March_2025_01h_35m_50s - Train/weight_norm__MAX","mobilenet_Task Activation Function_4,5,6,7,8,9,10_Monday_17_March_2025_01h_35m_47s - _step","mobilenet_Task Activation Function_4,5,6,7,8,9,10_Monday_17_March_2025_01h_35m_47s - _step__MIN","mobilenet_Task Activation Function_4,5,6,7,8,9,10_Monday_17_March_2025_01h_35m_47s - _step__MAX","mobilenet_Task Activation Function_4,5,6,7,8,9,10_Monday_17_March_2025_01h_35m_47s - Train/weight_norm","mobilenet_Task Activation Function_4,5,6,7,8,9,10_Monday_17_March_2025_01h_35m_47s - Train/weight_norm__MIN","mobilenet_Task Activation Function_4,5,6,7,8,9,10_Monday_17_March_2025_01h_35m_47s - Train/weight_norm__MAX"
"155","96716","96405","97027","5.295108029475579","5.292407989501953","5.30208683013916","96716","96405","97027","4.609192515030886","4.602414608001709","4.6169304847717285"
"156","97342","97031","97653","5.285670619744521","5.2818708419799805","5.294589519500732","97342","97031","97653","4.597131935449747","4.5927863121032715","4.602402210235596"
"157","97968","97657","98279","5.278716081228012","5.274986743927002","5.286275386810303","97968","97657","98279","4.58332990988707","4.574427604675293","4.592832088470459"
"158","98594","98283","98905","5.271685302257538","5.2682366371154785","5.278332710266113","98594","98283","98905","4.5645981813088445","4.559695720672607","4.574852466583252"
"159","99220","98909","99531","5.260314293396779","5.254593372344971","5.27072811126709","99220","98909","99531","4.55087688488838","4.545485019683838","4.561209678649902"
"160","99846","99535","100157","5.245426645645728","5.241560459136963","5.255514144897461","99846","99535","100157","4.53562358709482","4.528666973114014","4.546942710876465"
"161","100472","100161","100783","5.23406460804817","5.230313777923584","5.242488384246826","100472","100161","100783","4.522745273052117","4.518723011016846","4.529693126678467"
"162","101098","100787","101409","5.2194164257783155","5.215046405792236","5.230292797088623","101098","100787","101409","4.514019742990151","4.509465217590332","4.521745681762695"
"163","101724","101413","102035","5.2069801061581344","5.203017711639404","5.21605110168457","101724","101413","102035","4.503046605831537","4.496599197387695","4.512688636779785"
"164","102350","102039","102661","5.197168956964444","5.191133975982666","5.205420017242432","102350","102039","102661","4.487659790577033","4.481009006500244","4.497535228729248"
"165","102976","102665","103287","5.183725143090273","5.180803298950195","5.191789150238037","102976","102665","103287","4.471329210660397","4.46539306640625","4.482585906982422"
"166","103602","103291","103913","5.176456685249622","5.173537254333496","5.1827545166015625","103602","103291","103913","4.4550216641181555","4.449021339416504","4.465719699859619"
"167","104228","103917","104539","5.163999650722895","5.158710956573486","5.175165176391602","104228","103917","104539","4.43981641683823","4.432848930358887","4.450445652008057"
"168","104854","104543","105165","5.148642562902891","5.143836975097656","5.158653259277344","104854","104543","105165","4.4257953105828705","4.422911167144775","4.433405876159668"
"169","105480","105169","105791","5.135190457869799","5.129913330078125","5.144719123840332","105480","105169","105791","4.414776523907979","4.407101631164551","4.424574851989746"
"170","106106","105795","106417","5.120498846738767","5.115874767303467","5.129884719848633","106106","105795","106417","4.397290547688802","4.3906989097595215","4.407140731811523"
"171","106732","106421","107043","5.108669352837098","5.104866981506348","5.116856575012207","106732","106421","107043","4.381042408637511","4.374709606170654","4.3914265632629395"
"172","107358","107047","107669","5.096688631253365","5.091956615447998","5.106391906738281","107358","107047","107669","4.367946623227535","4.364593982696533","4.375471115112305"
"173","107984","107673","108295","5.0838152552262335","5.078695774078369","5.093636512756348","107984","107673","108295","4.358176674598303","4.353104114532471","4.365113735198975"
"174","108610","108299","108921","5.0703327258427935","5.065513610839844","5.0796217918396","108610","108299","108921","4.344736395738064","4.339845657348633","4.353288650512695"
"175","109236","108925","109547","5.0569098225006694","5.0507636070251465","5.066544532775879","109236","108925","109547","4.330920531199529","4.3255133628845215","4.34063196182251"
"176","109862","109551","110173","5.04332315768951","5.035196304321289","5.05427885055542","109862","109551","110173","4.313226166443947","4.306792736053467","4.3254804611206055"
"177","110488","110177","110799","5.026704633847261","5.02247428894043","5.035171985626221","110488","110177","110799","4.300251905734722","4.290738105773926","4.307610988616943"
"178","111114","110803","111425","5.010993824555324","5.004549026489258","5.022597312927246","111114","110803","111425","4.278939976142003","4.272915840148926","4.290684223175049"
"179","111740","111429","112051","4.993148715068132","4.987086296081543","5.004555702209473","111740","111429","112051","4.2630453415406055","4.256982803344727","4.2728753089904785"
"180","112366","112055","112677","4.976424137751262","4.969193935394287","4.98738956451416","112366","112055","112677","4.253296713034312","4.24873161315918","4.259768962860107"
"181","112992","112681","113303","4.957791444582817","4.950738430023193","4.969186782836914","112992","112681","113303","4.236437429220248","4.22556734085083","4.249112606048584"
"182","113618","113307","113929","4.938909070614057","4.929708957672119","4.950711727142334","113618","113307","113929","4.2149026072942295","4.20809268951416","4.2255401611328125"
"183","114244","113933","114555","4.918219830745306","4.910135269165039","4.930010795593262","114244","113933","114555","4.198132300988222","4.1911396980285645","4.208062171936035"
"184","114870","114559","115181","4.901082349129212","4.896000862121582","4.910371780395508","114870","114559","115181","4.177677820890378","4.17034387588501","4.191096782684326"
"185","115496","115185","115807","4.885817859417353","4.878624439239502","4.896969318389893","115496","115185","115807","4.159254294175368","4.152786731719971","4.170337200164795"
"186","116122","115811","116433","4.868465318129613","4.860392093658447","4.879014015197754","116122","115811","116433","4.14237275490394","4.135047912597656","4.1528730392456055"
"187","116748","116437","117059","4.8465364162738505","4.837374687194824","4.860381126403809","116748","116437","117059","4.128278906528767","4.1216230392456055","4.136785507202148"
"188","117374","117063","117685","4.825657535821963","4.8173017501831055","4.8373308181762695","117374","117063","117685","4.114177327889663","4.107287883758545","4.121592998504639"
"189","118000","117689","118311","4.806573490301768","4.800164222717285","4.817256927490234","118000","117689","118311","4.095617220951961","4.086917877197266","4.107227802276611"
"190","118626","118315","118937","4.788391888141632","4.77940559387207","4.8004231452941895","118626","118315","118937","4.077157471424494","4.0702009201049805","4.086898326873779"
"191","119252","118941","119563","4.7675191928178835","4.759852409362793","4.779392719268799","119252","118941","119563","4.059441363200163","4.049755573272705","4.070175647735596"
"192","119878","119567","120189","4.748271491283026","4.739468097686768","4.760406970977783","119878","119567","120189","4.038420096421853","4.031403541564941","4.049729824066162"
"193","120504","120193","120815","4.727432348789313","4.718616008758545","4.7394304275512695","120504","120193","120815","4.020674717731965","4.013123989105225","4.031387805938721"
"194","121130","120819","121441","4.705743919580411","4.6965460777282715","4.718598365783691","121130","120819","121441","4.00253657423533","3.995283842086792","4.013095378875732"
"195","121756","121445","122067","4.683478532693325","4.674747467041016","4.696492671966553","121756","121445","122067","3.9848989148934684","3.976594924926758","3.9952902793884277"
"196","122382","122071","122693","4.663075849031791","4.654601573944092","4.674715518951416","122382","122071","122693","3.9638674755891166","3.9550487995147705","3.976571798324585"
"197","123008","122697","123319","4.6398929831309195","4.627562522888184","4.654569149017334","123008","122697","123319","3.9437608481981816","3.936253547668457","3.9549834728240967"
"198","123634","123323","123945","4.61517226543182","4.606296539306641","4.627496242523193","123634","123323","123945","3.925883416181956","3.9171974658966064","3.9362165927886963"
"199","124260","123949","124571","4.593253216682336","4.583105564117432","4.606271743774414","124260","123949","124571","3.906588057676951","3.8965234756469727","3.917207956314087"
"200","124886","124575","125197","4.56943645232763","4.558862686157227","4.583076000213623","124886","124575","125197","3.8872784016988216","3.879908323287964","3.896472215652466"
"201","125512","125201","125823","4.544949893768017","4.5335516929626465","4.558807849884033","125512","125201","125823","3.869525615985577","3.861041307449341","3.879865884780884"
"202","126138","125827","126449","4.51853198882861","4.506187438964844","4.533486843109131","126138","125827","126449","3.8505759774110255","3.843740463256836","3.861016035079956"
"203","126764","126453","127075","4.492884003199064","4.480638027191162","4.50612211227417","126764","126453","127075","3.8322747410872045","3.8221774101257324","3.843716621398926"
"204","127390","127079","127701","4.466704486272274","4.4552106857299805","4.480579853057861","127390","127079","127701","3.810863208312255","3.80157208442688","3.822131872177124"
"205","128016","127705","128327","4.441423529233688","4.429549694061279","4.45517110824585","128016","127705","128327","3.789313174211062","3.7792108058929443","3.801518440246582"
"206","128642","128331","128953","4.415230584450257","4.4024882316589355","4.4294891357421875","128642","128331","128953","3.7682852301842127","3.759936809539795","3.7791597843170166"
"207","129268","128957","129579","4.387692297116304","4.375185489654541","4.402433395385742","129268","128957","129579","3.750558623136618","3.741964817047119","3.759908437728882"
"208","129894","129583","130205","4.36041487638767","4.3482584953308105","4.37511682510376","129894","129583","130205","3.730197940881436","3.7205350399017334","3.741913318634033"
"209","130520","130209","130831","4.33417395903514","4.321230411529541","4.3481974601745605","130520","130209","130831","3.7091512427880216","3.6989457607269287","3.7204768657684326"
"210","131146","130835","131457","4.305966508694184","4.292820453643799","4.321136474609375","131146","130835","131457","3.6868296464284263","3.67704176902771","3.698885202407837"
"211","131772","131461","132083","4.2773567254726705","4.263704299926758","4.29274320602417","131772","131461","132083","3.6650186570791097","3.6546757221221924","3.676995038986206"
"212","132398","132087","132709","4.247589262632223","4.232823371887207","4.263629913330078","132398","132087","132709","3.6430549904322014","3.633483409881592","3.6546196937561035"
"213","133024","132713","133335","4.217472883371206","4.202818870544434","4.23274564743042","133024","132713","133335","3.6223163428979044","3.6141855716705322","3.633436679840088"
"214","133650","133339","133961","4.185765145680843","4.170409679412842","4.2027411460876465","133650","133339","133961","3.6027674063658104","3.592233419418335","3.6141531467437744"
"215","134276","133965","134587","4.154392150732187","4.139232635498047","4.170331954956055","134276","133965","134587","3.580534007304754","3.570981502532959","3.5921738147735596"
"216","134902","134591","135213","4.123237152894338","4.108234882354736","4.139159202575684","134902","134591","135213","3.559921865279858","3.5494070053100586","3.5709362030029297"
"217","135528","135217","135839","4.092775771251092","4.0787153244018555","4.108163356781006","135528","135217","135839","3.538742495652957","3.5288429260253906","3.549351692199707"
"218","136154","135843","136465","4.063136771703378","4.048677444458008","4.078640460968018","136154","135843","136465","3.518651472452359","3.508681297302246","3.5287933349609375"
"219","136780","136469","137091","4.033322444328895","4.018463134765625","4.048608779907227","136780","136469","137091","3.4982279118819113","3.488724708557129","3.5086207389831543"
"220","137406","137095","137717","4.00329993550594","3.988862991333008","4.018391132354736","137406","137095","137717","3.477558500491656","3.468008518218994","3.4886634349823"
"221","138032","137721","138343","3.9743864880158353","3.9602744579315186","3.9887962341308594","138032","137721","138343","3.4575947240377083","3.4485528469085693","3.4679574966430664"
"222","138658","138347","138969","3.94523491920569","3.9303383827209473","3.9601988792419434","138658","138347","138969","3.437277099260917","3.4266834259033203","3.4484972953796387"
"223","139284","138973","139595","3.9146331632748628","3.8995296955108643","3.9302477836608887","139284","138973","139595","3.416324792764126","3.4068217277526855","3.4266393184661865"
"224","139910","139599","140221","3.8830366004735994","3.8674609661102295","3.8994340896606445","139910","139599","140221","3.3965275364044385","3.387143611907959","3.4067819118499756"
"225","140536","140225","140847","3.8516851602456508","3.836277484893799","3.867366313934326","140536","140225","140847","3.377099170134618","3.367097854614258","3.3870925903320312"
"226","141162","140851","141473","3.8201286036234636","3.8046185970306396","3.836184024810791","141162","140851","141473","3.356609033468442","3.346768617630005","3.3670401573181152"
"227","141788","141477","142099","3.7890796042405643","3.77372407913208","3.8045241832733154","141788","141477","142099","3.336513333595716","3.3274688720703125","3.3467063903808594"
"228","142414","142103","142725","3.7584016827436595","3.7433714866638184","3.773625612258911","142414","142103","142725","3.317431030365137","3.308530569076538","3.327418804168701"
"229","143040","142729","143351","3.7287776875190244","3.7141835689544678","3.7432808876037598","143040","142729","143351","3.299073563936429","3.2903358936309814","3.3084797859191895"
"230","143666","143355","143977","3.6991543066807284","3.6844513416290283","3.714095115661621","143666","143355","143977","3.280867426823347","3.2718443870544434","3.2902843952178955"
"231","144292","143981","144603","3.669445602557598","3.654866933822632","3.684359312057495","144292","143981","144603","3.262098673826609","3.2528700828552246","3.271789312362671"
"232","144918","144607","145229","3.6401784228972898","3.6257901191711426","3.6547770500183105","144918","144607","145229","3.2433615724245706","3.234650135040283","3.2528128623962402"
"233","145544","145233","145855","3.6111960793152833","3.5967915058135986","3.6256978511810303","145544","145233","145855","3.225667487352322","3.2171149253845215","3.2346019744873047"
"234","146170","145859","146481","3.582784937742429","3.569150686264038","3.596701145172119","146170","145859","146481","3.2079729468394547","3.199249505996704","3.21705961227417"
"235","146796","146485","147107","3.5554877634231863","3.5417745113372803","3.5690689086914062","146796","146485","147107","3.1900592102454257","3.1811609268188477","3.1991934776306152"
"236","147422","147111","147733","3.528290269466547","3.5149006843566895","3.541688919067383","147422","147111","147733","3.1724520302735844","3.164241313934326","3.181105613708496"
"237","148048","147737","148359","3.5019358572287436","3.4889304637908936","3.5148143768310547","148048","147737","148359","3.155750409914897","3.1477041244506836","3.1641898155212402"
"238","148674","148363","148985","3.4761904508639603","3.463672399520874","3.4888477325439453","148674","148363","148985","3.1389786295401745","3.130699872970581","3.1476542949676514"
"239","149300","148989","149611","3.4510718629910397","3.438689947128296","3.463594675064087","149300","148989","149611","3.1223032581500516","3.1138663291931152","3.130652904510498"
"240","149926","149615","150237","3.42655295592088","3.4146273136138916","3.4386146068573","149926","149615","150237","3.1054316621560316","3.0973856449127197","3.1138157844543457"
"241","150552","150241","150863","3.402944281315192","3.3913064002990723","3.414547920227051","150552","150241","150863","3.0890668668808083","3.0810248851776123","3.0973408222198486"
"242","151178","150867","151489","3.3799087336430182","3.368590831756592","3.391232490539551","151178","150867","151489","3.0729453693597746","3.0651745796203613","3.080977201461792"
"243","151804","151493","152115","3.3577099656447387","3.3469700813293457","3.3685226440429688","151804","151493","152115","3.057512246645414","3.050119638442993","3.0651304721832275"
"244","152430","152119","152741","3.3364076843628516","3.3259263038635254","3.3469061851501465","152430","152119","152741","3.0427137330556526","3.0355207920074463","3.0500729084014893"
"245","153056","152745","153367","3.315668361309247","3.3054802417755127","3.3258614540100098","153056","152745","153367","3.0281784450396514","3.0209453105926514","3.0354816913604736"
"246","153682","153371","153993","3.2955927359752164","3.2856998443603516","3.3054139614105225","153682","153371","153993","3.013667594928008","3.0065078735351562","3.0209009647369385"
"247","154308","153997","154619","3.2761658475949216","3.2666988372802734","3.2856385707855225","154308","153997","154619","2.999502929357382","2.9927613735198975","3.0064685344696045"
"248","154934","154623","155245","3.257458657026291","3.2483747005462646","3.2666397094726562","154934","154623","155245","2.985869729366058","2.9791030883789062","2.992720365524292"
"249","155560","155249","155871","3.2395993646902914","3.230811834335327","3.2483203411102295","155560","155249","155871","2.9724653034638138","2.965890884399414","2.9790611267089844"
"250","156186","155875","156497","3.222334637855872","3.213866949081421","3.2307586669921875","156186","155875","156497","2.95938571370565","2.953026294708252","2.9658493995666504"
"251","156812","156501","157123","3.205675328389192","3.197582483291626","3.213815212249756","156812","156501","157123","2.946676884706204","2.9404561519622803","2.9529874324798584"
"252","157438","157127","157749","3.18983627588321","3.182100296020508","3.1975324153900146","157438","157127","157749","2.93434140086174","2.928372383117676","2.940418243408203"
"253","158064","157753","158375","3.1745742039802747","3.167125701904297","3.1820499897003174","158064","157753","158375","2.9224282113405375","2.9165685176849365","2.928337812423706"
"254","158690","158379","159001","3.159951166464732","3.15287709236145","3.1670801639556885","158690","158379","159001","2.9108275373776755","2.905219554901123","2.916532039642334"
"255","159316","159005","159627","3.1460083723068237","3.1392202377319336","3.152832508087158","159316","159005","159627","2.8996667831371994","2.8942103385925293","2.9051849842071533"
"256","159942","159631","160253","3.132648481008334","3.1261038780212402","3.139176607131958","159942","159631","160253","2.8889147570500007","2.8837196826934814","2.894176483154297"
"257","160568","160257","160879","3.1198909748823214","3.113698959350586","3.126063585281372","160568","160257","160879","2.87859138693565","2.8735597133636475","2.8836872577667236"
"258","161194","160883","161505","3.1077115421111765","3.1017863750457764","3.113661050796509","161194","160883","161505","2.868723267928148","2.8638837337493896","2.873530864715576"
"259","161820","161509","162131","3.0960964606358456","3.0904576778411865","3.1017496585845947","161820","161509","162131","2.859217957044259","2.8546156883239746","2.8638546466827393"
"260","162446","162135","162757","3.085039585064619","3.0796895027160645","3.090423107147217","162446","162135","162757","2.850086755477465","2.845658779144287","2.8545875549316406"
"261","163072","162761","163383","3.0745804523810363","3.0694756507873535","3.0796566009521484","163072","162761","163383","2.8413685384469156","2.8370842933654785","2.845632791519165"
"262","163698","163387","164009","3.064563952959501","3.0596816539764404","3.0694446563720703","163698","163387","164009","2.832935306506279","2.828876256942749","2.8370590209960938"
"263","164324","164013","164635","3.0550206242463527","3.050417423248291","3.0596513748168945","164324","164013","164635","2.8249617157838283","2.8210833072662354","2.828852653503418"
"264","164950","164639","165261","3.046027599236904","3.041682481765747","3.050389528274536","164950","164639","165261","2.8173211774764915","2.8136203289031982","2.821059465408325"
"265","165576","165265","165887","3.037553975979487","3.0334396362304688","3.0416555404663086","165576","165265","165887","2.8100849519937467","2.806593179702759","2.8135974407196045"
"266","166202","165891","166513","3.0295370396895285","3.025646209716797","3.033414840698242","166202","165891","166513","2.8031949431468277","2.7998359203338623","2.806572437286377"
"267","166828","166517","167139","3.02196650321667","3.0183002948760986","3.0256223678588867","166828","166517","167139","2.7966296802728605","2.7934746742248535","2.7998156547546387"
"268","167454","167143","167765","3.01482309286411","3.0113468170166016","3.018278121948242","167454","167143","167765","2.7904574145109224","2.787471055984497","2.7934553623199463"
"269","168080","167769","168391","3.0080997141507955","3.0048811435699463","3.0113255977630615","168080","167769","168391","2.784625144341053","2.781834840774536","2.7874531745910645"
"270","168706","168395","169017","3.001821741843835","2.9988012313842773","3.0048606395721436","168706","168395","169017","2.7791563868522644","2.776498317718506","2.7818186283111572"
"271","169332","169021","169643","2.9959371854097414","2.993107557296753","2.998783588409424","169332","169021","169643","2.7739791434544783","2.7714834213256836","2.776482105255127"
"272","169958","169647","170269","2.990434800967192","2.9877805709838867","2.993090867996216","169958","169647","170269","2.7691257504316478","2.7667911052703857","2.7714684009552"
"273","170584","170273","170895","2.9852765531111984","2.9828133583068848","2.987764835357666","170584","170273","170895","2.764588333857365","2.7624008655548096","2.7667765617370605"
"274","171210","170899","171521","2.9805097113817167","2.9782278537750244","2.9827985763549805","171210","170899","171521","2.760348251232734","2.758319139480591","2.762387752532959"
"275","171836","171525","172147","2.976083911382235","2.9739489555358887","2.9782140254974365","171836","171525","172147","2.7564069689848485","2.7545080184936523","2.7583072185516357"
"276","172462","172151","172773","2.971963877861316","2.9700050354003906","2.973936080932617","172462","172151","172773","2.7527364584115834","2.750983953475952","2.7544965744018555"
"277","173088","172777","173399","2.9681684925005984","2.966350555419922","2.9699933528900146","173088","172777","173399","2.7493505638379316","2.7477269172668457","2.750973701477051"
"278","173714","173403","174025","2.9646694522637587","2.963012218475342","2.9663398265838623","173714","173403","174025","2.7462320373608518","2.7447333335876465","2.7477173805236816"
"279","174340","174029","174651","2.9614667334617715","2.9599318504333496","2.9630026817321777","174340","174029","174651","2.743358376698616","2.741992235183716","2.7447245121002197"
"280","174966","174655","175277","2.9585344921319914","2.957141876220703","2.959923028945923","174966","174655","175277","2.74073095810719","2.739483118057251","2.7419841289520264"
"281","175592","175281","175903","2.955874353647232","2.954617500305176","2.9571337699890137","175592","175281","175903","2.738331506649653","2.7372021675109863","2.739475727081299"
"282","176218","175907","176529","2.9534772779697027","2.95234751701355","2.9546103477478027","176218","175907","176529","2.736167679230372","2.7351346015930176","2.7371957302093506"
"283","176844","176533","177155","2.9513168648267403","2.9502947330474854","2.952340841293335","176844","176533","177155","2.73420847990574","2.733288526535034","2.735128879547119"
"284","177470","177159","177781","2.9493763935871615","2.9484646320343018","2.950289011001587","177470","177159","177781","2.732458011462138","2.731633186340332","2.733283042907715"
"285","178096","177785","178407","2.9476506297404947","2.9468469619750977","2.9484593868255615","178096","177785","178407","2.7308927315932054","2.7301576137542725","2.73162841796875"
"286","178722","178411","179033","2.946143267246393","2.9454398155212402","2.9468424320220947","178722","178411","179033","2.729507406552633","2.7288620471954346","2.7301535606384277"
"287","179348","179037","179659","2.9448177279570165","2.9441967010498047","2.9454357624053955","179348","179037","179659","2.7282974750567703","2.7277379035949707","2.728858470916748"
"288","179974","179663","180285","2.9436595126604423","2.9431283473968506","2.9441933631896973","179974","179663","180285","2.7272484042705636","2.726762533187866","2.7277350425720215"
"289","180600","180289","180911","2.9426727982667775","2.9422197341918945","2.9431254863739014","180600","180289","180911","2.726345801200622","2.725931406021118","2.726759910583496"
"290","181226","180915","181537","2.9418362256808157","2.9414565563201904","2.9422173500061035","181226","180915","181537","2.7255799648089285","2.7252326011657715","2.7259292602539062"
"291","181852","181541","182163","2.9411420776293826","2.940828561782837","2.9414546489715576","181852","181541","182163","2.7249416823570547","2.7246525287628174","2.7252306938171387"
"292","182478","182167","182789","2.9405726882127614","2.940317392349243","2.9408271312713623","182478","182167","182789","2.724415261011857","2.724181890487671","2.7246508598327637"
"293","183104","182793","183415","2.940115063618391","2.939915418624878","2.9403159618377686","183104","182793","183415","2.7239964612019367","2.723811626434326","2.7241806983947754"
"294","183730","183419","184041","2.939760669683799","2.939606189727783","2.9399144649505615","183730","183419","184041","2.723669332571519","2.723527431488037","2.7238106727600098"
"295","184356","184045","184667","2.9394920460688763","2.939378499984741","2.939605712890625","184356","184045","184667","2.7234222567998447","2.723317861557007","2.7235267162323"
"296","184982","184671","185293","2.939298528127181","2.9392201900482178","2.939377784729004","184982","184671","185293","2.7232445638913374","2.7231719493865967","2.7233173847198486"
"297","185608","185297","185919","2.9391694275232463","2.939119338989258","2.9392199516296387","185608","185297","185919","2.7231255059058848","2.7230794429779053","2.7231717109680176"
"298","186234","185923","186545","2.9390905109735637","2.9390621185302734","2.9391188621520996","186234","185923","186545","2.7230534759851603","2.723027467727661","2.7230794429779053"
"299","186860","186549","187171","2.9390495136762276","2.9390368461608887","2.9390621185302734","186860","186549","187171","2.7230161222127767","2.7230048179626465","2.723027467727661"
"300","187486","187175","187797","2.939034179235116","2.9390316009521484","2.9390368461608887","187486","187175","187797","2.723002112064606","2.7229995727539062","2.7230048179626465"
