"Step","mobilenet_Task Scheduler_True_Saturday_15_March_2025_11h_33m_23s - Train/loss","mobilenet_Task Scheduler_True_Saturday_15_March_2025_11h_33m_23s - Train/loss__MIN","mobilenet_Task Scheduler_True_Saturday_15_March_2025_11h_33m_23s - Train/loss__MAX","mobilenet_Task Scheduler_False_Saturday_15_March_2025_11h_33m_20s - Train/loss","mobilenet_Task Scheduler_False_Saturday_15_March_2025_11h_33m_20s - Train/loss__MIN","mobilenet_Task Scheduler_False_Saturday_15_March_2025_11h_33m_20s - Train/loss__MAX"
"28457","0.011872257106006145","0.011872257106006145","0.011872257106006145","","",""
"28472","","","","0.1288706511259079","0.1288706511259079","0.1288706511259079"
"28477","","","","0.13217508792877197","0.13217508792877197","0.13217508792877197"
"28489","","","","0.04696737602353096","0.04696737602353096","0.04696737602353096"
"28498","","","","0.1128155067563057","0.1128155067563057","0.1128155067563057"
"28504","0.010169647634029388","0.010169647634029388","0.010169647634029388","","",""
"28508","0.10172434151172638","0.10172434151172638","0.10172434151172638","","",""
"28512","0.0068486714735627174","0.0068486714735627174","0.0068486714735627174","","",""
"28524","0.03527199104428291","0.03527199104428291","0.03527199104428291","","",""
"28525","0.03474333509802818","0.03474333509802818","0.03474333509802818","","",""
"28540","0.006827477365732193","0.006827477365732193","0.006827477365732193","","",""
"28550","","","","0.048210661858320236","0.048210661858320236","0.048210661858320236"
"28552","0.10224199295043945","0.10224199295043945","0.10224199295043945","","",""
"28556","","","","0.0757141038775444","0.0757141038775444","0.0757141038775444"
"28559","","","","0.055280692875385284","0.055280692875385284","0.055280692875385284"
"28564","0.02605043724179268","0.02605043724179268","0.02605043724179268","","",""
"28567","0.06640350818634033","0.06640350818634033","0.06640350818634033","","",""
"28571","0.010170476511120796","0.010170476511120796","0.010170476511120796","","",""
"28574","","","","0.07850372046232224","0.07850372046232224","0.07850372046232224"
"28575","0.054529353976249695","0.054529353976249695","0.054529353976249695","","",""
"28581","","","","0.05812046676874161","0.05812046676874161","0.05812046676874161"
"28588","","","","0.09105203300714493","0.09105203300714493","0.09105203300714493"
"28595","","","","0.038270361721515656","0.038270361721515656","0.038270361721515656"
"28600","0.02639724500477314","0.02639724500477314","0.02639724500477314","","",""
"28609","0.020260930061340332","0.020260930061340332","0.020260930061340332","","",""
"28612","","","","0.07047168165445328","0.07047168165445328","0.07047168165445328"
"28616","","","","0.06460313498973846","0.06460313498973846","0.06460313498973846"
"28618","0.03456806764006615","0.03456806764006615","0.03456806764006615","","",""
"28624","","","","0.04821309074759483","0.04821309074759483","0.04821309074759483"
"28631","","","","0.04760133847594261","0.04760133847594261","0.04760133847594261"
"28632","0.04577995464205742","0.04577995464205742","0.04577995464205742","","",""
"28642","0.011816730722784996","0.011816730722784996","0.011816730722784996","","",""
"28648","","","","0.09436529129743576","0.09436529129743576","0.09436529129743576"
"28651","0.03962813317775726","0.03962813317775726","0.03962813317775726","","",""
"28656","0.07814166694879532","0.07814166694879532","0.07814166694879532","","",""
"28661","0.05283834785223007","0.05283834785223007","0.05283834785223007","","",""
"28670","","","","0.06273505836725235","0.06273505836725235","0.06273505836725235"
"28677","0.06589102745056152","0.06589102745056152","0.06589102745056152","","",""
"28681","0.048974547535181046","0.048974547535181046","0.048974547535181046","","",""
"28685","0.04742221534252167","0.04742221534252167","0.04742221534252167","","",""
"28689","","","","0.07325854897499084","0.07325854897499084","0.07325854897499084"
"28693","","","","0.07791905850172043","0.07791905850172043","0.07791905850172043"
"28703","0.046655379235744476","0.046655379235744476","0.046655379235744476","","",""
"28706","","","","0.03993482142686844","0.03993482142686844","0.03993482142686844"
"28713","","","","0.1271410882472992","0.1271410882472992","0.1271410882472992"
"28717","","","","0.036671992391347885","0.036671992391347885","0.036671992391347885"
"28726","","","","0.03936529532074928","0.03936529532074928","0.03936529532074928"
"28730","0.016774164512753487","0.016774164512753487","0.016774164512753487","","",""
"28745","0.02202768623828888","0.02202768623828888","0.02202768623828888","","",""
"28752","","","","0.04730236530303955","0.04730236530303955","0.04730236530303955"
"28753","0.024880576878786087","0.024880576878786087","0.024880576878786087","0.06597238779067993","0.06597238779067993","0.06597238779067993"
"28754","","","","0.08550574630498886","0.08550574630498886","0.08550574630498886"
"28758","","","","0.05022316053509712","0.05022316053509712","0.05022316053509712"
"28761","0.05613676831126213","0.05613676831126213","0.05613676831126213","","",""
"28773","0.01592922955751419","0.01592922955751419","0.01592922955751419","0.051616370677948","0.051616370677948","0.051616370677948"
"28774","0.05807599797844887","0.05807599797844887","0.05807599797844887","","",""
"28777","","","","0.027688467875123024","0.027688467875123024","0.027688467875123024"
"28780","","","","0.05004613846540451","0.05004613846540451","0.05004613846540451"
"28783","","","","0.022527102380990982","0.022527102380990982","0.022527102380990982"
"28788","0.0179213248193264","0.0179213248193264","0.0179213248193264","","",""
"28790","0.03365499526262283","0.03365499526262283","0.03365499526262283","0.04384315013885498","0.04384315013885498","0.04384315013885498"
"28792","","","","0.031227095052599907","0.031227095052599907","0.031227095052599907"
"28794","0.0426827147603035","0.0426827147603035","0.0426827147603035","","",""
"28797","","","","0.07447926700115204","0.07447926700115204","0.07447926700115204"
"28798","0.018192095682024956","0.018192095682024956","0.018192095682024956","","",""
"28799","0.0722343847155571","0.0722343847155571","0.0722343847155571","","",""
"28807","","","","0.023957055062055588","0.023957055062055588","0.023957055062055588"
"28809","0.013105068355798721","0.013105068355798721","0.013105068355798721","","",""
"28812","0.03485685959458351","0.03485685959458351","0.03485685959458351","","",""
"28826","0.018901336938142776","0.018901336938142776","0.018901336938142776","","",""
"28855","","","","0.03632337227463722","0.03632337227463722","0.03632337227463722"
"28859","0.010602777823805809","0.010602777823805809","0.010602777823805809","","",""
"28862","0.036625538021326065","0.036625538021326065","0.036625538021326065","","",""
"28870","0.050618693232536316","0.050618693232536316","0.050618693232536316","","",""
"28874","0.027690935879945755","0.027690935879945755","0.027690935879945755","","",""
"28878","0.07000208646059036","0.07000208646059036","0.07000208646059036","","",""
"28884","0.026393556967377663","0.026393556967377663","0.026393556967377663","","",""
"28890","","","","0.0384368933737278","0.0384368933737278","0.0384368933737278"
"28898","0.0260461438447237","0.0260461438447237","0.0260461438447237","","",""
"28899","","","","0.050727665424346924","0.050727665424346924","0.050727665424346924"
"28904","","","","0.03674736246466637","0.03674736246466637","0.03674736246466637"
"28908","","","","0.04618537798523903","0.04618537798523903","0.04618537798523903"
"28910","0.04886624962091446","0.04886624962091446","0.04886624962091446","0.05063178390264511","0.05063178390264511","0.05063178390264511"
"28912","0.04617687314748764","0.04617687314748764","0.04617687314748764","","",""
"28914","0.03759973868727684","0.03759973868727684","0.03759973868727684","","",""
"28915","","","","0.015554133802652359","0.015554133802652359","0.015554133802652359"
"28920","0.011059042997658253","0.011059042997658253","0.011059042997658253","","",""
"28925","0.08327820897102356","0.08327820897102356","0.08327820897102356","0.0474335141479969","0.0474335141479969","0.0474335141479969"
"28930","0.05693617835640907","0.05693617835640907","0.05693617835640907","","",""
"28932","0.02707836590707302","0.02707836590707302","0.02707836590707302","","",""
"28936","0.06074816733598709","0.06074816733598709","0.06074816733598709","","",""
"28957","","","","0.12580755352973938","0.12580755352973938","0.12580755352973938"
"28959","","","","0.059417955577373505","0.059417955577373505","0.059417955577373505"
"28960","","","","0.09121502190828323","0.09121502190828323","0.09121502190828323"
"28963","","","","0.07606463879346848","0.07606463879346848","0.07606463879346848"
"28967","0.040761180222034454","0.040761180222034454","0.040761180222034454","0.07974065095186234","0.07974065095186234","0.07974065095186234"
"28971","","","","0.0692027136683464","0.0692027136683464","0.0692027136683464"
"28974","0.0636102482676506","0.0636102482676506","0.0636102482676506","0.08501174300909042","0.08501174300909042","0.08501174300909042"
"28984","0.06027704477310181","0.06027704477310181","0.06027704477310181","","",""
"28987","","","","0.04935810714960098","0.04935810714960098","0.04935810714960098"
"28988","","","","0.09779845178127289","0.09779845178127289","0.09779845178127289"
"28993","","","","0.026848208159208298","0.026848208159208298","0.026848208159208298"
"28996","","","","0.062230952084064484","0.062230952084064484","0.062230952084064484"
"29008","","","","0.06037609651684761","0.06037609651684761","0.06037609651684761"
"29009","0.016197968274354935","0.016197968274354935","0.016197968274354935","","",""
"29024","","","","0.07031580060720444","0.07031580060720444","0.07031580060720444"
"29030","0.011598429642617702","0.011598429642617702","0.011598429642617702","0.036840252578258514","0.036840252578258514","0.036840252578258514"
"29035","0.005984258837997913","0.005984258837997913","0.005984258837997913","","",""
"29042","0.03632339835166931","0.03632339835166931","0.03632339835166931","","",""
"29053","0.056567590683698654","0.056567590683698654","0.056567590683698654","","",""
"29055","","","","0.04810919985175133","0.04810919985175133","0.04810919985175133"
"29062","0.07003321498632431","0.07003321498632431","0.07003321498632431","","",""
"29064","","","","0.06790565699338913","0.06790565699338913","0.06790565699338913"
"29067","0.02848956547677517","0.02848956547677517","0.02848956547677517","","",""
"29069","","","","0.023625332862138748","0.023625332862138748","0.023625332862138748"
"29078","","","","0.01978728175163269","0.01978728175163269","0.01978728175163269"
"29079","0.026779169216752052","0.026779169216752052","0.026779169216752052","","",""
"29081","","","","0.1452188938856125","0.1452188938856125","0.1452188938856125"
"29098","0.027463845908641815","0.027463845908641815","0.027463845908641815","","",""
"29101","0.04208030179142952","0.04208030179142952","0.04208030179142952","","",""
"29103","0.045849356800317764","0.045849356800317764","0.045849356800317764","","",""
"29106","0.03536763787269592","0.03536763787269592","0.03536763787269592","","",""
"29114","0.11437049508094788","0.11437049508094788","0.11437049508094788","","",""
"29116","0.04483121633529663","0.04483121633529663","0.04483121633529663","","",""
"29118","0.06547345221042633","0.06547345221042633","0.06547345221042633","","",""
"29126","","","","0.11621928215026855","0.11621928215026855","0.11621928215026855"
"29132","","","","0.0980420634150505","0.0980420634150505","0.0980420634150505"
"29135","","","","0.05797264724969864","0.05797264724969864","0.05797264724969864"
"29137","","","","0.03675916790962219","0.03675916790962219","0.03675916790962219"
"29141","","","","0.1167076826095581","0.1167076826095581","0.1167076826095581"
"29143","0.02506694197654724","0.02506694197654724","0.02506694197654724","","",""
"29146","0.017112331464886665","0.017112331464886665","0.017112331464886665","","",""
"29150","","","","0.08033838868141174","0.08033838868141174","0.08033838868141174"
"29152","0.015107087790966034","0.015107087790966034","0.015107087790966034","","",""
"29157","","","","0.03578561916947365","0.03578561916947365","0.03578561916947365"
"29159","0.06255021691322327","0.06255021691322327","0.06255021691322327","","",""
"29160","","","","0.08819396793842316","0.08819396793842316","0.08819396793842316"
"29161","","","","0.06029078736901283","0.06029078736901283","0.06029078736901283"
"29163","0.06553807854652405","0.06553807854652405","0.06553807854652405","","",""
"29169","","","","0.030297093093395233","0.030297093093395233","0.030297093093395233"
"29170","0.020973259583115578","0.020973259583115578","0.020973259583115578","","",""
"29173","0.11408421397209167","0.11408421397209167","0.11408421397209167","","",""
"29178","","","","0.05896061286330223","0.05896061286330223","0.05896061286330223"
"29179","0.0119145093485713","0.0119145093485713","0.0119145093485713","","",""
"29184","","","","0.08666051179170609","0.08666051179170609","0.08666051179170609"
"29190","","","","0.03679945319890976","0.03679945319890976","0.03679945319890976"
"29191","","","","0.08994478732347488","0.08994478732347488","0.08994478732347488"
"29194","","","","0.035384275019168854","0.035384275019168854","0.035384275019168854"
"29195","","","","0.044269248843193054","0.044269248843193054","0.044269248843193054"
"29198","0.02526664547622204","0.02526664547622204","0.02526664547622204","","",""
"29199","","","","0.021577665582299232","0.021577665582299232","0.021577665582299232"
"29201","","","","0.09802768379449844","0.09802768379449844","0.09802768379449844"
"29202","0.01746192015707493","0.01746192015707493","0.01746192015707493","","",""
"29204","0.01359646674245596","0.01359646674245596","0.01359646674245596","","",""
"29209","0.04956253245472908","0.04956253245472908","0.04956253245472908","","",""
"29212","","","","0.04498946666717529","0.04498946666717529","0.04498946666717529"
"29231","0.019399262964725494","0.019399262964725494","0.019399262964725494","","",""
"29232","","","","0.06460977345705032","0.06460977345705032","0.06460977345705032"
"29246","0.039144646376371384","0.039144646376371384","0.039144646376371384","","",""
"29247","0.02004059962928295","0.02004059962928295","0.02004059962928295","","",""
"29250","0.017480624839663506","0.017480624839663506","0.017480624839663506","0.1424182504415512","0.1424182504415512","0.1424182504415512"
"29251","0.04382235184311867","0.04382235184311867","0.04382235184311867","0.08818937838077545","0.08818937838077545","0.08818937838077545"
"29260","0.009758499450981617","0.009758499450981617","0.009758499450981617","","",""
"29261","0.02142622321844101","0.02142622321844101","0.02142622321844101","","",""
"29264","0.027349498122930527","0.027349498122930527","0.027349498122930527","","",""
"29279","0.014109433628618717","0.014109433628618717","0.014109433628618717","","",""
"29280","","","","0.039256978780031204","0.039256978780031204","0.039256978780031204"
"29284","","","","0.053659215569496155","0.053659215569496155","0.053659215569496155"
"29290","","","","0.06754281371831894","0.06754281371831894","0.06754281371831894"
"29291","","","","0.05757864937186241","0.05757864937186241","0.05757864937186241"
"29292","","","","0.03272439166903496","0.03272439166903496","0.03272439166903496"
"29309","","","","0.08762380480766296","0.08762380480766296","0.08762380480766296"
"29311","","","","0.04534319043159485","0.04534319043159485","0.04534319043159485"
"29328","0.055981144309043884","0.055981144309043884","0.055981144309043884","0.08778992295265198","0.08778992295265198","0.08778992295265198"
"29329","0.08517354726791382","0.08517354726791382","0.08517354726791382","","",""
"29336","","","","0.04559576138854027","0.04559576138854027","0.04559576138854027"
"29339","0.0060772583819925785","0.0060772583819925785","0.0060772583819925785","0.06113608181476593","0.06113608181476593","0.06113608181476593"
"29340","","","","0.019882014021277428","0.019882014021277428","0.019882014021277428"
"29341","0.06444157660007477","0.06444157660007477","0.06444157660007477","","",""
"29347","","","","0.03364603966474533","0.03364603966474533","0.03364603966474533"
"29351","0.054983291774988174","0.054983291774988174","0.054983291774988174","","",""
"29356","","","","0.09784189611673355","0.09784189611673355","0.09784189611673355"
"29377","","","","0.04573625326156616","0.04573625326156616","0.04573625326156616"
"29379","","","","0.05598898604512215","0.05598898604512215","0.05598898604512215"
"29381","0.012656467966735363","0.012656467966735363","0.012656467966735363","0.009209997020661831","0.009209997020661831","0.009209997020661831"
"29401","0.016016950830817223","0.016016950830817223","0.016016950830817223","","",""
"29413","0.020782174542546272","0.020782174542546272","0.020782174542546272","0.06060755252838135","0.06060755252838135","0.06060755252838135"
"29415","0.006804024334996939","0.006804024334996939","0.006804024334996939","","",""
"29428","0.019095946103334427","0.019095946103334427","0.019095946103334427","","",""
"29457","0.04696888104081154","0.04696888104081154","0.04696888104081154","0.024859298020601273","0.024859298020601273","0.024859298020601273"
"29458","0.02518261782824993","0.02518261782824993","0.02518261782824993","","",""
"29464","0.03867984190583229","0.03867984190583229","0.03867984190583229","","",""
"29465","","","","0.06919366866350174","0.06919366866350174","0.06919366866350174"
"29472","0.017619663849473","0.017619663849473","0.017619663849473","0.09383630007505417","0.09383630007505417","0.09383630007505417"
"29478","","","","0.016100261360406876","0.016100261360406876","0.016100261360406876"
"29488","","","","0.036001499742269516","0.036001499742269516","0.036001499742269516"
"29491","","","","0.07398602366447449","0.07398602366447449","0.07398602366447449"
"29493","","","","0.016212651506066322","0.016212651506066322","0.016212651506066322"
"29498","0.07686794549226761","0.07686794549226761","0.07686794549226761","","",""
"29499","0.013176138512790203","0.013176138512790203","0.013176138512790203","","",""
"29500","0.028083113953471184","0.028083113953471184","0.028083113953471184","","",""
"29507","0.0469830222427845","0.0469830222427845","0.0469830222427845","0.016797279939055443","0.016797279939055443","0.016797279939055443"
"29508","0.027649840340018272","0.027649840340018272","0.027649840340018272","","",""
"29509","0.03949791565537453","0.03949791565537453","0.03949791565537453","","",""
"29511","0.028146304190158844","0.028146304190158844","0.028146304190158844","0.00968758761882782","0.00968758761882782","0.00968758761882782"
"29513","","","","0.0404902920126915","0.0404902920126915","0.0404902920126915"
"29514","","","","0.03510855883359909","0.03510855883359909","0.03510855883359909"
"29529","","","","0.05446650832891464","0.05446650832891464","0.05446650832891464"
"29535","","","","0.07317886501550674","0.07317886501550674","0.07317886501550674"
"29536","","","","0.05099393054842949","0.05099393054842949","0.05099393054842949"
"29539","","","","0.009984366595745087","0.009984366595745087","0.009984366595745087"
"29540","","","","0.060557592660188675","0.060557592660188675","0.060557592660188675"
"29541","","","","0.021319124847650528","0.021319124847650528","0.021319124847650528"
"29545","","","","0.022295476868748665","0.022295476868748665","0.022295476868748665"
"29546","0.016193289309740067","0.016193289309740067","0.016193289309740067","","",""
"29550","","","","0.06091535463929176","0.06091535463929176","0.06091535463929176"
"29556","","","","0.03564963862299919","0.03564963862299919","0.03564963862299919"
"29558","","","","0.03007645346224308","0.03007645346224308","0.03007645346224308"
"29559","0.025385510176420212","0.025385510176420212","0.025385510176420212","","",""
"29560","0.008456697687506676","0.008456697687506676","0.008456697687506676","","",""
"29562","","","","0.05072975158691406","0.05072975158691406","0.05072975158691406"
"29578","0.034485213458538055","0.034485213458538055","0.034485213458538055","","",""
"29585","0.043634407222270966","0.043634407222270966","0.043634407222270966","","",""
"29595","","","","0.04691293463110924","0.04691293463110924","0.04691293463110924"
"29602","","","","0.021049659699201584","0.021049659699201584","0.021049659699201584"
"29603","","","","0.03462107479572296","0.03462107479572296","0.03462107479572296"
"29606","0.019632242619991302","0.019632242619991302","0.019632242619991302","","",""
"29607","","","","0.04048222303390503","0.04048222303390503","0.04048222303390503"
"29609","0.039320364594459534","0.039320364594459534","0.039320364594459534","","",""
"29612","0.026480861008167267","0.026480861008167267","0.026480861008167267","","",""
"29616","","","","0.07100461423397064","0.07100461423397064","0.07100461423397064"
"29618","0.03905221074819565","0.03905221074819565","0.03905221074819565","","",""
"29624","","","","0.0341329462826252","0.0341329462826252","0.0341329462826252"
"29631","0.04280606284737587","0.04280606284737587","0.04280606284737587","0.03566764295101166","0.03566764295101166","0.03566764295101166"
"29636","","","","0.07624872773885727","0.07624872773885727","0.07624872773885727"
"29639","","","","0.03123597428202629","0.03123597428202629","0.03123597428202629"
"29644","0.015935491770505905","0.015935491770505905","0.015935491770505905","","",""
"29647","0.008409812115132809","0.008409812115132809","0.008409812115132809","","",""
"29654","0.03400406986474991","0.03400406986474991","0.03400406986474991","","",""
"29655","","","","0.0658503919839859","0.0658503919839859","0.0658503919839859"
"29666","","","","0.09296024590730667","0.09296024590730667","0.09296024590730667"
"29673","","","","0.07307291030883789","0.07307291030883789","0.07307291030883789"
"29676","0.05588916316628456","0.05588916316628456","0.05588916316628456","","",""
"29678","0.05791695415973663","0.05791695415973663","0.05791695415973663","","",""
"29685","","","","0.14249496161937714","0.14249496161937714","0.14249496161937714"
"29690","","","","0.05384077504277229","0.05384077504277229","0.05384077504277229"
"29694","0.025494003668427467","0.025494003668427467","0.025494003668427467","","",""
"29699","0.07897398620843887","0.07897398620843887","0.07897398620843887","","",""
"29706","","","","0.02492671087384224","0.02492671087384224","0.02492671087384224"
"29707","","","","0.06450747698545456","0.06450747698545456","0.06450747698545456"
"29715","0.030623460188508034","0.030623460188508034","0.030623460188508034","","",""
"29726","","","","0.047218501567840576","0.047218501567840576","0.047218501567840576"
"29729","","","","0.07390393316745758","0.07390393316745758","0.07390393316745758"
"29739","","","","0.022583233192563057","0.022583233192563057","0.022583233192563057"
"29741","0.033815253525972366","0.033815253525972366","0.033815253525972366","","",""
"29744","","","","0.018731972202658653","0.018731972202658653","0.018731972202658653"
"29749","","","","0.014662036672234535","0.014662036672234535","0.014662036672234535"
"29752","","","","0.034801725298166275","0.034801725298166275","0.034801725298166275"
"29753","0.03089745156466961","0.03089745156466961","0.03089745156466961","","",""
"29761","","","","0.0369223915040493","0.0369223915040493","0.0369223915040493"
"29771","","","","0.0539405532181263","0.0539405532181263","0.0539405532181263"
"29773","","","","0.06334538757801056","0.06334538757801056","0.06334538757801056"
"29780","0.013401012867689133","0.013401012867689133","0.013401012867689133","","",""
"29783","","","","0.06521683186292648","0.06521683186292648","0.06521683186292648"
"29801","0.025498542934656143","0.025498542934656143","0.025498542934656143","","",""
"29804","","","","0.038742177188396454","0.038742177188396454","0.038742177188396454"
"29812","0.012484674341976643","0.012484674341976643","0.012484674341976643","","",""
"29813","","","","0.01737058535218239","0.01737058535218239","0.01737058535218239"
"29815","0.0278732031583786","0.0278732031583786","0.0278732031583786","","",""
"29827","","","","0.021304680034518242","0.021304680034518242","0.021304680034518242"
"29829","","","","0.1102222129702568","0.1102222129702568","0.1102222129702568"
"29831","","","","0.038953185081481934","0.038953185081481934","0.038953185081481934"
"29835","0.028894489631056786","0.028894489631056786","0.028894489631056786","","",""
"29838","","","","0.05746481195092201","0.05746481195092201","0.05746481195092201"
"29842","0.013564213179051876","0.013564213179051876","0.013564213179051876","","",""
"29844","0.06690021604299545","0.06690021604299545","0.06690021604299545","","",""
"29845","0.060635995119810104","0.060635995119810104","0.060635995119810104","","",""
"29850","0.02734091319143772","0.02734091319143772","0.02734091319143772","","",""
"29857","0.014460431411862373","0.014460431411862373","0.014460431411862373","","",""
"29862","0.026899557560682297","0.026899557560682297","0.026899557560682297","","",""
"29866","0.017194129526615143","0.017194129526615143","0.017194129526615143","","",""
"29878","","","","0.07646375149488449","0.07646375149488449","0.07646375149488449"
"29883","","","","0.03589858487248421","0.03589858487248421","0.03589858487248421"
"29889","","","","0.020522326231002808","0.020522326231002808","0.020522326231002808"
"29895","","","","0.045746613293886185","0.045746613293886185","0.045746613293886185"
"29899","","","","0.031147534027695656","0.031147534027695656","0.031147534027695656"
"29903","","","","0.08271313458681107","0.08271313458681107","0.08271313458681107"
"29905","0.02603888139128685","0.02603888139128685","0.02603888139128685","","",""
"29916","0.03044627420604229","0.03044627420604229","0.03044627420604229","","",""
"29918","0.01842418499290943","0.01842418499290943","0.01842418499290943","","",""
"29924","","","","0.03360217809677124","0.03360217809677124","0.03360217809677124"
"29925","0.08903256058692932","0.08903256058692932","0.08903256058692932","","",""
"29933","0.01871250942349434","0.01871250942349434","0.01871250942349434","","",""
"29936","0.03334450721740723","0.03334450721740723","0.03334450721740723","","",""
"29938","0.02944057062268257","0.02944057062268257","0.02944057062268257","","",""
"29939","0.0105938371270895","0.0105938371270895","0.0105938371270895","","",""
"29940","0.017235174775123596","0.017235174775123596","0.017235174775123596","","",""
"29942","","","","0.07404737174510956","0.07404737174510956","0.07404737174510956"
"29943","","","","0.06452686339616776","0.06452686339616776","0.06452686339616776"
"29949","0.015736103057861328","0.015736103057861328","0.015736103057861328","0.017209649085998535","0.017209649085998535","0.017209649085998535"
"29956","0.01023854874074459","0.01023854874074459","0.01023854874074459","","",""
"29957","0.0560280978679657","0.0560280978679657","0.0560280978679657","","",""
"29961","","","","0.025736259296536446","0.025736259296536446","0.025736259296536446"
"29975","0.045432109385728836","0.045432109385728836","0.045432109385728836","","",""
"29982","","","","0.05919243395328522","0.05919243395328522","0.05919243395328522"
"29985","0.033845625817775726","0.033845625817775726","0.033845625817775726","","",""
"30006","0.019178830087184906","0.019178830087184906","0.019178830087184906","","",""
"30008","","","","0.04375991225242615","0.04375991225242615","0.04375991225242615"
"30012","0.037268683314323425","0.037268683314323425","0.037268683314323425","","",""
"30030","","","","0.07772758603096008","0.07772758603096008","0.07772758603096008"
"30031","0.04943932592868805","0.04943932592868805","0.04943932592868805","","",""
"30033","","","","0.06385651975870132","0.06385651975870132","0.06385651975870132"
"30038","","","","0.030188532546162605","0.030188532546162605","0.030188532546162605"
"30039","0.015881836414337158","0.015881836414337158","0.015881836414337158","0.06443070620298386","0.06443070620298386","0.06443070620298386"
"30045","","","","0.07354602962732315","0.07354602962732315","0.07354602962732315"
"30046","0.031530506908893585","0.031530506908893585","0.031530506908893585","","",""
"30050","","","","0.04340197518467903","0.04340197518467903","0.04340197518467903"
"30053","0.01367024052888155","0.01367024052888155","0.01367024052888155","","",""
"30056","0.020333198830485344","0.020333198830485344","0.020333198830485344","","",""
"30059","","","","0.03320292755961418","0.03320292755961418","0.03320292755961418"
"30076","0.04941266402602196","0.04941266402602196","0.04941266402602196","0.035551413893699646","0.035551413893699646","0.035551413893699646"
"30089","","","","0.045315977185964584","0.045315977185964584","0.045315977185964584"
"30092","","","","0.02831330895423889","0.02831330895423889","0.02831330895423889"
"30097","0.019406210631132126","0.019406210631132126","0.019406210631132126","","",""
"30103","0.01847572810947895","0.01847572810947895","0.01847572810947895","","",""
"30107","0.049937255680561066","0.049937255680561066","0.049937255680561066","","",""
"30116","0.014030452817678452","0.014030452817678452","0.014030452817678452","","",""
"30118","","","","0.022000877186655998","0.022000877186655998","0.022000877186655998"
"30123","0.030903862789273262","0.030903862789273262","0.030903862789273262","","",""
"30126","0.05207379534840584","0.05207379534840584","0.05207379534840584","","",""
"30133","0.02644982933998108","0.02644982933998108","0.02644982933998108","","",""
"30134","0.014809663407504559","0.014809663407504559","0.014809663407504559","","",""
"30136","","","","0.05157557874917984","0.05157557874917984","0.05157557874917984"
"30146","0.014877857640385628","0.014877857640385628","0.014877857640385628","","",""
"30149","0.029607893899083138","0.029607893899083138","0.029607893899083138","","",""
"30153","","","","0.06051367148756981","0.06051367148756981","0.06051367148756981"
"30158","","","","0.09193921089172363","0.09193921089172363","0.09193921089172363"
"30175","0.008830147795379162","0.008830147795379162","0.008830147795379162","","",""
"30183","","","","0.01472161989659071","0.01472161989659071","0.01472161989659071"
"30192","0.00775024201720953","0.00775024201720953","0.00775024201720953","","",""
"30201","0.016767069697380066","0.016767069697380066","0.016767069697380066","","",""
"30202","","","","0.06150216981768608","0.06150216981768608","0.06150216981768608"
"30206","0.018144795671105385","0.018144795671105385","0.018144795671105385","","",""
"30214","","","","0.04101730138063431","0.04101730138063431","0.04101730138063431"
"30215","0.03078863024711609","0.03078863024711609","0.03078863024711609","","",""
"30218","0.008436525240540504","0.008436525240540504","0.008436525240540504","","",""
"30222","","","","0.03744426742196083","0.03744426742196083","0.03744426742196083"
"30229","0.014884984120726585","0.014884984120726585","0.014884984120726585","","",""
"30241","0.014911546371877193","0.014911546371877193","0.014911546371877193","","",""
"30250","0.009131531231105328","0.009131531231105328","0.009131531231105328","","",""
"30251","","","","0.01795651763677597","0.01795651763677597","0.01795651763677597"
"30255","","","","0.030033808201551437","0.030033808201551437","0.030033808201551437"
"30258","","","","0.03294394165277481","0.03294394165277481","0.03294394165277481"
"30265","","","","0.048054635524749756","0.048054635524749756","0.048054635524749756"
"30266","0.0354912132024765","0.0354912132024765","0.0354912132024765","0.026029100641608238","0.026029100641608238","0.026029100641608238"
"30273","0.008985457010567188","0.008985457010567188","0.008985457010567188","","",""
"30280","","","","0.01623210497200489","0.01623210497200489","0.01623210497200489"
"30285","0.014949793927371502","0.014949793927371502","0.014949793927371502","","",""
"30286","","","","0.018296966329216957","0.018296966329216957","0.018296966329216957"
"30301","0.009439332410693169","0.009439332410693169","0.009439332410693169","","",""
"30304","","","","0.04850504919886589","0.04850504919886589","0.04850504919886589"
"30305","0.02546798624098301","0.02546798624098301","0.02546798624098301","","",""
"30310","","","","0.05287599936127663","0.05287599936127663","0.05287599936127663"
"30311","","","","0.051946889609098434","0.051946889609098434","0.051946889609098434"
"30313","0.022568367421627045","0.022568367421627045","0.022568367421627045","","",""
"30315","","","","0.08774867653846741","0.08774867653846741","0.08774867653846741"
"30316","0.010301684960722923","0.010301684960722923","0.010301684960722923","","",""
"30320","0.0160983856767416","0.0160983856767416","0.0160983856767416","","",""
"30321","","","","0.05005760118365288","0.05005760118365288","0.05005760118365288"
"30322","0.026941679418087006","0.026941679418087006","0.026941679418087006","","",""
"30328","0.046358976513147354","0.046358976513147354","0.046358976513147354","","",""
"30330","","","","0.041850365698337555","0.041850365698337555","0.041850365698337555"
"30332","","","","0.12441406399011612","0.12441406399011612","0.12441406399011612"
"30345","","","","0.03261369466781616","0.03261369466781616","0.03261369466781616"
"30347","0.045445192605257034","0.045445192605257034","0.045445192605257034","","",""
"30381","0.006371093448251486","0.006371093448251486","0.006371093448251486","","",""
