"epoch","mobilenet_Task Scheduler_True_Wednesday_19_March_2025_14h_40m_52s - _step","mobilenet_Task Scheduler_True_Wednesday_19_March_2025_14h_40m_52s - _step__MIN","mobilenet_Task Scheduler_True_Wednesday_19_March_2025_14h_40m_52s - _step__MAX","mobilenet_Task Scheduler_True_Wednesday_19_March_2025_14h_40m_52s - Train/Accuracy","mobilenet_Task Scheduler_True_Wednesday_19_March_2025_14h_40m_52s - Train/Accuracy__MIN","mobilenet_Task Scheduler_True_Wednesday_19_March_2025_14h_40m_52s - Train/Accuracy__MAX","mobilenet_Task Scheduler_False_Wednesday_19_March_2025_14h_40m_36s - _step","mobilenet_Task Scheduler_False_Wednesday_19_March_2025_14h_40m_36s - _step__MIN","mobilenet_Task Scheduler_False_Wednesday_19_March_2025_14h_40m_36s - _step__MAX","mobilenet_Task Scheduler_False_Wednesday_19_March_2025_14h_40m_36s - Train/Accuracy","mobilenet_Task Scheduler_False_Wednesday_19_March_2025_14h_40m_36s - Train/Accuracy__MIN","mobilenet_Task Scheduler_False_Wednesday_19_March_2025_14h_40m_36s - Train/Accuracy__MAX"
"149","46932","46932","46932","0.9971500039100647","0.9971500039100647","0.9971500039100647","46784","46784","46784","0.9924999475479126","0.9924999475479126","0.9924999475479126"
"150","47247","47247","47247","0.9971999526023865","0.9971999526023865","0.9971999526023865","47098","47098","47098","0.9914999604225159","0.9914999604225159","0.9914999604225159"
"151","47562","47562","47562","0.9970999956130981","0.9970999956130981","0.9970999956130981","47412","47412","47412","0.9917999505996704","0.9917999505996704","0.9917999505996704"
"152","47877","47877","47877","0.9972249865531921","0.9972249865531921","0.9972249865531921","47726","47726","47726","0.991974949836731","0.991974949836731","0.991974949836731"
"153","48192","48192","48192","0.9972249865531921","0.9972249865531921","0.9972249865531921","48040","48040","48040","0.9926749467849731","0.9926749467849731","0.9926749467849731"
"154","48507","48507","48507","0.9970999956130981","0.9970999956130981","0.9970999956130981","48354","48354","48354","0.9918749928474426","0.9918749928474426","0.9918749928474426"
"155","48822","48822","48822","0.9970999956130981","0.9970999956130981","0.9970999956130981","48668","48668","48668","0.9924749732017517","0.9924749732017517","0.9924749732017517"
"156","49137","49137","49137","0.9971749782562256","0.9971749782562256","0.9971749782562256","48982","48982","48982","0.9926999807357788","0.9926999807357788","0.9926999807357788"
"157","49452","49452","49452","0.9973499774932861","0.9973499774932861","0.9973499774932861","49296","49296","49296","0.9939999580383301","0.9939999580383301","0.9939999580383301"
"158","49767","49767","49767","0.9970749616622925","0.9970749616622925","0.9970749616622925","49610","49610","49610","0.9942499995231628","0.9942499995231628","0.9942499995231628"
"159","50082","50082","50082","0.9975000023841858","0.9975000023841858","0.9975000023841858","49924","49924","49924","0.9926999807357788","0.9926999807357788","0.9926999807357788"
"160","50397","50397","50397","0.9973999857902527","0.9973999857902527","0.9973999857902527","50238","50238","50238","0.993149995803833","0.993149995803833","0.993149995803833"
"161","50712","50712","50712","0.9973499774932861","0.9973499774932861","0.9973499774932861","50552","50552","50552","0.9926999807357788","0.9926999807357788","0.9926999807357788"
"162","51027","51027","51027","0.9976750016212463","0.9976750016212463","0.9976750016212463","50866","50866","50866","0.9930249452590942","0.9930249452590942","0.9930249452590942"
"163","51342","51342","51342","0.9975749850273132","0.9975749850273132","0.9975749850273132","51180","51180","51180","0.9930499792098999","0.9930499792098999","0.9930499792098999"
"164","51657","51657","51657","0.9974249601364136","0.9974249601364136","0.9974249601364136","51494","51494","51494","0.993774950504303","0.993774950504303","0.993774950504303"
"165","51972","51972","51972","0.9972749948501587","0.9972749948501587","0.9972749948501587","51808","51808","51808","0.9943749904632568","0.9943749904632568","0.9943749904632568"
"166","52287","52287","52287","0.9976249933242798","0.9976249933242798","0.9976249933242798","52122","52122","52122","0.9936749935150146","0.9936749935150146","0.9936749935150146"
"167","52602","52602","52602","0.9976249933242798","0.9976249933242798","0.9976249933242798","52436","52436","52436","0.9929499626159668","0.9929499626159668","0.9929499626159668"
"168","52917","52917","52917","0.9974749684333801","0.9974749684333801","0.9974749684333801","52750","52750","52750","0.9932249784469604","0.9932249784469604","0.9932249784469604"
"169","53232","53232","53232","0.9975499510765076","0.9975499510765076","0.9975499510765076","53064","53064","53064","0.993649959564209","0.993649959564209","0.993649959564209"
"170","53547","53547","53547","0.9975249767303467","0.9975249767303467","0.9975249767303467","53378","53378","53378","0.9939499497413635","0.9939499497413635","0.9939499497413635"
"171","53862","53862","53862","0.9975749850273132","0.9975749850273132","0.9975749850273132","53692","53692","53692","0.9929499626159668","0.9929499626159668","0.9929499626159668"
"172","54177","54177","54177","0.9975249767303467","0.9975249767303467","0.9975249767303467","54006","54006","54006","0.9941499829292297","0.9941499829292297","0.9941499829292297"
"173","54492","54492","54492","0.9977249503135681","0.9977249503135681","0.9977249503135681","54320","54320","54320","0.9944999814033508","0.9944999814033508","0.9944999814033508"
"174","54807","54807","54807","0.9976499676704407","0.9976499676704407","0.9976499676704407","54634","54634","54634","0.993774950504303","0.993774950504303","0.993774950504303"
"175","55122","55122","55122","0.9978249669075012","0.9978249669075012","0.9978249669075012","54948","54948","54948","0.9935999512672424","0.9935999512672424","0.9935999512672424"
"176","55437","55437","55437","0.9978249669075012","0.9978249669075012","0.9978249669075012","55262","55262","55262","0.9939000010490417","0.9939000010490417","0.9939000010490417"
"177","55752","55752","55752","0.9975499510765076","0.9975499510765076","0.9975499510765076","55576","55576","55576","0.9932249784469604","0.9932249784469604","0.9932249784469604"
"178","56067","56067","56067","0.9977499842643738","0.9977499842643738","0.9977499842643738","55890","55890","55890","0.9939499497413635","0.9939499497413635","0.9939499497413635"
"179","56382","56382","56382","0.9976750016212463","0.9976750016212463","0.9976750016212463","56204","56204","56204","0.9941499829292297","0.9941499829292297","0.9941499829292297"
"180","56697","56697","56697","0.9977999925613403","0.9977999925613403","0.9977999925613403","56518","56518","56518","0.9943749904632568","0.9943749904632568","0.9943749904632568"
"181","57012","57012","57012","0.9977249503135681","0.9977249503135681","0.9977249503135681","56832","56832","56832","0.9939749836921692","0.9939749836921692","0.9939749836921692"
"182","57327","57327","57327","0.9976249933242798","0.9976249933242798","0.9976249933242798","57146","57146","57146","0.9937999844551086","0.9937999844551086","0.9937999844551086"
"183","57642","57642","57642","0.9976750016212463","0.9976750016212463","0.9976750016212463","57460","57460","57460","0.9943249821662903","0.9943249821662903","0.9943249821662903"
"184","57957","57957","57957","0.9978249669075012","0.9978249669075012","0.9978249669075012","57774","57774","57774","0.9941249489784241","0.9941249489784241","0.9941249489784241"
"185","58272","58272","58272","0.9976750016212463","0.9976750016212463","0.9976750016212463","58088","58088","58088","0.993649959564209","0.993649959564209","0.993649959564209"
"186","58587","58587","58587","0.9977749586105347","0.9977749586105347","0.9977749586105347","58402","58402","58402","0.995199978351593","0.995199978351593","0.995199978351593"
"187","58902","58902","58902","0.9979499578475952","0.9979499578475952","0.9979499578475952","58716","58716","58716","0.9949249625205994","0.9949249625205994","0.9949249625205994"
"188","59217","59217","59217","0.9977999925613403","0.9977999925613403","0.9977999925613403","59030","59030","59030","0.9939999580383301","0.9939999580383301","0.9939999580383301"
"189","59532","59532","59532","0.9978500008583069","0.9978500008583069","0.9978500008583069","59344","59344","59344","0.9942249655723572","0.9942249655723572","0.9942249655723572"
"190","59847","59847","59847","0.9978749752044678","0.9978749752044678","0.9978749752044678","59658","59658","59658","0.9929999709129333","0.9929999709129333","0.9929999709129333"
"191","60162","60162","60162","0.9978249669075012","0.9978249669075012","0.9978249669075012","59972","59972","59972","0.9938749670982361","0.9938749670982361","0.9938749670982361"
"192","60477","60477","60477","0.9979499578475952","0.9979499578475952","0.9979499578475952","60286","60286","60286","0.9937999844551086","0.9937999844551086","0.9937999844551086"
"193","60792","60792","60792","0.9978749752044678","0.9978749752044678","0.9978749752044678","60600","60600","60600","0.9944749474525452","0.9944749474525452","0.9944749474525452"
"194","61107","61107","61107","0.9978500008583069","0.9978500008583069","0.9978500008583069","60914","60914","60914","0.9946499466896057","0.9946499466896057","0.9946499466896057"
"195","61422","61422","61422","0.9979499578475952","0.9979499578475952","0.9979499578475952","61228","61228","61228","0.9939749836921692","0.9939749836921692","0.9939749836921692"
"196","61737","61737","61737","0.9978999495506287","0.9978999495506287","0.9978999495506287","61542","61542","61542","0.9943499565124512","0.9943499565124512","0.9943499565124512"
"197","62052","62052","62052","0.9979999661445618","0.9979999661445618","0.9979999661445618","61856","61856","61856","0.9939749836921692","0.9939749836921692","0.9939749836921692"
"198","62367","62367","62367","0.9978749752044678","0.9978749752044678","0.9978749752044678","62170","62170","62170","0.9948249459266663","0.9948249459266663","0.9948249459266663"
"199","62682","62682","62682","0.9979249835014343","0.9979249835014343","0.9979249835014343","62484","62484","62484","0.9944749474525452","0.9944749474525452","0.9944749474525452"
"200","62997","62997","62997","0.9976750016212463","0.9976750016212463","0.9976750016212463","62798","62798","62798","0.9943999648094177","0.9943999648094177","0.9943999648094177"
"201","63312","63312","63312","0.9978249669075012","0.9978249669075012","0.9978249669075012","63112","63112","63112","0.995199978351593","0.995199978351593","0.995199978351593"
"202","63627","63627","63627","0.9978249669075012","0.9978249669075012","0.9978249669075012","63426","63426","63426","0.9946999549865723","0.9946999549865723","0.9946999549865723"
"203","63942","63942","63942","0.9980499744415283","0.9980499744415283","0.9980499744415283","63740","63740","63740","0.995199978351593","0.995199978351593","0.995199978351593"
"204","64257","64257","64257","0.9977499842643738","0.9977499842643738","0.9977499842643738","64054","64054","64054","0.9946249723434448","0.9946249723434448","0.9946249723434448"
"205","64572","64572","64572","0.9980999827384949","0.9980999827384949","0.9980999827384949","64368","64368","64368","0.9950999617576599","0.9950999617576599","0.9950999617576599"
"206","64887","64887","64887","0.9980499744415283","0.9980499744415283","0.9980499744415283","64682","64682","64682","0.9948249459266663","0.9948249459266663","0.9948249459266663"
"207","65202","65202","65202","0.9980250000953674","0.9980250000953674","0.9980250000953674","64996","64996","64996","0.994949996471405","0.994949996471405","0.994949996471405"
"208","65517","65517","65517","0.9980499744415283","0.9980499744415283","0.9980499744415283","65310","65310","65310","0.9953500032424927","0.9953500032424927","0.9953500032424927"
"209","65832","65832","65832","0.9980499744415283","0.9980499744415283","0.9980499744415283","65624","65624","65624","0.9948249459266663","0.9948249459266663","0.9948249459266663"
"210","66147","66147","66147","0.9979499578475952","0.9979499578475952","0.9979499578475952","65938","65938","65938","0.995574951171875","0.995574951171875","0.995574951171875"
"211","66462","66462","66462","0.9979499578475952","0.9979499578475952","0.9979499578475952","66252","66252","66252","0.9956499934196472","0.9956499934196472","0.9956499934196472"
"212","66777","66777","66777","0.9978500008583069","0.9978500008583069","0.9978500008583069","66566","66566","66566","0.9950999617576599","0.9950999617576599","0.9950999617576599"
"213","67092","67092","67092","0.9979999661445618","0.9979999661445618","0.9979999661445618","66880","66880","66880","0.9953749775886536","0.9953749775886536","0.9953749775886536"
"214","67407","67407","67407","0.9980999827384949","0.9980999827384949","0.9980999827384949","67194","67194","67194","0.9949999451637268","0.9949999451637268","0.9949999451637268"
"215","67722","67722","67722","0.9979999661445618","0.9979999661445618","0.9979999661445618","67508","67508","67508","0.9954249858856201","0.9954249858856201","0.9954249858856201"
"216","68037","68037","68037","0.9979999661445618","0.9979999661445618","0.9979999661445618","67822","67822","67822","0.9946999549865723","0.9946999549865723","0.9946999549865723"
"217","68352","68352","68352","0.9980250000953674","0.9980250000953674","0.9980250000953674","68136","68136","68136","0.9946999549865723","0.9946999549865723","0.9946999549865723"
"218","68667","68667","68667","0.9979499578475952","0.9979499578475952","0.9979499578475952","68450","68450","68450","0.9952499866485596","0.9952499866485596","0.9952499866485596"
"219","68982","68982","68982","0.9979749917984009","0.9979749917984009","0.9979749917984009","68764","68764","68764","0.9951750040054321","0.9951750040054321","0.9951750040054321"
"220","69297","69297","69297","0.9980499744415283","0.9980499744415283","0.9980499744415283","69078","69078","69078","0.9948249459266663","0.9948249459266663","0.9948249459266663"
"221","69612","69612","69612","0.9979249835014343","0.9979249835014343","0.9979249835014343","69392","69392","69392","0.9950249791145325","0.9950249791145325","0.9950249791145325"
"222","69927","69927","69927","0.9980999827384949","0.9980999827384949","0.9980999827384949","69706","69706","69706","0.9949749708175659","0.9949749708175659","0.9949749708175659"
"223","70242","70242","70242","0.9981499910354614","0.9981499910354614","0.9981499910354614","70020","70020","70020","0.9957249760627747","0.9957249760627747","0.9957249760627747"
"224","70557","70557","70557","0.9979249835014343","0.9979249835014343","0.9979249835014343","70334","70334","70334","0.9953500032424927","0.9953500032424927","0.9953500032424927"
"225","70872","70872","70872","0.9979249835014343","0.9979249835014343","0.9979249835014343","70648","70648","70648","0.9954249858856201","0.9954249858856201","0.9954249858856201"
"226","71187","71187","71187","0.9979499578475952","0.9979499578475952","0.9979499578475952","70962","70962","70962","0.9946999549865723","0.9946999549865723","0.9946999549865723"
"227","71502","71502","71502","0.9982249736785889","0.9982249736785889","0.9982249736785889","71276","71276","71276","0.994949996471405","0.994949996471405","0.994949996471405"
"228","71817","71817","71817","0.9979999661445618","0.9979999661445618","0.9979999661445618","71590","71590","71590","0.9952499866485596","0.9952499866485596","0.9952499866485596"
"229","72132","72132","72132","0.9980499744415283","0.9980499744415283","0.9980499744415283","71904","71904","71904","0.9952999949455261","0.9952999949455261","0.9952999949455261"
"230","72447","72447","72447","0.9979999661445618","0.9979999661445618","0.9979999661445618","72218","72218","72218","0.9949749708175659","0.9949749708175659","0.9949749708175659"
"231","72762","72762","72762","0.9979999661445618","0.9979999661445618","0.9979999661445618","72532","72532","72532","0.9952749609947205","0.9952749609947205","0.9952749609947205"
"232","73077","73077","73077","0.9980499744415283","0.9980499744415283","0.9980499744415283","72846","72846","72846","0.995324969291687","0.995324969291687","0.995324969291687"
"233","73392","73392","73392","0.9980749487876892","0.9980749487876892","0.9980749487876892","73160","73160","73160","0.9955250024795532","0.9955250024795532","0.9955250024795532"
"234","73707","73707","73707","0.9981499910354614","0.9981499910354614","0.9981499910354614","73474","73474","73474","0.9958999752998352","0.9958999752998352","0.9958999752998352"
"235","74022","74022","74022","0.9979749917984009","0.9979749917984009","0.9979749917984009","73788","73788","73788","0.9950999617576599","0.9950999617576599","0.9950999617576599"
"236","74337","74337","74337","0.9980749487876892","0.9980749487876892","0.9980749487876892","74102","74102","74102","0.9949999451637268","0.9949999451637268","0.9949999451637268"
"237","74652","74652","74652","0.9980499744415283","0.9980499744415283","0.9980499744415283","74416","74416","74416","0.9955999851226807","0.9955999851226807","0.9955999851226807"
"238","74967","74967","74967","0.9980749487876892","0.9980749487876892","0.9980749487876892","74730","74730","74730","0.9944999814033508","0.9944999814033508","0.9944999814033508"
"239","75282","75282","75282","0.9979749917984009","0.9979749917984009","0.9979749917984009","75044","75044","75044","0.9955999851226807","0.9955999851226807","0.9955999851226807"
"240","75597","75597","75597","0.9978999495506287","0.9978999495506287","0.9978999495506287","75358","75358","75358","0.9957749843597412","0.9957749843597412","0.9957749843597412"
"241","75912","75912","75912","0.9980499744415283","0.9980499744415283","0.9980499744415283","75672","75672","75672","0.995449960231781","0.995449960231781","0.995449960231781"
"242","76227","76227","76227","0.9979999661445618","0.9979999661445618","0.9979999661445618","75986","75986","75986","0.9955999851226807","0.9955999851226807","0.9955999851226807"
"243","76542","76542","76542","0.9980749487876892","0.9980749487876892","0.9980749487876892","76300","76300","76300","0.9954999685287476","0.9954999685287476","0.9954999685287476"
"244","76857","76857","76857","0.998199999332428","0.998199999332428","0.998199999332428","76614","76614","76614","0.9947749972343445","0.9947749972343445","0.9947749972343445"
"245","77172","77172","77172","0.9979499578475952","0.9979499578475952","0.9979499578475952","76928","76928","76928","0.9949999451637268","0.9949999451637268","0.9949999451637268"
"246","77487","77487","77487","0.9979749917984009","0.9979749917984009","0.9979749917984009","77242","77242","77242","0.995199978351593","0.995199978351593","0.995199978351593"
"247","77802","77802","77802","0.9980749487876892","0.9980749487876892","0.9980749487876892","77556","77556","77556","0.9960500001907349","0.9960500001907349","0.9960500001907349"
"248","78117","78117","78117","0.9979999661445618","0.9979999661445618","0.9979999661445618","77870","77870","77870","0.9959749579429626","0.9959749579429626","0.9959749579429626"
"249","78432","78432","78432","0.9981249570846558","0.9981249570846558","0.9981249570846558","78184","78184","78184","0.9955999851226807","0.9955999851226807","0.9955999851226807"
"250","78747","78747","78747","0.9981749653816223","0.9981749653816223","0.9981749653816223","78498","78498","78498","0.9956749677658081","0.9956749677658081","0.9956749677658081"
"251","79062","79062","79062","0.9979749917984009","0.9979749917984009","0.9979749917984009","78812","78812","78812","0.9955999851226807","0.9955999851226807","0.9955999851226807"
"252","79377","79377","79377","0.9979999661445618","0.9979999661445618","0.9979999661445618","79126","79126","79126","0.9957000017166138","0.9957000017166138","0.9957000017166138"
"253","79692","79692","79692","0.9979249835014343","0.9979249835014343","0.9979249835014343","79440","79440","79440","0.9958999752998352","0.9958999752998352","0.9958999752998352"
"254","80007","80007","80007","0.9981499910354614","0.9981499910354614","0.9981499910354614","79754","79754","79754","0.9961749911308289","0.9961749911308289","0.9961749911308289"
"255","80322","80322","80322","0.9981249570846558","0.9981249570846558","0.9981249570846558","80068","80068","80068","0.9959749579429626","0.9959749579429626","0.9959749579429626"
"256","80637","80637","80637","0.9980999827384949","0.9980999827384949","0.9980999827384949","80382","80382","80382","0.9964749813079834","0.9964749813079834","0.9964749813079834"
"257","80952","80952","80952","0.9980999827384949","0.9980999827384949","0.9980999827384949","80696","80696","80696","0.996399998664856","0.996399998664856","0.996399998664856"
"258","81267","81267","81267","0.9979499578475952","0.9979499578475952","0.9979499578475952","81010","81010","81010","0.995574951171875","0.995574951171875","0.995574951171875"
"259","81582","81582","81582","0.9979749917984009","0.9979749917984009","0.9979749917984009","81324","81324","81324","0.9961749911308289","0.9961749911308289","0.9961749911308289"
"260","81897","81897","81897","0.9980250000953674","0.9980250000953674","0.9980250000953674","81638","81638","81638","0.9961999654769897","0.9961999654769897","0.9961999654769897"
"261","82212","82212","82212","0.9980250000953674","0.9980250000953674","0.9980250000953674","81952","81952","81952","0.9958499670028687","0.9958499670028687","0.9958499670028687"
"262","82527","82527","82527","0.9980250000953674","0.9980250000953674","0.9980250000953674","82266","82266","82266","0.9961499571800232","0.9961499571800232","0.9961499571800232"
"263","82842","82842","82842","0.9979499578475952","0.9979499578475952","0.9979499578475952","82580","82580","82580","0.9966999888420105","0.9966999888420105","0.9966999888420105"
"264","83157","83157","83157","0.9980749487876892","0.9980749487876892","0.9980749487876892","82894","82894","82894","0.9964499473571777","0.9964499473571777","0.9964499473571777"
"265","83472","83472","83472","0.9981249570846558","0.9981249570846558","0.9981249570846558","83208","83208","83208","0.9962249994277954","0.9962249994277954","0.9962249994277954"
"266","83787","83787","83787","0.9980749487876892","0.9980749487876892","0.9980749487876892","83522","83522","83522","0.9963499903678894","0.9963499903678894","0.9963499903678894"
"267","84102","84102","84102","0.9980499744415283","0.9980499744415283","0.9980499744415283","83836","83836","83836","0.99652498960495","0.99652498960495","0.99652498960495"
"268","84417","84417","84417","0.9979999661445618","0.9979999661445618","0.9979999661445618","84150","84150","84150","0.9962499737739563","0.9962499737739563","0.9962499737739563"
"269","84732","84732","84732","0.9980999827384949","0.9980999827384949","0.9980999827384949","84464","84464","84464","0.9966749548912048","0.9966749548912048","0.9966749548912048"
"270","85047","85047","85047","0.9981249570846558","0.9981249570846558","0.9981249570846558","84778","84778","84778","0.9962249994277954","0.9962249994277954","0.9962249994277954"
"271","85362","85362","85362","0.9980250000953674","0.9980250000953674","0.9980250000953674","85092","85092","85092","0.9962999820709229","0.9962999820709229","0.9962999820709229"
"272","85677","85677","85677","0.9980749487876892","0.9980749487876892","0.9980749487876892","85406","85406","85406","0.996399998664856","0.996399998664856","0.996399998664856"
"273","85992","85992","85992","0.9980749487876892","0.9980749487876892","0.9980749487876892","85720","85720","85720","0.996399998664856","0.996399998664856","0.996399998664856"
"274","86307","86307","86307","0.9980250000953674","0.9980250000953674","0.9980250000953674","86034","86034","86034","0.9962749481201172","0.9962749481201172","0.9962749481201172"
"275","86622","86622","86622","0.998199999332428","0.998199999332428","0.998199999332428","86348","86348","86348","0.99652498960495","0.99652498960495","0.99652498960495"
"276","86937","86937","86937","0.9981249570846558","0.9981249570846558","0.9981249570846558","86662","86662","86662","0.9968999624252319","0.9968999624252319","0.9968999624252319"
"277","87252","87252","87252","0.9981249570846558","0.9981249570846558","0.9981249570846558","86976","86976","86976","0.9968249797821045","0.9968249797821045","0.9968249797821045"
"278","87567","87567","87567","0.9981749653816223","0.9981749653816223","0.9981749653816223","87290","87290","87290","0.9968249797821045","0.9968249797821045","0.9968249797821045"
"279","87882","87882","87882","0.9980499744415283","0.9980499744415283","0.9980499744415283","87604","87604","87604","0.9967249631881714","0.9967249631881714","0.9967249631881714"
"280","88197","88197","88197","0.9979499578475952","0.9979499578475952","0.9979499578475952","87918","87918","87918","0.9963499903678894","0.9963499903678894","0.9963499903678894"
"281","88512","88512","88512","0.9980749487876892","0.9980749487876892","0.9980749487876892","88232","88232","88232","0.997124969959259","0.997124969959259","0.997124969959259"
"282","88827","88827","88827","0.9979999661445618","0.9979999661445618","0.9979999661445618","88546","88546","88546","0.9966749548912048","0.9966749548912048","0.9966749548912048"
"283","89142","89142","89142","0.9980250000953674","0.9980250000953674","0.9980250000953674","88860","88860","88860","0.9966749548912048","0.9966749548912048","0.9966749548912048"
"284","89457","89457","89457","0.9981249570846558","0.9981249570846558","0.9981249570846558","89174","89174","89174","0.9969249963760376","0.9969249963760376","0.9969249963760376"
"285","89772","89772","89772","0.9980250000953674","0.9980250000953674","0.9980250000953674","89488","89488","89488","0.996999979019165","0.996999979019165","0.996999979019165"
"286","90087","90087","90087","0.998199999332428","0.998199999332428","0.998199999332428","89802","89802","89802","0.9968999624252319","0.9968999624252319","0.9968999624252319"
"287","90402","90402","90402","0.9979749917984009","0.9979749917984009","0.9979749917984009","90116","90116","90116","0.9967249631881714","0.9967249631881714","0.9967249631881714"
"288","90717","90717","90717","0.9979749917984009","0.9979749917984009","0.9979749917984009","90430","90430","90430","0.9967999458312988","0.9967999458312988","0.9967999458312988"
"289","91032","91032","91032","0.9981499910354614","0.9981499910354614","0.9981499910354614","90744","90744","90744","0.9971500039100647","0.9971500039100647","0.9971500039100647"
"290","91347","91347","91347","0.9980999827384949","0.9980999827384949","0.9980999827384949","91058","91058","91058","0.9963749647140503","0.9963749647140503","0.9963749647140503"
"291","91662","91662","91662","0.9980999827384949","0.9980999827384949","0.9980999827384949","91372","91372","91372","0.9962749481201172","0.9962749481201172","0.9962749481201172"
"292","91977","91977","91977","0.9981749653816223","0.9981749653816223","0.9981749653816223","91686","91686","91686","0.9964999556541443","0.9964999556541443","0.9964999556541443"
"293","92292","92292","92292","0.998199999332428","0.998199999332428","0.998199999332428","92000","92000","92000","0.9966749548912048","0.9966749548912048","0.9966749548912048"
"294","92607","92607","92607","0.9981499910354614","0.9981499910354614","0.9981499910354614","92314","92314","92314","0.9970999956130981","0.9970999956130981","0.9970999956130981"
"295","92922","92922","92922","0.9980499744415283","0.9980499744415283","0.9980499744415283","92628","92628","92628","0.9969249963760376","0.9969249963760376","0.9969249963760376"
"296","93237","93237","93237","0.9980749487876892","0.9980749487876892","0.9980749487876892","92942","92942","92942","0.9973250031471252","0.9973250031471252","0.9973250031471252"
"297","93552","93552","93552","0.9981749653816223","0.9981749653816223","0.9981749653816223","93256","93256","93256","0.996874988079071","0.996874988079071","0.996874988079071"
"298","93867","93867","93867","0.9980999827384949","0.9980999827384949","0.9980999827384949","93570","93570","93570","0.996749997138977","0.996749997138977","0.996749997138977"
"299","94182","94182","94182","0.9979999661445618","0.9979999661445618","0.9979999661445618","93884","93884","93884","0.9968499541282654","0.9968499541282654","0.9968499541282654"
"300","94497","94497","94497","0.9980749487876892","0.9980749487876892","0.9980749487876892","94198","94198","94198","0.9965749979019165","0.9965749979019165","0.9965749979019165"
