"Step","mobilenet_Task LR_0.2_Friday_14_March_2025_20h_11m_20s - Train/loss","mobilenet_Task LR_0.2_Friday_14_March_2025_20h_11m_20s - Train/loss__MIN","mobilenet_Task LR_0.2_Friday_14_March_2025_20h_11m_20s - Train/loss__MAX","mobilenet_Task LR_0.01_Friday_14_March_2025_19h_08m_28s - Train/loss","mobilenet_Task LR_0.01_Friday_14_March_2025_19h_08m_28s - Train/loss__MIN","mobilenet_Task LR_0.01_Friday_14_March_2025_19h_08m_28s - Train/loss__MAX","mobilenet_Task LR_0.05_Friday_14_March_2025_18h_50m_38s - Train/loss","mobilenet_Task LR_0.05_Friday_14_March_2025_18h_50m_38s - Train/loss__MIN","mobilenet_Task LR_0.05_Friday_14_March_2025_18h_50m_38s - Train/loss__MAX"
"849","3.1540818214416504","3.1540818214416504","3.1540818214416504","3.4553565979003906","3.4553565979003906","3.4553565979003906","3.3769173622131348","3.3769173622131348","3.3769173622131348"
"850","3.3362693786621094","3.3362693786621094","3.3362693786621094","3.5163497924804688","3.5163497924804688","3.5163497924804688","3.363933563232422","3.363933563232422","3.363933563232422"
"851","3.580205202102661","3.580205202102661","3.580205202102661","3.2044222354888916","3.2044222354888916","3.2044222354888916","3.399075508117676","3.399075508117676","3.399075508117676"
"852","3.299048662185669","3.299048662185669","3.299048662185669","3.4057865142822266","3.4057865142822266","3.4057865142822266","3.389147996902466","3.389147996902466","3.389147996902466"
"853","3.2514023780822754","3.2514023780822754","3.2514023780822754","3.469132900238037","3.469132900238037","3.469132900238037","3.4749562740325928","3.4749562740325928","3.4749562740325928"
"854","3.358314037322998","3.358314037322998","3.358314037322998","3.5208587646484375","3.5208587646484375","3.5208587646484375","3.1531002521514893","3.1531002521514893","3.1531002521514893"
"855","3.490386962890625","3.490386962890625","3.490386962890625","3.3745861053466797","3.3745861053466797","3.3745861053466797","3.311295747756958","3.311295747756958","3.311295747756958"
"856","3.668085813522339","3.668085813522339","3.668085813522339","3.4394032955169678","3.4394032955169678","3.4394032955169678","3.2421016693115234","3.2421016693115234","3.2421016693115234"
"857","3.2799835205078125","3.2799835205078125","3.2799835205078125","3.5141191482543945","3.5141191482543945","3.5141191482543945","2.967629909515381","2.967629909515381","2.967629909515381"
"858","3.409825086593628","3.409825086593628","3.409825086593628","3.607372283935547","3.607372283935547","3.607372283935547","3.417367458343506","3.417367458343506","3.417367458343506"
"859","3.319366455078125","3.319366455078125","3.319366455078125","3.4150443077087402","3.4150443077087402","3.4150443077087402","3.339538335800171","3.339538335800171","3.339538335800171"
"860","3.354761838912964","3.354761838912964","3.354761838912964","3.3942906856536865","3.3942906856536865","3.3942906856536865","3.4610517024993896","3.4610517024993896","3.4610517024993896"
"861","3.2876219749450684","3.2876219749450684","3.2876219749450684","3.424412965774536","3.424412965774536","3.424412965774536","3.4281256198883057","3.4281256198883057","3.4281256198883057"
"862","3.3312463760375977","3.3312463760375977","3.3312463760375977","3.5024335384368896","3.5024335384368896","3.5024335384368896","3.3630809783935547","3.3630809783935547","3.3630809783935547"
"863","3.301757574081421","3.301757574081421","3.301757574081421","3.2851648330688477","3.2851648330688477","3.2851648330688477","3.4589903354644775","3.4589903354644775","3.4589903354644775"
"864","3.45296573638916","3.45296573638916","3.45296573638916","3.4604783058166504","3.4604783058166504","3.4604783058166504","3.2760112285614014","3.2760112285614014","3.2760112285614014"
"865","3.3549888134002686","3.3549888134002686","3.3549888134002686","3.5336203575134277","3.5336203575134277","3.5336203575134277","3.2741429805755615","3.2741429805755615","3.2741429805755615"
"866","3.319855213165283","3.319855213165283","3.319855213165283","3.5878591537475586","3.5878591537475586","3.5878591537475586","3.566272020339966","3.566272020339966","3.566272020339966"
"867","3.5832138061523438","3.5832138061523438","3.5832138061523438","3.523285388946533","3.523285388946533","3.523285388946533","3.434964656829834","3.434964656829834","3.434964656829834"
"868","3.4165937900543213","3.4165937900543213","3.4165937900543213","3.404151439666748","3.404151439666748","3.404151439666748","3.136751174926758","3.136751174926758","3.136751174926758"
"869","3.1871447563171387","3.1871447563171387","3.1871447563171387","3.599208116531372","3.599208116531372","3.599208116531372","3.2072980403900146","3.2072980403900146","3.2072980403900146"
"870","3.421729803085327","3.421729803085327","3.421729803085327","3.38189697265625","3.38189697265625","3.38189697265625","3.4434447288513184","3.4434447288513184","3.4434447288513184"
"871","3.34208083152771","3.34208083152771","3.34208083152771","3.4795727729797363","3.4795727729797363","3.4795727729797363","3.0742666721343994","3.0742666721343994","3.0742666721343994"
"872","3.3682358264923096","3.3682358264923096","3.3682358264923096","3.6677567958831787","3.6677567958831787","3.6677567958831787","3.240769386291504","3.240769386291504","3.240769386291504"
"873","3.4996347427368164","3.4996347427368164","3.4996347427368164","3.4107275009155273","3.4107275009155273","3.4107275009155273","3.3649134635925293","3.3649134635925293","3.3649134635925293"
"874","3.4488327503204346","3.4488327503204346","3.4488327503204346","3.3084001541137695","3.3084001541137695","3.3084001541137695","3.140617609024048","3.140617609024048","3.140617609024048"
"875","3.471069812774658","3.471069812774658","3.471069812774658","3.51499080657959","3.51499080657959","3.51499080657959","3.6210522651672363","3.6210522651672363","3.6210522651672363"
"876","3.4556491374969482","3.4556491374969482","3.4556491374969482","3.2468135356903076","3.2468135356903076","3.2468135356903076","3.3773226737976074","3.3773226737976074","3.3773226737976074"
"877","3.320528030395508","3.320528030395508","3.320528030395508","3.4079811573028564","3.4079811573028564","3.4079811573028564","3.1130847930908203","3.1130847930908203","3.1130847930908203"
"878","3.2325963973999023","3.2325963973999023","3.2325963973999023","3.310532569885254","3.310532569885254","3.310532569885254","3.251629114151001","3.251629114151001","3.251629114151001"
"879","3.3389763832092285","3.3389763832092285","3.3389763832092285","3.3677480220794678","3.3677480220794678","3.3677480220794678","3.1249642372131348","3.1249642372131348","3.1249642372131348"
"880","3.1086692810058594","3.1086692810058594","3.1086692810058594","3.3993170261383057","3.3993170261383057","3.3993170261383057","3.202346086502075","3.202346086502075","3.202346086502075"
"881","3.4480533599853516","3.4480533599853516","3.4480533599853516","3.4154715538024902","3.4154715538024902","3.4154715538024902","3.1137495040893555","3.1137495040893555","3.1137495040893555"
"882","3.474501609802246","3.474501609802246","3.474501609802246","3.3623971939086914","3.3623971939086914","3.3623971939086914","3.549069881439209","3.549069881439209","3.549069881439209"
"883","3.576648235321045","3.576648235321045","3.576648235321045","3.248513698577881","3.248513698577881","3.248513698577881","3.571457624435425","3.571457624435425","3.571457624435425"
"884","3.3410074710845947","3.3410074710845947","3.3410074710845947","3.601518154144287","3.601518154144287","3.601518154144287","3.435443162918091","3.435443162918091","3.435443162918091"
"885","3.5686769485473633","3.5686769485473633","3.5686769485473633","3.517585277557373","3.517585277557373","3.517585277557373","3.4114632606506348","3.4114632606506348","3.4114632606506348"
"886","3.3025615215301514","3.3025615215301514","3.3025615215301514","3.4332077503204346","3.4332077503204346","3.4332077503204346","3.547952651977539","3.547952651977539","3.547952651977539"
"887","3.2820794582366943","3.2820794582366943","3.2820794582366943","3.7343008518218994","3.7343008518218994","3.7343008518218994","3.274022340774536","3.274022340774536","3.274022340774536"
"888","3.620901584625244","3.620901584625244","3.620901584625244","3.3199362754821777","3.3199362754821777","3.3199362754821777","3.6223270893096924","3.6223270893096924","3.6223270893096924"
"889","3.356340169906616","3.356340169906616","3.356340169906616","3.5167524814605713","3.5167524814605713","3.5167524814605713","3.1938562393188477","3.1938562393188477","3.1938562393188477"
"890","3.4557926654815674","3.4557926654815674","3.4557926654815674","3.660883665084839","3.660883665084839","3.660883665084839","3.352165460586548","3.352165460586548","3.352165460586548"
"891","3.251049280166626","3.251049280166626","3.251049280166626","3.3417255878448486","3.3417255878448486","3.3417255878448486","3.263608932495117","3.263608932495117","3.263608932495117"
"892","3.0351271629333496","3.0351271629333496","3.0351271629333496","3.46579909324646","3.46579909324646","3.46579909324646","3.117154836654663","3.117154836654663","3.117154836654663"
"893","3.497598886489868","3.497598886489868","3.497598886489868","3.339388370513916","3.339388370513916","3.339388370513916","3.2413482666015625","3.2413482666015625","3.2413482666015625"
"894","3.0811104774475098","3.0811104774475098","3.0811104774475098","3.305523157119751","3.305523157119751","3.305523157119751","3.2521114349365234","3.2521114349365234","3.2521114349365234"
"895","3.3321051597595215","3.3321051597595215","3.3321051597595215","3.499871015548706","3.499871015548706","3.499871015548706","3.434845209121704","3.434845209121704","3.434845209121704"
"896","3.3399128913879395","3.3399128913879395","3.3399128913879395","3.590167760848999","3.590167760848999","3.590167760848999","3.2973921298980713","3.2973921298980713","3.2973921298980713"
"897","3.3323473930358887","3.3323473930358887","3.3323473930358887","3.4493625164031982","3.4493625164031982","3.4493625164031982","3.3316285610198975","3.3316285610198975","3.3316285610198975"
"898","3.531254768371582","3.531254768371582","3.531254768371582","3.449091672897339","3.449091672897339","3.449091672897339","3.3148603439331055","3.3148603439331055","3.3148603439331055"
"899","3.283017158508301","3.283017158508301","3.283017158508301","3.4627528190612793","3.4627528190612793","3.4627528190612793","3.5518829822540283","3.5518829822540283","3.5518829822540283"
"900","3.2453346252441406","3.2453346252441406","3.2453346252441406","3.4104721546173096","3.4104721546173096","3.4104721546173096","3.318956136703491","3.318956136703491","3.318956136703491"
"901","3.1808018684387207","3.1808018684387207","3.1808018684387207","3.4956345558166504","3.4956345558166504","3.4956345558166504","3.374647855758667","3.374647855758667","3.374647855758667"
"902","3.3518621921539307","3.3518621921539307","3.3518621921539307","3.3968136310577393","3.3968136310577393","3.3968136310577393","3.250516176223755","3.250516176223755","3.250516176223755"
"903","3.1710336208343506","3.1710336208343506","3.1710336208343506","3.6343719959259033","3.6343719959259033","3.6343719959259033","3.372298240661621","3.372298240661621","3.372298240661621"
"904","3.2454473972320557","3.2454473972320557","3.2454473972320557","3.3315610885620117","3.3315610885620117","3.3315610885620117","3.390564203262329","3.390564203262329","3.390564203262329"
"905","3.234626531600952","3.234626531600952","3.234626531600952","3.316483497619629","3.316483497619629","3.316483497619629","3.497917652130127","3.497917652130127","3.497917652130127"
"906","3.155019760131836","3.155019760131836","3.155019760131836","3.4707303047180176","3.4707303047180176","3.4707303047180176","3.184040069580078","3.184040069580078","3.184040069580078"
"907","3.5158488750457764","3.5158488750457764","3.5158488750457764","3.6801700592041016","3.6801700592041016","3.6801700592041016","3.23203182220459","3.23203182220459","3.23203182220459"
"908","3.287445068359375","3.287445068359375","3.287445068359375","3.443255662918091","3.443255662918091","3.443255662918091","3.08042573928833","3.08042573928833","3.08042573928833"
"909","3.3177132606506348","3.3177132606506348","3.3177132606506348","3.365851402282715","3.365851402282715","3.365851402282715","3.3303580284118652","3.3303580284118652","3.3303580284118652"
"910","3.54006028175354","3.54006028175354","3.54006028175354","3.2491567134857178","3.2491567134857178","3.2491567134857178","3.033209800720215","3.033209800720215","3.033209800720215"
"911","3.228489637374878","3.228489637374878","3.228489637374878","3.28857159614563","3.28857159614563","3.28857159614563","3.247553825378418","3.247553825378418","3.247553825378418"
"912","3.176589012145996","3.176589012145996","3.176589012145996","3.3115041255950928","3.3115041255950928","3.3115041255950928","3.316847324371338","3.316847324371338","3.316847324371338"
"913","3.3507113456726074","3.3507113456726074","3.3507113456726074","3.4079301357269287","3.4079301357269287","3.4079301357269287","3.285787582397461","3.285787582397461","3.285787582397461"
"914","3.4425549507141113","3.4425549507141113","3.4425549507141113","3.588589906692505","3.588589906692505","3.588589906692505","3.13621187210083","3.13621187210083","3.13621187210083"
"915","2.9705097675323486","2.9705097675323486","2.9705097675323486","3.3472793102264404","3.3472793102264404","3.3472793102264404","3.301915168762207","3.301915168762207","3.301915168762207"
"916","3.130216598510742","3.130216598510742","3.130216598510742","3.507925271987915","3.507925271987915","3.507925271987915","2.9969635009765625","2.9969635009765625","2.9969635009765625"
"917","3.4535465240478516","3.4535465240478516","3.4535465240478516","3.39077091217041","3.39077091217041","3.39077091217041","3.3997280597686768","3.3997280597686768","3.3997280597686768"
"918","3.279836654663086","3.279836654663086","3.279836654663086","3.3892555236816406","3.3892555236816406","3.3892555236816406","3.2508299350738525","3.2508299350738525","3.2508299350738525"
"919","3.2982563972473145","3.2982563972473145","3.2982563972473145","3.389486074447632","3.389486074447632","3.389486074447632","3.4970662593841553","3.4970662593841553","3.4970662593841553"
"920","3.3712611198425293","3.3712611198425293","3.3712611198425293","3.4796910285949707","3.4796910285949707","3.4796910285949707","3.237697124481201","3.237697124481201","3.237697124481201"
"921","2.989755630493164","2.989755630493164","2.989755630493164","3.361402988433838","3.361402988433838","3.361402988433838","3.4025065898895264","3.4025065898895264","3.4025065898895264"
"922","3.145230531692505","3.145230531692505","3.145230531692505","3.472977876663208","3.472977876663208","3.472977876663208","3.154289484024048","3.154289484024048","3.154289484024048"
"923","3.1806626319885254","3.1806626319885254","3.1806626319885254","3.702631711959839","3.702631711959839","3.702631711959839","3.435756206512451","3.435756206512451","3.435756206512451"
"924","3.4035627841949463","3.4035627841949463","3.4035627841949463","3.2682619094848633","3.2682619094848633","3.2682619094848633","3.4732115268707275","3.4732115268707275","3.4732115268707275"
"925","3.571537733078003","3.571537733078003","3.571537733078003","3.3572916984558105","3.3572916984558105","3.3572916984558105","3.328303337097168","3.328303337097168","3.328303337097168"
"926","3.4075474739074707","3.4075474739074707","3.4075474739074707","3.507129430770874","3.507129430770874","3.507129430770874","3.371741771697998","3.371741771697998","3.371741771697998"
"927","3.3769540786743164","3.3769540786743164","3.3769540786743164","3.2971625328063965","3.2971625328063965","3.2971625328063965","3.242985725402832","3.242985725402832","3.242985725402832"
"928","3.3663876056671143","3.3663876056671143","3.3663876056671143","3.516232967376709","3.516232967376709","3.516232967376709","3.4189369678497314","3.4189369678497314","3.4189369678497314"
"929","3.3929646015167236","3.3929646015167236","3.3929646015167236","3.5075888633728027","3.5075888633728027","3.5075888633728027","3.4255502223968506","3.4255502223968506","3.4255502223968506"
"930","3.26003360748291","3.26003360748291","3.26003360748291","3.400603771209717","3.400603771209717","3.400603771209717","3.425535202026367","3.425535202026367","3.425535202026367"
"931","3.2181153297424316","3.2181153297424316","3.2181153297424316","3.3890199661254883","3.3890199661254883","3.3890199661254883","2.9756784439086914","2.9756784439086914","2.9756784439086914"
"932","3.3747410774230957","3.3747410774230957","3.3747410774230957","3.500253438949585","3.500253438949585","3.500253438949585","3.477858781814575","3.477858781814575","3.477858781814575"
"933","3.293773889541626","3.293773889541626","3.293773889541626","3.3330702781677246","3.3330702781677246","3.3330702781677246","3.2587547302246094","3.2587547302246094","3.2587547302246094"
"934","3.338819980621338","3.338819980621338","3.338819980621338","3.3843400478363037","3.3843400478363037","3.3843400478363037","3.119567632675171","3.119567632675171","3.119567632675171"
"935","3.446443557739258","3.446443557739258","3.446443557739258","3.4810566902160645","3.4810566902160645","3.4810566902160645","3.229600191116333","3.229600191116333","3.229600191116333"
"936","3.3721253871917725","3.3721253871917725","3.3721253871917725","3.2869925498962402","3.2869925498962402","3.2869925498962402","3.2768383026123047","3.2768383026123047","3.2768383026123047"
"937","3.2027764320373535","3.2027764320373535","3.2027764320373535","3.32711124420166","3.32711124420166","3.32711124420166","3.298915386199951","3.298915386199951","3.298915386199951"
"939","3.1542041301727295","3.1542041301727295","3.1542041301727295","3.260277509689331","3.260277509689331","3.260277509689331","3.1168644428253174","3.1168644428253174","3.1168644428253174"
"940","3.216454029083252","3.216454029083252","3.216454029083252","3.3617429733276367","3.3617429733276367","3.3617429733276367","3.4029359817504883","3.4029359817504883","3.4029359817504883"
"941","3.158109664916992","3.158109664916992","3.158109664916992","3.1367995738983154","3.1367995738983154","3.1367995738983154","3.1816210746765137","3.1816210746765137","3.1816210746765137"
"942","3.3018484115600586","3.3018484115600586","3.3018484115600586","3.164083957672119","3.164083957672119","3.164083957672119","3.170046091079712","3.170046091079712","3.170046091079712"
"943","3.032611608505249","3.032611608505249","3.032611608505249","3.3956573009490967","3.3956573009490967","3.3956573009490967","3.0498223304748535","3.0498223304748535","3.0498223304748535"
"944","3.3849785327911377","3.3849785327911377","3.3849785327911377","3.3910131454467773","3.3910131454467773","3.3910131454467773","3.0000596046447754","3.0000596046447754","3.0000596046447754"
"945","3.019761085510254","3.019761085510254","3.019761085510254","3.2065823078155518","3.2065823078155518","3.2065823078155518","3.1055808067321777","3.1055808067321777","3.1055808067321777"
"946","2.973623037338257","2.973623037338257","2.973623037338257","3.3066787719726562","3.3066787719726562","3.3066787719726562","3.2659969329833984","3.2659969329833984","3.2659969329833984"
"947","3.0138494968414307","3.0138494968414307","3.0138494968414307","3.4304723739624023","3.4304723739624023","3.4304723739624023","3.2193963527679443","3.2193963527679443","3.2193963527679443"
"948","3.321042537689209","3.321042537689209","3.321042537689209","3.0894362926483154","3.0894362926483154","3.0894362926483154","3.229417562484741","3.229417562484741","3.229417562484741"
"949","3.3202574253082275","3.3202574253082275","3.3202574253082275","3.3087732791900635","3.3087732791900635","3.3087732791900635","2.9542088508605957","2.9542088508605957","2.9542088508605957"
"950","3.4600627422332764","3.4600627422332764","3.4600627422332764","3.017192840576172","3.017192840576172","3.017192840576172","3.1760151386260986","3.1760151386260986","3.1760151386260986"
"951","3.4563915729522705","3.4563915729522705","3.4563915729522705","3.1381216049194336","3.1381216049194336","3.1381216049194336","3.3053128719329834","3.3053128719329834","3.3053128719329834"
"952","3.4004063606262207","3.4004063606262207","3.4004063606262207","3.383923053741455","3.383923053741455","3.383923053741455","3.0395658016204834","3.0395658016204834","3.0395658016204834"
"953","3.439999580383301","3.439999580383301","3.439999580383301","3.3592097759246826","3.3592097759246826","3.3592097759246826","3.2789125442504883","3.2789125442504883","3.2789125442504883"
"954","3.265685796737671","3.265685796737671","3.265685796737671","3.271678924560547","3.271678924560547","3.271678924560547","3.4881672859191895","3.4881672859191895","3.4881672859191895"
"955","3.384906768798828","3.384906768798828","3.384906768798828","3.3312056064605713","3.3312056064605713","3.3312056064605713","3.172365665435791","3.172365665435791","3.172365665435791"
"956","3.3249239921569824","3.3249239921569824","3.3249239921569824","3.2719833850860596","3.2719833850860596","3.2719833850860596","3.186044931411743","3.186044931411743","3.186044931411743"
"957","2.9497525691986084","2.9497525691986084","2.9497525691986084","3.2030856609344482","3.2030856609344482","3.2030856609344482","3.0991837978363037","3.0991837978363037","3.0991837978363037"
"958","3.2373523712158203","3.2373523712158203","3.2373523712158203","3.3258934020996094","3.3258934020996094","3.3258934020996094","2.925853729248047","2.925853729248047","2.925853729248047"
"959","3.320470094680786","3.320470094680786","3.320470094680786","3.3293378353118896","3.3293378353118896","3.3293378353118896","3.26916766166687","3.26916766166687","3.26916766166687"
"960","3.4432120323181152","3.4432120323181152","3.4432120323181152","3.425243854522705","3.425243854522705","3.425243854522705","2.9238734245300293","2.9238734245300293","2.9238734245300293"
"961","3.1495087146759033","3.1495087146759033","3.1495087146759033","3.431182861328125","3.431182861328125","3.431182861328125","3.1146657466888428","3.1146657466888428","3.1146657466888428"
"962","3.3194191455841064","3.3194191455841064","3.3194191455841064","3.2912497520446777","3.2912497520446777","3.2912497520446777","3.2106335163116455","3.2106335163116455","3.2106335163116455"
"963","3.274136543273926","3.274136543273926","3.274136543273926","3.2317864894866943","3.2317864894866943","3.2317864894866943","3.158665895462036","3.158665895462036","3.158665895462036"
"964","3.4172611236572266","3.4172611236572266","3.4172611236572266","3.6496591567993164","3.6496591567993164","3.6496591567993164","3.247741460800171","3.247741460800171","3.247741460800171"
"965","3.459892511367798","3.459892511367798","3.459892511367798","3.567814588546753","3.567814588546753","3.567814588546753","3.2069506645202637","3.2069506645202637","3.2069506645202637"
"966","3.1744651794433594","3.1744651794433594","3.1744651794433594","3.439418077468872","3.439418077468872","3.439418077468872","3.0029406547546387","3.0029406547546387","3.0029406547546387"
"967","3.1962573528289795","3.1962573528289795","3.1962573528289795","3.337013006210327","3.337013006210327","3.337013006210327","3.0030248165130615","3.0030248165130615","3.0030248165130615"
"968","3.1173884868621826","3.1173884868621826","3.1173884868621826","3.207995653152466","3.207995653152466","3.207995653152466","3.110961675643921","3.110961675643921","3.110961675643921"
"969","3.1392440795898438","3.1392440795898438","3.1392440795898438","3.2076947689056396","3.2076947689056396","3.2076947689056396","3.087167263031006","3.087167263031006","3.087167263031006"
"970","3.497486114501953","3.497486114501953","3.497486114501953","3.3739988803863525","3.3739988803863525","3.3739988803863525","3.326803207397461","3.326803207397461","3.326803207397461"
"971","3.0184834003448486","3.0184834003448486","3.0184834003448486","3.1346240043640137","3.1346240043640137","3.1346240043640137","3.299631357192993","3.299631357192993","3.299631357192993"
"972","3.354480028152466","3.354480028152466","3.354480028152466","3.458442211151123","3.458442211151123","3.458442211151123","3.5213804244995117","3.5213804244995117","3.5213804244995117"
"973","3.1829264163970947","3.1829264163970947","3.1829264163970947","3.4620020389556885","3.4620020389556885","3.4620020389556885","3.233037233352661","3.233037233352661","3.233037233352661"
"974","3.331339120864868","3.331339120864868","3.331339120864868","3.708643674850464","3.708643674850464","3.708643674850464","3.2535929679870605","3.2535929679870605","3.2535929679870605"
"975","3.2205581665039062","3.2205581665039062","3.2205581665039062","3.5701446533203125","3.5701446533203125","3.5701446533203125","2.9849846363067627","2.9849846363067627","2.9849846363067627"
"976","3.2211790084838867","3.2211790084838867","3.2211790084838867","3.726854085922241","3.726854085922241","3.726854085922241","3.230130195617676","3.230130195617676","3.230130195617676"
"977","3.0017876625061035","3.0017876625061035","3.0017876625061035","3.379709243774414","3.379709243774414","3.379709243774414","3.473411798477173","3.473411798477173","3.473411798477173"
"978","3.092785596847534","3.092785596847534","3.092785596847534","3.3270883560180664","3.3270883560180664","3.3270883560180664","3.5518620014190674","3.5518620014190674","3.5518620014190674"
"979","3.3747477531433105","3.3747477531433105","3.3747477531433105","3.371013879776001","3.371013879776001","3.371013879776001","3.2483949661254883","3.2483949661254883","3.2483949661254883"
"980","2.9694857597351074","2.9694857597351074","2.9694857597351074","3.3203794956207275","3.3203794956207275","3.3203794956207275","3.2316434383392334","3.2316434383392334","3.2316434383392334"
"981","3.4449920654296875","3.4449920654296875","3.4449920654296875","3.540123224258423","3.540123224258423","3.540123224258423","3.274630546569824","3.274630546569824","3.274630546569824"
"982","3.094892978668213","3.094892978668213","3.094892978668213","3.431213140487671","3.431213140487671","3.431213140487671","2.912754774093628","2.912754774093628","2.912754774093628"
"983","3.34698748588562","3.34698748588562","3.34698748588562","3.1662096977233887","3.1662096977233887","3.1662096977233887","3.1531569957733154","3.1531569957733154","3.1531569957733154"
"984","3.271085262298584","3.271085262298584","3.271085262298584","3.274787425994873","3.274787425994873","3.274787425994873","3.336364507675171","3.336364507675171","3.336364507675171"
"985","3.166548490524292","3.166548490524292","3.166548490524292","3.333261013031006","3.333261013031006","3.333261013031006","3.0120205879211426","3.0120205879211426","3.0120205879211426"
"986","2.892334222793579","2.892334222793579","2.892334222793579","3.4193544387817383","3.4193544387817383","3.4193544387817383","3.473261833190918","3.473261833190918","3.473261833190918"
"987","3.263700246810913","3.263700246810913","3.263700246810913","3.006495475769043","3.006495475769043","3.006495475769043","3.030045747756958","3.030045747756958","3.030045747756958"
"988","3.138418674468994","3.138418674468994","3.138418674468994","3.2737183570861816","3.2737183570861816","3.2737183570861816","3.3058316707611084","3.3058316707611084","3.3058316707611084"
"989","3.299163579940796","3.299163579940796","3.299163579940796","3.1607632637023926","3.1607632637023926","3.1607632637023926","3.1402437686920166","3.1402437686920166","3.1402437686920166"
"990","3.2199790477752686","3.2199790477752686","3.2199790477752686","3.539822816848755","3.539822816848755","3.539822816848755","3.21669340133667","3.21669340133667","3.21669340133667"
"991","3.2434144020080566","3.2434144020080566","3.2434144020080566","3.1673195362091064","3.1673195362091064","3.1673195362091064","2.8794140815734863","2.8794140815734863","2.8794140815734863"
"992","3.2428064346313477","3.2428064346313477","3.2428064346313477","3.2297940254211426","3.2297940254211426","3.2297940254211426","3.0317301750183105","3.0317301750183105","3.0317301750183105"
"993","3.2245736122131348","3.2245736122131348","3.2245736122131348","3.2955403327941895","3.2955403327941895","3.2955403327941895","3.2202847003936768","3.2202847003936768","3.2202847003936768"
"994","3.2479777336120605","3.2479777336120605","3.2479777336120605","3.461927890777588","3.461927890777588","3.461927890777588","3.398705005645752","3.398705005645752","3.398705005645752"
"995","3.284834146499634","3.284834146499634","3.284834146499634","3.0814449787139893","3.0814449787139893","3.0814449787139893","3.2634623050689697","3.2634623050689697","3.2634623050689697"
"996","3.3581178188323975","3.3581178188323975","3.3581178188323975","3.344177722930908","3.344177722930908","3.344177722930908","3.299919366836548","3.299919366836548","3.299919366836548"
"997","3.3881118297576904","3.3881118297576904","3.3881118297576904","3.2831947803497314","3.2831947803497314","3.2831947803497314","3.302393913269043","3.302393913269043","3.302393913269043"
"998","3.5473198890686035","3.5473198890686035","3.5473198890686035","3.2531776428222656","3.2531776428222656","3.2531776428222656","3.1895129680633545","3.1895129680633545","3.1895129680633545"
"999","3.0231239795684814","3.0231239795684814","3.0231239795684814","3.2361667156219482","3.2361667156219482","3.2361667156219482","3.1786069869995117","3.1786069869995117","3.1786069869995117"
"1000","3.2391200065612793","3.2391200065612793","3.2391200065612793","3.4178881645202637","3.4178881645202637","3.4178881645202637","3.263625383377075","3.263625383377075","3.263625383377075"
"1001","3.0652198791503906","3.0652198791503906","3.0652198791503906","3.3849563598632812","3.3849563598632812","3.3849563598632812","3.0428149700164795","3.0428149700164795","3.0428149700164795"
"1002","3.250978469848633","3.250978469848633","3.250978469848633","3.263512372970581","3.263512372970581","3.263512372970581","3.5345394611358643","3.5345394611358643","3.5345394611358643"
"1003","3.371272087097168","3.371272087097168","3.371272087097168","3.062373399734497","3.062373399734497","3.062373399734497","3.135605573654175","3.135605573654175","3.135605573654175"
"1004","3.2241556644439697","3.2241556644439697","3.2241556644439697","3.3454957008361816","3.3454957008361816","3.3454957008361816","3.529087543487549","3.529087543487549","3.529087543487549"
"1005","3.3495869636535645","3.3495869636535645","3.3495869636535645","3.385647773742676","3.385647773742676","3.385647773742676","3.2784488201141357","3.2784488201141357","3.2784488201141357"
"1006","3.3839380741119385","3.3839380741119385","3.3839380741119385","3.3671936988830566","3.3671936988830566","3.3671936988830566","3.0908308029174805","3.0908308029174805","3.0908308029174805"
"1007","3.2867860794067383","3.2867860794067383","3.2867860794067383","3.3599846363067627","3.3599846363067627","3.3599846363067627","3.0977344512939453","3.0977344512939453","3.0977344512939453"
"1008","3.3144993782043457","3.3144993782043457","3.3144993782043457","3.32373309135437","3.32373309135437","3.32373309135437","3.317633867263794","3.317633867263794","3.317633867263794"
"1009","3.066185712814331","3.066185712814331","3.066185712814331","3.371958017349243","3.371958017349243","3.371958017349243","2.999882936477661","2.999882936477661","2.999882936477661"
"1010","3.2994282245635986","3.2994282245635986","3.2994282245635986","3.712965488433838","3.712965488433838","3.712965488433838","3.1556544303894043","3.1556544303894043","3.1556544303894043"
"1011","3.247368097305298","3.247368097305298","3.247368097305298","3.397109031677246","3.397109031677246","3.397109031677246","3.05495023727417","3.05495023727417","3.05495023727417"
"1012","3.0548508167266846","3.0548508167266846","3.0548508167266846","3.287365198135376","3.287365198135376","3.287365198135376","3.3503830432891846","3.3503830432891846","3.3503830432891846"
"1013","3.2898764610290527","3.2898764610290527","3.2898764610290527","3.341839551925659","3.341839551925659","3.341839551925659","3.1452431678771973","3.1452431678771973","3.1452431678771973"
"1014","3.406756639480591","3.406756639480591","3.406756639480591","3.223895311355591","3.223895311355591","3.223895311355591","3.3773627281188965","3.3773627281188965","3.3773627281188965"
"1015","3.206343412399292","3.206343412399292","3.206343412399292","3.260291337966919","3.260291337966919","3.260291337966919","2.907233953475952","2.907233953475952","2.907233953475952"
"1016","3.410135269165039","3.410135269165039","3.410135269165039","3.329464912414551","3.329464912414551","3.329464912414551","3.1723225116729736","3.1723225116729736","3.1723225116729736"
