"Step","mobilenet_Task Weight Decay_0.0001_Sunday_16_March_2025_02h_47m_48s - Train/loss","mobilenet_Task Weight Decay_0.0001_Sunday_16_March_2025_02h_47m_48s - Train/loss__MIN","mobilenet_Task Weight Decay_0.0001_Sunday_16_March_2025_02h_47m_48s - Train/loss__MAX","mobilenet_Task Weight Decay_0.0005_Sunday_16_March_2025_02h_46m_11s - Train/loss","mobilenet_Task Weight Decay_0.0005_Sunday_16_March_2025_02h_46m_11s - Train/loss__MIN","mobilenet_Task Weight Decay_0.0005_Sunday_16_March_2025_02h_46m_11s - Train/loss__MAX"
"58285","","","","0.43461692333221436","0.43461692333221436","0.43461692333221436"
"58291","0.00397925591096282","0.00397925591096282","0.00397925591096282","","",""
"58297","0.00548400916159153","0.00548400916159153","0.00548400916159153","","",""
"58304","","","","0.4352477192878723","0.4352477192878723","0.4352477192878723"
"58307","","","","0.35434406995773315","0.35434406995773315","0.35434406995773315"
"58315","0.0026486360002309084","0.0026486360002309084","0.0026486360002309084","","",""
"58324","","","","0.3629695475101471","0.3629695475101471","0.3629695475101471"
"58325","0.0039544967003166676","0.0039544967003166676","0.0039544967003166676","","",""
"58334","0.003181618172675371","0.003181618172675371","0.003181618172675371","","",""
"58346","0.0033984268084168434","0.0033984268084168434","0.0033984268084168434","","",""
"58350","0.003427986055612564","0.003427986055612564","0.003427986055612564","","",""
"58362","","","","0.29224270582199097","0.29224270582199097","0.29224270582199097"
"58369","0.00413250969722867","0.00413250969722867","0.00413250969722867","","",""
"58372","0.002701845020055771","0.002701845020055771","0.002701845020055771","","",""
"58374","0.005191504955291748","0.005191504955291748","0.005191504955291748","","",""
"58379","0.00392522057518363","0.00392522057518363","0.00392522057518363","","",""
"58380","","","","0.3981051445007324","0.3981051445007324","0.3981051445007324"
"58384","","","","0.311628133058548","0.311628133058548","0.311628133058548"
"58392","0.004641513805836439","0.004641513805836439","0.004641513805836439","","",""
"58393","","","","0.36797720193862915","0.36797720193862915","0.36797720193862915"
"58396","0.0025308127515017986","0.0025308127515017986","0.0025308127515017986","","",""
"58411","","","","0.3542781472206116","0.3542781472206116","0.3542781472206116"
"58413","","","","0.20297281444072723","0.20297281444072723","0.20297281444072723"
"58414","","","","0.23782621324062347","0.23782621324062347","0.23782621324062347"
"58421","0.0023056899663060904","0.0023056899663060904","0.0023056899663060904","","",""
"58429","0.00178139575291425","0.00178139575291425","0.00178139575291425","","",""
"58436","","","","0.3521822392940521","0.3521822392940521","0.3521822392940521"
"58439","","","","0.36455491185188293","0.36455491185188293","0.36455491185188293"
"58453","0.002285873983055353","0.002285873983055353","0.002285873983055353","","",""
"58467","0.004164189100265503","0.004164189100265503","0.004164189100265503","","",""
"58470","","","","0.5370692610740662","0.5370692610740662","0.5370692610740662"
"58471","","","","0.37203115224838257","0.37203115224838257","0.37203115224838257"
"58474","0.004003121517598629","0.004003121517598629","0.004003121517598629","","",""
"58476","0.003760915482416749","0.003760915482416749","0.003760915482416749","","",""
"58486","0.013436365872621536","0.013436365872621536","0.013436365872621536","","",""
"58490","","","","0.31170353293418884","0.31170353293418884","0.31170353293418884"
"58491","0.0038519951049238443","0.0038519951049238443","0.0038519951049238443","0.40745148062705994","0.40745148062705994","0.40745148062705994"
"58501","0.004062002990394831","0.004062002990394831","0.004062002990394831","0.3719613552093506","0.3719613552093506","0.3719613552093506"
"58503","","","","0.27100634574890137","0.27100634574890137","0.27100634574890137"
"58506","","","","0.2557569146156311","0.2557569146156311","0.2557569146156311"
"58507","0.004250837955623865","0.004250837955623865","0.004250837955623865","","",""
"58510","","","","0.3363180160522461","0.3363180160522461","0.3363180160522461"
"58511","","","","0.3790942430496216","0.3790942430496216","0.3790942430496216"
"58513","","","","0.30613642930984497","0.30613642930984497","0.30613642930984497"
"58514","","","","0.2741483747959137","0.2741483747959137","0.2741483747959137"
"58517","0.007895514369010925","0.007895514369010925","0.007895514369010925","","",""
"58519","0.005255002528429031","0.005255002528429031","0.005255002528429031","","",""
"58525","","","","0.2953072786331177","0.2953072786331177","0.2953072786331177"
"58531","","","","0.3186635673046112","0.3186635673046112","0.3186635673046112"
"58547","","","","0.29774001240730286","0.29774001240730286","0.29774001240730286"
"58553","0.002538840752094984","0.002538840752094984","0.002538840752094984","","",""
"58555","","","","0.35176464915275574","0.35176464915275574","0.35176464915275574"
"58557","","","","0.42640188336372375","0.42640188336372375","0.42640188336372375"
"58559","","","","0.3067532479763031","0.3067532479763031","0.3067532479763031"
"58561","","","","0.3993920385837555","0.3993920385837555","0.3993920385837555"
"58566","0.0045004310086369514","0.0045004310086369514","0.0045004310086369514","0.3299289047718048","0.3299289047718048","0.3299289047718048"
"58571","","","","0.46742045879364014","0.46742045879364014","0.46742045879364014"
"58572","","","","0.3277295231819153","0.3277295231819153","0.3277295231819153"
"58575","","","","0.4163147211074829","0.4163147211074829","0.4163147211074829"
"58576","","","","0.24540075659751892","0.24540075659751892","0.24540075659751892"
"58583","0.002620834857225418","0.002620834857225418","0.002620834857225418","","",""
"58585","","","","0.39842987060546875","0.39842987060546875","0.39842987060546875"
"58586","0.004216346424072981","0.004216346424072981","0.004216346424072981","","",""
"58589","0.00564461387693882","0.00564461387693882","0.00564461387693882","","",""
"58594","0.001575001748278737","0.001575001748278737","0.001575001748278737","","",""
"58596","0.0033226467203348875","0.0033226467203348875","0.0033226467203348875","","",""
"58602","","","","0.3138860762119293","0.3138860762119293","0.3138860762119293"
"58613","","","","0.28756433725357056","0.28756433725357056","0.28756433725357056"
"58615","0.0036173337139189243","0.0036173337139189243","0.0036173337139189243","","",""
"58619","0.0025991236325353384","0.0025991236325353384","0.0025991236325353384","","",""
"58621","0.003976847510784864","0.003976847510784864","0.003976847510784864","","",""
"58623","","","","0.2800520062446594","0.2800520062446594","0.2800520062446594"
"58625","","","","0.3343759775161743","0.3343759775161743","0.3343759775161743"
"58626","0.002088546520099044","0.002088546520099044","0.002088546520099044","","",""
"58629","0.004880473017692566","0.004880473017692566","0.004880473017692566","0.3396991491317749","0.3396991491317749","0.3396991491317749"
"58630","","","","0.34038951992988586","0.34038951992988586","0.34038951992988586"
"58632","0.002536671468988061","0.002536671468988061","0.002536671468988061","","",""
"58641","0.0025260380934923887","0.0025260380934923887","0.0025260380934923887","","",""
"58643","0.013456004671752453","0.013456004671752453","0.013456004671752453","","",""
"58648","","","","0.3515547513961792","0.3515547513961792","0.3515547513961792"
"58656","0.0018946198979392648","0.0018946198979392648","0.0018946198979392648","","",""
"58658","","","","0.3754223585128784","0.3754223585128784","0.3754223585128784"
"58668","","","","0.4468357563018799","0.4468357563018799","0.4468357563018799"
"58669","0.002543339505791664","0.002543339505791664","0.002543339505791664","0.521026611328125","0.521026611328125","0.521026611328125"
"58673","0.003391884034499526","0.003391884034499526","0.003391884034499526","","",""
"58676","0.0030122767202556133","0.0030122767202556133","0.0030122767202556133","","",""
"58677","","","","0.3379285931587219","0.3379285931587219","0.3379285931587219"
"58685","","","","0.5590876936912537","0.5590876936912537","0.5590876936912537"
"58691","0.007178843021392822","0.007178843021392822","0.007178843021392822","","",""
"58693","0.006622888147830963","0.006622888147830963","0.006622888147830963","0.32331791520118713","0.32331791520118713","0.32331791520118713"
"58694","0.007812530733644962","0.007812530733644962","0.007812530733644962","","",""
"58698","","","","0.34948959946632385","0.34948959946632385","0.34948959946632385"
"58700","0.003092772327363491","0.003092772327363491","0.003092772327363491","","",""
"58707","0.002441361080855131","0.002441361080855131","0.002441361080855131","","",""
"58708","","","","0.3667880594730377","0.3667880594730377","0.3667880594730377"
"58718","0.0060609388165175915","0.0060609388165175915","0.0060609388165175915","","",""
"58720","0.0026984617579728365","0.0026984617579728365","0.0026984617579728365","","",""
"58724","0.005148343276232481","0.005148343276232481","0.005148343276232481","","",""
"58735","0.003934234846383333","0.003934234846383333","0.003934234846383333","","",""
"58741","","","","0.3925126791000366","0.3925126791000366","0.3925126791000366"
"58751","0.0035446712281554937","0.0035446712281554937","0.0035446712281554937","","",""
"58762","","","","0.4168767035007477","0.4168767035007477","0.4168767035007477"
"58772","0.003076894674450159","0.003076894674450159","0.003076894674450159","","",""
"58777","","","","0.352163702249527","0.352163702249527","0.352163702249527"
"58781","0.004279232583940029","0.004279232583940029","0.004279232583940029","0.25311538577079773","0.25311538577079773","0.25311538577079773"
"58784","0.0031217853538691998","0.0031217853538691998","0.0031217853538691998","","",""
"58792","0.0036437506787478924","0.0036437506787478924","0.0036437506787478924","","",""
"58794","","","","0.39832112193107605","0.39832112193107605","0.39832112193107605"
"58805","0.0018134387210011482","0.0018134387210011482","0.0018134387210011482","","",""
"58811","","","","0.2903798520565033","0.2903798520565033","0.2903798520565033"
"58815","0.002398118609562516","0.002398118609562516","0.002398118609562516","","",""
"58819","0.00259170844219625","0.00259170844219625","0.00259170844219625","","",""
"58828","","","","0.28567057847976685","0.28567057847976685","0.28567057847976685"
"58831","0.004206285811960697","0.004206285811960697","0.004206285811960697","0.373840868473053","0.373840868473053","0.373840868473053"
"58832","0.0034161771181970835","0.0034161771181970835","0.0034161771181970835","","",""
"58834","0.005562376230955124","0.005562376230955124","0.005562376230955124","","",""
"58836","0.002650247886776924","0.002650247886776924","0.002650247886776924","","",""
"58840","","","","0.3473663330078125","0.3473663330078125","0.3473663330078125"
"58846","","","","0.38800206780433655","0.38800206780433655","0.38800206780433655"
"58853","0.0025709012988954782","0.0025709012988954782","0.0025709012988954782","0.27493101358413696","0.27493101358413696","0.27493101358413696"
"58864","","","","0.356004536151886","0.356004536151886","0.356004536151886"
"58868","","","","0.47358018159866333","0.47358018159866333","0.47358018159866333"
"58872","0.003824056824669242","0.003824056824669242","0.003824056824669242","0.3213922381401062","0.3213922381401062","0.3213922381401062"
"58879","","","","0.33196935057640076","0.33196935057640076","0.33196935057640076"
"58882","0.0023473899345844984","0.0023473899345844984","0.0023473899345844984","","",""
"58883","0.0023396725300699472","0.0023396725300699472","0.0023396725300699472","","",""
"58890","0.001741622807458043","0.001741622807458043","0.001741622807458043","","",""
"58894","","","","0.31972336769104004","0.31972336769104004","0.31972336769104004"
"58896","","","","0.25911054015159607","0.25911054015159607","0.25911054015159607"
"58908","0.002303975634276867","0.002303975634276867","0.002303975634276867","","",""
"58910","","","","0.26455262303352356","0.26455262303352356","0.26455262303352356"
"58919","","","","0.40759819746017456","0.40759819746017456","0.40759819746017456"
"58920","","","","0.3159365653991699","0.3159365653991699","0.3159365653991699"
"58932","","","","0.3105846047401428","0.3105846047401428","0.3105846047401428"
"58935","0.01419293973594904","0.01419293973594904","0.01419293973594904","","",""
"58942","","","","0.44198304414749146","0.44198304414749146","0.44198304414749146"
"58943","","","","0.38921359181404114","0.38921359181404114","0.38921359181404114"
"58947","0.0023408844135701656","0.0023408844135701656","0.0023408844135701656","","",""
"58957","","","","0.3145509660243988","0.3145509660243988","0.3145509660243988"
"58960","0.003047659993171692","0.003047659993171692","0.003047659993171692","","",""
"58970","0.004885195288807154","0.004885195288807154","0.004885195288807154","","",""
"58979","0.0032709406223148108","0.0032709406223148108","0.0032709406223148108","","",""
"58985","0.004476720932871103","0.004476720932871103","0.004476720932871103","","",""
"58993","0.0024268915876746178","0.0024268915876746178","0.0024268915876746178","","",""
"59004","","","","0.34389981627464294","0.34389981627464294","0.34389981627464294"
"59005","0.0023509750608354807","0.0023509750608354807","0.0023509750608354807","","",""
"59009","0.0020334867294877768","0.0020334867294877768","0.0020334867294877768","","",""
"59012","0.004631501156836748","0.004631501156836748","0.004631501156836748","","",""
"59014","0.0034320049453526735","0.0034320049453526735","0.0034320049453526735","","",""
"59021","","","","0.3569457530975342","0.3569457530975342","0.3569457530975342"
"59026","","","","0.3528541624546051","0.3528541624546051","0.3528541624546051"
"59027","0.004357993137091398","0.004357993137091398","0.004357993137091398","","",""
"59032","","","","0.4211359918117523","0.4211359918117523","0.4211359918117523"
"59036","","","","0.29655763506889343","0.29655763506889343","0.29655763506889343"
"59041","0.003740558633580804","0.003740558633580804","0.003740558633580804","","",""
"59053","","","","0.28562989830970764","0.28562989830970764","0.28562989830970764"
"59054","0.0035520524252206087","0.0035520524252206087","0.0035520524252206087","","",""
"59055","","","","0.36232417821884155","0.36232417821884155","0.36232417821884155"
"59056","0.005256695672869682","0.005256695672869682","0.005256695672869682","","",""
"59057","0.005409642588347197","0.005409642588347197","0.005409642588347197","","",""
"59062","","","","0.20919960737228394","0.20919960737228394","0.20919960737228394"
"59063","0.0026669390499591827","0.0026669390499591827","0.0026669390499591827","","",""
"59068","0.005047694314271212","0.005047694314271212","0.005047694314271212","","",""
"59070","","","","0.3655587434768677","0.3655587434768677","0.3655587434768677"
"59081","0.002362277824431658","0.002362277824431658","0.002362277824431658","","",""
"59082","0.004289173521101475","0.004289173521101475","0.004289173521101475","","",""
"59083","","","","0.22397682070732117","0.22397682070732117","0.22397682070732117"
"59089","","","","0.2969833016395569","0.2969833016395569","0.2969833016395569"
"59093","","","","0.3037683069705963","0.3037683069705963","0.3037683069705963"
"59108","0.0029170082416385412","0.0029170082416385412","0.0029170082416385412","","",""
"59111","","","","0.36347293853759766","0.36347293853759766","0.36347293853759766"
"59113","0.004223454277962446","0.004223454277962446","0.004223454277962446","","",""
"59118","0.003252652706578374","0.003252652706578374","0.003252652706578374","","",""
"59122","","","","0.23678310215473175","0.23678310215473175","0.23678310215473175"
"59126","","","","0.3041926920413971","0.3041926920413971","0.3041926920413971"
"59138","","","","0.37164831161499023","0.37164831161499023","0.37164831161499023"
"59140","0.0028555060271173716","0.0028555060271173716","0.0028555060271173716","","",""
"59143","","","","0.3252120018005371","0.3252120018005371","0.3252120018005371"
"59152","","","","0.34765195846557617","0.34765195846557617","0.34765195846557617"
"59156","0.003948644269257784","0.003948644269257784","0.003948644269257784","","",""
"59158","","","","0.3186083734035492","0.3186083734035492","0.3186083734035492"
"59161","","","","0.3273591101169586","0.3273591101169586","0.3273591101169586"
"59170","","","","0.3694542646408081","0.3694542646408081","0.3694542646408081"
"59180","","","","0.34172573685646057","0.34172573685646057","0.34172573685646057"
"59187","0.002239799126982689","0.002239799126982689","0.002239799126982689","","",""
"59196","","","","0.3129059374332428","0.3129059374332428","0.3129059374332428"
"59197","","","","0.2501072287559509","0.2501072287559509","0.2501072287559509"
"59199","","","","0.35368114709854126","0.35368114709854126","0.35368114709854126"
"59212","0.004809408448636532","0.004809408448636532","0.004809408448636532","","",""
"59215","","","","0.28601035475730896","0.28601035475730896","0.28601035475730896"
"59216","","","","0.31106990575790405","0.31106990575790405","0.31106990575790405"
"59217","","","","0.38205981254577637","0.38205981254577637","0.38205981254577637"
"59219","","","","0.3602266311645508","0.3602266311645508","0.3602266311645508"
"59222","0.002529426710680127","0.002529426710680127","0.002529426710680127","","",""
"59232","","","","0.24256055057048798","0.24256055057048798","0.24256055057048798"
"59236","","","","0.37474384903907776","0.37474384903907776","0.37474384903907776"
"59237","","","","0.3368574380874634","0.3368574380874634","0.3368574380874634"
"59247","0.0041506472043693066","0.0041506472043693066","0.0041506472043693066","","",""
"59250","","","","0.27976906299591064","0.27976906299591064","0.27976906299591064"
"59256","","","","0.3469875752925873","0.3469875752925873","0.3469875752925873"
"59258","","","","0.30624744296073914","0.30624744296073914","0.30624744296073914"
"59259","0.0027534086257219315","0.0027534086257219315","0.0027534086257219315","","",""
"59261","0.003825817257165909","0.003825817257165909","0.003825817257165909","","",""
"59268","0.0043763634748756886","0.0043763634748756886","0.0043763634748756886","","",""
"59272","0.004049725364893675","0.004049725364893675","0.004049725364893675","","",""
"59273","0.0033859186805784702","0.0033859186805784702","0.0033859186805784702","","",""
"59275","0.0027262307703495026","0.0027262307703495026","0.0027262307703495026","","",""
"59283","0.003078883048146963","0.003078883048146963","0.003078883048146963","","",""
"59286","0.002776444423943758","0.002776444423943758","0.002776444423943758","","",""
"59294","0.003037982853129506","0.003037982853129506","0.003037982853129506","","",""
"59298","","","","0.4600679874420166","0.4600679874420166","0.4600679874420166"
"59299","","","","0.3320109248161316","0.3320109248161316","0.3320109248161316"
"59311","","","","0.417950838804245","0.417950838804245","0.417950838804245"
"59332","0.0037118589971214533","0.0037118589971214533","0.0037118589971214533","0.4647921919822693","0.4647921919822693","0.4647921919822693"
"59343","0.002644261810928583","0.002644261810928583","0.002644261810928583","","",""
"59347","","","","0.3265393376350403","0.3265393376350403","0.3265393376350403"
"59355","0.0016982333036139607","0.0016982333036139607","0.0016982333036139607","0.22647233307361603","0.22647233307361603","0.22647233307361603"
"59356","0.01016642153263092","0.01016642153263092","0.01016642153263092","","",""
"59364","0.003913089632987976","0.003913089632987976","0.003913089632987976","","",""
"59366","0.0036777222994714975","0.0036777222994714975","0.0036777222994714975","","",""
"59369","0.0026220744475722313","0.0026220744475722313","0.0026220744475722313","","",""
"59370","0.0035876063629984856","0.0035876063629984856","0.0035876063629984856","","",""
"59372","0.0034472965635359287","0.0034472965635359287","0.0034472965635359287","","",""
"59375","","","","0.3050647974014282","0.3050647974014282","0.3050647974014282"
"59404","0.004843849688768387","0.004843849688768387","0.004843849688768387","","",""
"59410","","","","0.19856439530849457","0.19856439530849457","0.19856439530849457"
"59422","","","","0.3024461269378662","0.3024461269378662","0.3024461269378662"
"59425","","","","0.31058254837989807","0.31058254837989807","0.31058254837989807"
"59426","","","","0.28575295209884644","0.28575295209884644","0.28575295209884644"
"59427","","","","0.40697118639945984","0.40697118639945984","0.40697118639945984"
"59432","0.003517448203638196","0.003517448203638196","0.003517448203638196","","",""
"59433","0.002748629776760936","0.002748629776760936","0.002748629776760936","","",""
"59437","","","","0.2593481242656708","0.2593481242656708","0.2593481242656708"
"59439","","","","0.29999542236328125","0.29999542236328125","0.29999542236328125"
"59440","0.009261932224035263","0.009261932224035263","0.009261932224035263","","",""
"59441","0.0028782833833247423","0.0028782833833247423","0.0028782833833247423","","",""
"59444","0.005128257442265749","0.005128257442265749","0.005128257442265749","","",""
"59451","0.003525990527123213","0.003525990527123213","0.003525990527123213","","",""
"59455","0.012769844383001328","0.012769844383001328","0.012769844383001328","0.20251019299030304","0.20251019299030304","0.20251019299030304"
"59457","","","","0.28718894720077515","0.28718894720077515","0.28718894720077515"
"59464","","","","0.31620463728904724","0.31620463728904724","0.31620463728904724"
"59467","","","","0.2409295290708542","0.2409295290708542","0.2409295290708542"
"59473","","","","0.36609241366386414","0.36609241366386414","0.36609241366386414"
"59474","0.00445249630138278","0.00445249630138278","0.00445249630138278","","",""
"59481","","","","0.25975915789604187","0.25975915789604187","0.25975915789604187"
"59482","0.0027938811108469963","0.0027938811108469963","0.0027938811108469963","","",""
"59483","0.0035057677887380123","0.0035057677887380123","0.0035057677887380123","","",""
"59489","","","","0.28749826550483704","0.28749826550483704","0.28749826550483704"
"59497","0.00319589558057487","0.00319589558057487","0.00319589558057487","","",""
"59498","0.0026153731159865856","0.0026153731159865856","0.0026153731159865856","","",""
"59506","0.004617194179445505","0.004617194179445505","0.004617194179445505","","",""
"59508","0.005901964381337166","0.005901964381337166","0.005901964381337166","","",""
"59510","0.002143875230103731","0.002143875230103731","0.002143875230103731","","",""
"59517","0.0029864103998988867","0.0029864103998988867","0.0029864103998988867","","",""
"59520","","","","0.25696560740470886","0.25696560740470886","0.25696560740470886"
"59524","0.0029770638793706894","0.0029770638793706894","0.0029770638793706894","","",""
"59529","","","","0.27275148034095764","0.27275148034095764","0.27275148034095764"
"59535","","","","0.34412017464637756","0.34412017464637756","0.34412017464637756"
"59542","","","","0.28054219484329224","0.28054219484329224","0.28054219484329224"
"59544","","","","0.24035242199897766","0.24035242199897766","0.24035242199897766"
"59546","0.0033900488633662462","0.0033900488633662462","0.0033900488633662462","","",""
"59547","","","","0.30562660098075867","0.30562660098075867","0.30562660098075867"
"59554","","","","0.27688366174697876","0.27688366174697876","0.27688366174697876"
"59555","","","","0.21129722893238068","0.21129722893238068","0.21129722893238068"
"59556","0.002965110819786787","0.002965110819786787","0.002965110819786787","","",""
"59572","","","","0.31133249402046204","0.31133249402046204","0.31133249402046204"
"59575","0.0029371099080890417","0.0029371099080890417","0.0029371099080890417","","",""
"59579","","","","0.466432124376297","0.466432124376297","0.466432124376297"
"59589","0.003877711482346058","0.003877711482346058","0.003877711482346058","","",""
"59590","0.009414746426045895","0.009414746426045895","0.009414746426045895","","",""
"59592","","","","0.2759484052658081","0.2759484052658081","0.2759484052658081"
"59594","0.003918584901839495","0.003918584901839495","0.003918584901839495","","",""
"59599","0.0017257207073271275","0.0017257207073271275","0.0017257207073271275","","",""
"59603","","","","0.33728447556495667","0.33728447556495667","0.33728447556495667"
"59613","","","","0.38448426127433777","0.38448426127433777","0.38448426127433777"
"59627","","","","0.48958873748779297","0.48958873748779297","0.48958873748779297"
"59628","","","","0.42321157455444336","0.42321157455444336","0.42321157455444336"
"59637","0.006299779284745455","0.006299779284745455","0.006299779284745455","","",""
"59646","0.0030193671118468046","0.0030193671118468046","0.0030193671118468046","","",""
"59647","0.004165022633969784","0.004165022633969784","0.004165022633969784","","",""
"59651","","","","0.2972865104675293","0.2972865104675293","0.2972865104675293"
"59652","0.00282902829349041","0.00282902829349041","0.00282902829349041","","",""
"59654","0.00468637328594923","0.00468637328594923","0.00468637328594923","0.40443721413612366","0.40443721413612366","0.40443721413612366"
"59661","0.003948493395000696","0.003948493395000696","0.003948493395000696","","",""
"59662","","","","0.2716140151023865","0.2716140151023865","0.2716140151023865"
"59667","0.0032264827750623226","0.0032264827750623226","0.0032264827750623226","","",""
"59669","0.003932495601475239","0.003932495601475239","0.003932495601475239","","",""
"59672","","","","0.3994729518890381","0.3994729518890381","0.3994729518890381"
"59676","0.01164663303643465","0.01164663303643465","0.01164663303643465","","",""
"59679","0.006757677998393774","0.006757677998393774","0.006757677998393774","","",""
"59686","","","","0.20026865601539612","0.20026865601539612","0.20026865601539612"
"59687","0.0028274531941860914","0.0028274531941860914","0.0028274531941860914","","",""
"59691","0.00223751924932003","0.00223751924932003","0.00223751924932003","","",""
"59695","","","","0.1876116245985031","0.1876116245985031","0.1876116245985031"
"59702","0.002993439557030797","0.002993439557030797","0.002993439557030797","","",""
"59704","","","","0.19782638549804688","0.19782638549804688","0.19782638549804688"
"59707","0.0032443630043417215","0.0032443630043417215","0.0032443630043417215","","",""
"59716","0.00416660588234663","0.00416660588234663","0.00416660588234663","","",""
"59718","0.005016169510781765","0.005016169510781765","0.005016169510781765","0.2654989957809448","0.2654989957809448","0.2654989957809448"
"59725","0.003998500294983387","0.003998500294983387","0.003998500294983387","","",""
"59726","0.003568811807781458","0.003568811807781458","0.003568811807781458","","",""
"59728","0.005917835049331188","0.005917835049331188","0.005917835049331188","","",""
"59733","0.002671929309144616","0.002671929309144616","0.002671929309144616","","",""
"59735","0.007372540887445211","0.007372540887445211","0.007372540887445211","","",""
"59745","0.004202977288514376","0.004202977288514376","0.004202977288514376","","",""
"59759","","","","0.2203572392463684","0.2203572392463684","0.2203572392463684"
"59781","0.0038049048744142056","0.0038049048744142056","0.0038049048744142056","","",""
"59783","","","","0.2861693501472473","0.2861693501472473","0.2861693501472473"
"59786","0.002581218257546425","0.002581218257546425","0.002581218257546425","","",""
"59794","0.019793663173913956","0.019793663173913956","0.019793663173913956","","",""
"59800","0.00331865344196558","0.00331865344196558","0.00331865344196558","","",""
"59809","","","","0.35296571254730225","0.35296571254730225","0.35296571254730225"
"59811","0.0025015701539814472","0.0025015701539814472","0.0025015701539814472","","",""
"59813","0.0040981220081448555","0.0040981220081448555","0.0040981220081448555","","",""
"59815","0.002943900879472494","0.002943900879472494","0.002943900879472494","","",""
"59820","","","","0.3434484899044037","0.3434484899044037","0.3434484899044037"
"59845","0.004298761021345854","0.004298761021345854","0.004298761021345854","","",""
"59851","","","","0.284904420375824","0.284904420375824","0.284904420375824"
"59852","0.004098675213754177","0.004098675213754177","0.004098675213754177","","",""
"59856","0.0024051659274846315","0.0024051659274846315","0.0024051659274846315","","",""
"59857","0.003289669519290328","0.003289669519290328","0.003289669519290328","","",""
"59869","","","","0.4015861749649048","0.4015861749649048","0.4015861749649048"
"59871","0.00350363552570343","0.00350363552570343","0.00350363552570343","","",""
"59873","","","","0.2839285731315613","0.2839285731315613","0.2839285731315613"
"59888","0.004819134250283241","0.004819134250283241","0.004819134250283241","","",""
"59894","0.0025349948555231094","0.0025349948555231094","0.0025349948555231094","","",""
"59896","0.0036722621880471706","0.0036722621880471706","0.0036722621880471706","","",""
"59904","0.0033334989566355944","0.0033334989566355944","0.0033334989566355944","","",""
"59905","0.017351599410176277","0.017351599410176277","0.017351599410176277","","",""
"59921","0.0033115267287939787","0.0033115267287939787","0.0033115267287939787","","",""
"59926","0.0036367070861160755","0.0036367070861160755","0.0036367070861160755","","",""
"59945","","","","0.3749167025089264","0.3749167025089264","0.3749167025089264"
"59958","0.006629238836467266","0.006629238836467266","0.006629238836467266","","",""
"59967","","","","0.3730858266353607","0.3730858266353607","0.3730858266353607"
"59970","0.0024761573877185583","0.0024761573877185583","0.0024761573877185583","","",""
"59974","","","","0.313947468996048","0.313947468996048","0.313947468996048"
"59981","","","","0.2807602286338806","0.2807602286338806","0.2807602286338806"
"59987","","","","0.33972159028053284","0.33972159028053284","0.33972159028053284"
"59990","0.0031958003528416157","0.0031958003528416157","0.0031958003528416157","","",""
"59995","0.0025079359766095877","0.0025079359766095877","0.0025079359766095877","","",""
"59998","","","","0.24652159214019775","0.24652159214019775","0.24652159214019775"
"60002","0.003975527826696634","0.003975527826696634","0.003975527826696634","0.2865895926952362","0.2865895926952362","0.2865895926952362"
"60005","0.0020553881768137217","0.0020553881768137217","0.0020553881768137217","","",""
"60021","0.003409130033105612","0.003409130033105612","0.003409130033105612","","",""
"60022","0.003150193253532052","0.003150193253532052","0.003150193253532052","","",""
"60031","","","","0.3096439242362976","0.3096439242362976","0.3096439242362976"
"60036","0.004764947108924389","0.004764947108924389","0.004764947108924389","","",""
"60043","0.0030793859623372555","0.0030793859623372555","0.0030793859623372555","","",""
"60045","","","","0.3626828193664551","0.3626828193664551","0.3626828193664551"
"60046","","","","0.23942646384239197","0.23942646384239197","0.23942646384239197"
"60050","","","","0.21836911141872406","0.21836911141872406","0.21836911141872406"
"60051","0.004632549826055765","0.004632549826055765","0.004632549826055765","","",""
"60053","","","","0.3243960440158844","0.3243960440158844","0.3243960440158844"
"60057","","","","0.2593945264816284","0.2593945264816284","0.2593945264816284"
"60061","0.0034611087758094072","0.0034611087758094072","0.0034611087758094072","","",""
"60063","","","","0.33216118812561035","0.33216118812561035","0.33216118812561035"
"60064","","","","0.17220093309879303","0.17220093309879303","0.17220093309879303"
"60069","0.0031394525431096554","0.0031394525431096554","0.0031394525431096554","","",""
"60086","0.003707461291924119","0.003707461291924119","0.003707461291924119","","",""
"60088","0.002963544800877571","0.002963544800877571","0.002963544800877571","","",""
"60093","","","","0.3280284106731415","0.3280284106731415","0.3280284106731415"
"60099","0.007538191042840481","0.007538191042840481","0.007538191042840481","","",""
"60104","","","","0.4562799334526062","0.4562799334526062","0.4562799334526062"
"60105","0.0015896705444902182","0.0015896705444902182","0.0015896705444902182","","",""
"60106","0.0054372078739106655","0.0054372078739106655","0.0054372078739106655","","",""
"60115","0.0035006431862711906","0.0035006431862711906","0.0035006431862711906","0.22095666825771332","0.22095666825771332","0.22095666825771332"
"60116","0.0035421301145106554","0.0035421301145106554","0.0035421301145106554","","",""
"60120","","","","0.3303878605365753","0.3303878605365753","0.3303878605365753"
"60122","0.0029384372755885124","0.0029384372755885124","0.0029384372755885124","","",""
"60124","","","","0.33882683515548706","0.33882683515548706","0.33882683515548706"
"60136","0.0066712237894535065","0.0066712237894535065","0.0066712237894535065","","",""
"60138","0.004079412668943405","0.004079412668943405","0.004079412668943405","","",""
"60142","","","","0.44856032729148865","0.44856032729148865","0.44856032729148865"
