"Step","mobilenet_Task Weight Decay_0.0001_Sunday_16_March_2025_02h_47m_48s - Train/loss","mobilenet_Task Weight Decay_0.0001_Sunday_16_March_2025_02h_47m_48s - Train/loss__MIN","mobilenet_Task Weight Decay_0.0001_Sunday_16_March_2025_02h_47m_48s - Train/loss__MAX","mobilenet_Task Weight Decay_0.0005_Sunday_16_March_2025_02h_46m_11s - Train/loss","mobilenet_Task Weight Decay_0.0005_Sunday_16_March_2025_02h_46m_11s - Train/loss__MIN","mobilenet_Task Weight Decay_0.0005_Sunday_16_March_2025_02h_46m_11s - Train/loss__MAX"
"24668","0.18826846778392792","0.18826846778392792","0.18826846778392792","","",""
"24670","0.19082310795783997","0.19082310795783997","0.19082310795783997","","",""
"24675","","","","1.1188169717788696","1.1188169717788696","1.1188169717788696"
"24680","","","","1.0497976541519165","1.0497976541519165","1.0497976541519165"
"24687","","","","1.0271728038787842","1.0271728038787842","1.0271728038787842"
"24690","","","","1.1817560195922852","1.1817560195922852","1.1817560195922852"
"24700","0.21889899671077728","0.21889899671077728","0.21889899671077728","","",""
"24701","","","","1.3347817659378052","1.3347817659378052","1.3347817659378052"
"24705","0.28121674060821533","0.28121674060821533","0.28121674060821533","","",""
"24708","","","","0.9997940063476562","0.9997940063476562","0.9997940063476562"
"24711","","","","1.0888253450393677","1.0888253450393677","1.0888253450393677"
"24715","","","","1.055849552154541","1.055849552154541","1.055849552154541"
"24717","","","","1.1263048648834229","1.1263048648834229","1.1263048648834229"
"24718","0.22765201330184937","0.22765201330184937","0.22765201330184937","","",""
"24720","","","","1.1390671730041504","1.1390671730041504","1.1390671730041504"
"24722","","","","1.1368601322174072","1.1368601322174072","1.1368601322174072"
"24728","0.2144121676683426","0.2144121676683426","0.2144121676683426","","",""
"24729","","","","1.093353509902954","1.093353509902954","1.093353509902954"
"24731","","","","1.149691104888916","1.149691104888916","1.149691104888916"
"24733","0.21847780048847198","0.21847780048847198","0.21847780048847198","0.972760021686554","0.972760021686554","0.972760021686554"
"24736","","","","0.9694299101829529","0.9694299101829529","0.9694299101829529"
"24739","","","","1.2016657590866089","1.2016657590866089","1.2016657590866089"
"24742","0.3035374879837036","0.3035374879837036","0.3035374879837036","","",""
"24745","0.2856614887714386","0.2856614887714386","0.2856614887714386","","",""
"24751","0.19666162133216858","0.19666162133216858","0.19666162133216858","","",""
"24759","","","","1.2858009338378906","1.2858009338378906","1.2858009338378906"
"24761","0.29607781767845154","0.29607781767845154","0.29607781767845154","","",""
"24762","","","","1.10764479637146","1.10764479637146","1.10764479637146"
"24765","0.2552732527256012","0.2552732527256012","0.2552732527256012","","",""
"24766","0.29275602102279663","0.29275602102279663","0.29275602102279663","","",""
"24779","0.27881142497062683","0.27881142497062683","0.27881142497062683","","",""
"24791","","","","1.2441637516021729","1.2441637516021729","1.2441637516021729"
"24793","","","","1.1542197465896606","1.1542197465896606","1.1542197465896606"
"24795","0.1515451967716217","0.1515451967716217","0.1515451967716217","1.22721529006958","1.22721529006958","1.22721529006958"
"24796","","","","1.1222002506256104","1.1222002506256104","1.1222002506256104"
"24802","","","","1.4293659925460815","1.4293659925460815","1.4293659925460815"
"24808","0.24027791619300842","0.24027791619300842","0.24027791619300842","0.8994320631027222","0.8994320631027222","0.8994320631027222"
"24812","0.26941537857055664","0.26941537857055664","0.26941537857055664","0.8629629015922546","0.8629629015922546","0.8629629015922546"
"24813","","","","0.9386140704154968","0.9386140704154968","0.9386140704154968"
"24829","0.14203348755836487","0.14203348755836487","0.14203348755836487","","",""
"24839","0.20488202571868896","0.20488202571868896","0.20488202571868896","","",""
"24840","0.19268256425857544","0.19268256425857544","0.19268256425857544","","",""
"24841","","","","1.019381046295166","1.019381046295166","1.019381046295166"
"24847","","","","1.003456711769104","1.003456711769104","1.003456711769104"
"24853","","","","0.989296019077301","0.989296019077301","0.989296019077301"
"24856","0.1630566567182541","0.1630566567182541","0.1630566567182541","","",""
"24857","","","","0.934502363204956","0.934502363204956","0.934502363204956"
"24858","0.18327534198760986","0.18327534198760986","0.18327534198760986","","",""
"24870","","","","0.9020076394081116","0.9020076394081116","0.9020076394081116"
"24876","","","","1.0612821578979492","1.0612821578979492","1.0612821578979492"
"24883","","","","1.0318089723587036","1.0318089723587036","1.0318089723587036"
"24891","0.17039699852466583","0.17039699852466583","0.17039699852466583","","",""
"24898","0.24238468706607819","0.24238468706607819","0.24238468706607819","","",""
"24899","","","","0.8916304707527161","0.8916304707527161","0.8916304707527161"
"24900","0.11634386330842972","0.11634386330842972","0.11634386330842972","","",""
"24902","","","","1.134506106376648","1.134506106376648","1.134506106376648"
"24904","0.11217664927244186","0.11217664927244186","0.11217664927244186","","",""
"24908","0.25050514936447144","0.25050514936447144","0.25050514936447144","","",""
"24914","","","","0.8116763830184937","0.8116763830184937","0.8116763830184937"
"24930","0.13285519182682037","0.13285519182682037","0.13285519182682037","","",""
"24933","0.16389308869838715","0.16389308869838715","0.16389308869838715","","",""
"24944","0.2450903058052063","0.2450903058052063","0.2450903058052063","","",""
"24950","0.20627011358737946","0.20627011358737946","0.20627011358737946","","",""
"24951","","","","1.0305676460266113","1.0305676460266113","1.0305676460266113"
"24959","","","","1.2528411149978638","1.2528411149978638","1.2528411149978638"
"24960","","","","1.0078601837158203","1.0078601837158203","1.0078601837158203"
"24961","","","","1.1828316450119019","1.1828316450119019","1.1828316450119019"
"24963","","","","1.115604281425476","1.115604281425476","1.115604281425476"
"24966","","","","1.3209224939346313","1.3209224939346313","1.3209224939346313"
"24967","","","","1.2635142803192139","1.2635142803192139","1.2635142803192139"
"24968","0.24878132343292236","0.24878132343292236","0.24878132343292236","0.9747934341430664","0.9747934341430664","0.9747934341430664"
"24969","","","","1.1472443342208862","1.1472443342208862","1.1472443342208862"
"24973","","","","1.0728156566619873","1.0728156566619873","1.0728156566619873"
"24974","0.191610649228096","0.191610649228096","0.191610649228096","","",""
"24978","","","","1.1431087255477905","1.1431087255477905","1.1431087255477905"
"24979","","","","0.9988066554069519","0.9988066554069519","0.9988066554069519"
"24981","","","","0.7865378260612488","0.7865378260612488","0.7865378260612488"
"24991","0.2473839968442917","0.2473839968442917","0.2473839968442917","","",""
"24992","","","","0.9960158467292786","0.9960158467292786","0.9960158467292786"
"24993","0.18817047774791718","0.18817047774791718","0.18817047774791718","","",""
"25000","0.24140506982803345","0.24140506982803345","0.24140506982803345","","",""
"25007","0.09161920845508575","0.09161920845508575","0.09161920845508575","","",""
"25009","","","","1.1577658653259277","1.1577658653259277","1.1577658653259277"
"25015","","","","1.3427560329437256","1.3427560329437256","1.3427560329437256"
"25017","","","","1.342542290687561","1.342542290687561","1.342542290687561"
"25021","","","","0.842870831489563","0.842870831489563","0.842870831489563"
"25027","","","","1.3169654607772827","1.3169654607772827","1.3169654607772827"
"25033","","","","1.0209294557571411","1.0209294557571411","1.0209294557571411"
"25036","","","","0.9611040353775024","0.9611040353775024","0.9611040353775024"
"25051","","","","1.036034345626831","1.036034345626831","1.036034345626831"
"25054","0.1954209804534912","0.1954209804534912","0.1954209804534912","","",""
"25061","","","","0.9003333449363708","0.9003333449363708","0.9003333449363708"
"25065","","","","1.0201905965805054","1.0201905965805054","1.0201905965805054"
"25067","0.2585957944393158","0.2585957944393158","0.2585957944393158","","",""
"25069","","","","1.193286657333374","1.193286657333374","1.193286657333374"
"25079","0.3002304136753082","0.3002304136753082","0.3002304136753082","","",""
"25084","0.21495623886585236","0.21495623886585236","0.21495623886585236","","",""
"25085","","","","1.3364043235778809","1.3364043235778809","1.3364043235778809"
"25092","","","","1.182984471321106","1.182984471321106","1.182984471321106"
"25093","","","","1.1302170753479004","1.1302170753479004","1.1302170753479004"
"25094","0.18482312560081482","0.18482312560081482","0.18482312560081482","","",""
"25104","","","","1.289121150970459","1.289121150970459","1.289121150970459"
"25105","","","","1.1985903978347778","1.1985903978347778","1.1985903978347778"
"25108","","","","1.2600711584091187","1.2600711584091187","1.2600711584091187"
"25109","","","","1.2831693887710571","1.2831693887710571","1.2831693887710571"
"25110","","","","1.0594325065612793","1.0594325065612793","1.0594325065612793"
"25120","0.2526838481426239","0.2526838481426239","0.2526838481426239","","",""
"25121","","","","0.9319617748260498","0.9319617748260498","0.9319617748260498"
"25124","","","","0.9464530348777771","0.9464530348777771","0.9464530348777771"
"25125","0.209449902176857","0.209449902176857","0.209449902176857","1.0535452365875244","1.0535452365875244","1.0535452365875244"
"25126","0.13742554187774658","0.13742554187774658","0.13742554187774658","","",""
"25134","0.159575954079628","0.159575954079628","0.159575954079628","1.000417947769165","1.000417947769165","1.000417947769165"
"25140","0.13131846487522125","0.13131846487522125","0.13131846487522125","","",""
"25145","","","","0.8953419923782349","0.8953419923782349","0.8953419923782349"
"25146","0.14113597571849823","0.14113597571849823","0.14113597571849823","","",""
"25150","","","","0.9484207630157471","0.9484207630157471","0.9484207630157471"
"25151","","","","0.7858142256736755","0.7858142256736755","0.7858142256736755"
"25152","0.16146190464496613","0.16146190464496613","0.16146190464496613","","",""
"25163","","","","0.981266975402832","0.981266975402832","0.981266975402832"
"25170","","","","1.216051459312439","1.216051459312439","1.216051459312439"
"25187","0.29361119866371155","0.29361119866371155","0.29361119866371155","","",""
"25188","","","","1.0260950326919556","1.0260950326919556","1.0260950326919556"
"25190","0.10117877274751663","0.10117877274751663","0.10117877274751663","0.7708335518836975","0.7708335518836975","0.7708335518836975"
"25192","","","","0.9536376595497131","0.9536376595497131","0.9536376595497131"
"25193","0.15249837934970856","0.15249837934970856","0.15249837934970856","","",""
"25194","0.1483406126499176","0.1483406126499176","0.1483406126499176","","",""
"25201","","","","0.9027436971664429","0.9027436971664429","0.9027436971664429"
"25202","","","","1.0185675621032715","1.0185675621032715","1.0185675621032715"
"25205","0.17932695150375366","0.17932695150375366","0.17932695150375366","","",""
"25209","0.18498167395591736","0.18498167395591736","0.18498167395591736","","",""
"25213","0.1387893706560135","0.1387893706560135","0.1387893706560135","","",""
"25219","0.3642035722732544","0.3642035722732544","0.3642035722732544","","",""
"25222","0.18357034027576447","0.18357034027576447","0.18357034027576447","","",""
"25242","","","","1.0641865730285645","1.0641865730285645","1.0641865730285645"
"25243","","","","0.8766286969184875","0.8766286969184875","0.8766286969184875"
"25252","0.2381083220243454","0.2381083220243454","0.2381083220243454","","",""
"25257","0.17882463335990906","0.17882463335990906","0.17882463335990906","","",""
"25261","","","","1.1887935400009155","1.1887935400009155","1.1887935400009155"
"25262","","","","1.2973710298538208","1.2973710298538208","1.2973710298538208"
"25274","0.15996183454990387","0.15996183454990387","0.15996183454990387","","",""
"25278","","","","0.9954048991203308","0.9954048991203308","0.9954048991203308"
"25280","0.19209672510623932","0.19209672510623932","0.19209672510623932","","",""
"25282","0.15512961149215698","0.15512961149215698","0.15512961149215698","","",""
"25295","0.17814108729362488","0.17814108729362488","0.17814108729362488","","",""
"25297","0.17205627262592316","0.17205627262592316","0.17205627262592316","","",""
"25305","","","","1.0542939901351929","1.0542939901351929","1.0542939901351929"
"25311","0.2172609567642212","0.2172609567642212","0.2172609567642212","","",""
"25314","0.126750186085701","0.126750186085701","0.126750186085701","","",""
"25316","","","","1.0754380226135254","1.0754380226135254","1.0754380226135254"
"25323","","","","1.2458107471466064","1.2458107471466064","1.2458107471466064"
"25326","0.2737199068069458","0.2737199068069458","0.2737199068069458","","",""
"25327","0.23013746738433838","0.23013746738433838","0.23013746738433838","","",""
"25328","","","","1.1477322578430176","1.1477322578430176","1.1477322578430176"
"25334","0.22461694478988647","0.22461694478988647","0.22461694478988647","","",""
"25338","","","","1.3395097255706787","1.3395097255706787","1.3395097255706787"
"25341","","","","1.1612156629562378","1.1612156629562378","1.1612156629562378"
"25343","0.25048497319221497","0.25048497319221497","0.25048497319221497","","",""
"25347","0.14480024576187134","0.14480024576187134","0.14480024576187134","","",""
"25367","","","","1.057506799697876","1.057506799697876","1.057506799697876"
"25371","0.17120569944381714","0.17120569944381714","0.17120569944381714","","",""
"25373","","","","0.8985464572906494","0.8985464572906494","0.8985464572906494"
"25383","0.25707775354385376","0.25707775354385376","0.25707775354385376","","",""
"25386","","","","1.0161722898483276","1.0161722898483276","1.0161722898483276"
"25388","0.18292754888534546","0.18292754888534546","0.18292754888534546","1.3424025774002075","1.3424025774002075","1.3424025774002075"
"25394","","","","0.9348872303962708","0.9348872303962708","0.9348872303962708"
"25397","","","","1.091365933418274","1.091365933418274","1.091365933418274"
"25406","0.29560962319374084","0.29560962319374084","0.29560962319374084","","",""
"25409","","","","1.0786080360412598","1.0786080360412598","1.0786080360412598"
"25411","","","","1.3078184127807617","1.3078184127807617","1.3078184127807617"
"25423","","","","1.090315818786621","1.090315818786621","1.090315818786621"
"25440","","","","0.9835719466209412","0.9835719466209412","0.9835719466209412"
"25445","0.2109805941581726","0.2109805941581726","0.2109805941581726","","",""
"25449","0.12662780284881592","0.12662780284881592","0.12662780284881592","","",""
"25460","0.20224590599536896","0.20224590599536896","0.20224590599536896","","",""
"25468","","","","0.991982102394104","0.991982102394104","0.991982102394104"
"25471","0.16276483237743378","0.16276483237743378","0.16276483237743378","","",""
"25475","0.1453200727701187","0.1453200727701187","0.1453200727701187","","",""
"25481","","","","1.0439883470535278","1.0439883470535278","1.0439883470535278"
"25488","0.11205975711345673","0.11205975711345673","0.11205975711345673","","",""
"25489","","","","1.0483230352401733","1.0483230352401733","1.0483230352401733"
"25497","","","","0.9279734492301941","0.9279734492301941","0.9279734492301941"
"25500","0.11777965724468231","0.11777965724468231","0.11777965724468231","","",""
"25508","0.22396333515644073","0.22396333515644073","0.22396333515644073","","",""
"25509","","","","1.1472569704055786","1.1472569704055786","1.1472569704055786"
"25513","","","","1.0124808549880981","1.0124808549880981","1.0124808549880981"
"25526","0.1622438132762909","0.1622438132762909","0.1622438132762909","","",""
"25528","0.22141090035438538","0.22141090035438538","0.22141090035438538","","",""
"25534","","","","0.9582345485687256","0.9582345485687256","0.9582345485687256"
"25535","","","","1.0188493728637695","1.0188493728637695","1.0188493728637695"
"25542","0.1936282217502594","0.1936282217502594","0.1936282217502594","","",""
"25546","","","","0.9480457305908203","0.9480457305908203","0.9480457305908203"
"25554","","","","1.1184285879135132","1.1184285879135132","1.1184285879135132"
"25562","","","","0.8358782529830933","0.8358782529830933","0.8358782529830933"
"25563","0.43516555428504944","0.43516555428504944","0.43516555428504944","","",""
"25568","0.2064604014158249","0.2064604014158249","0.2064604014158249","","",""
"25571","0.20171362161636353","0.20171362161636353","0.20171362161636353","","",""
"25572","0.23927652835845947","0.23927652835845947","0.23927652835845947","","",""
"25577","","","","1.0142543315887451","1.0142543315887451","1.0142543315887451"
"25587","0.20701460540294647","0.20701460540294647","0.20701460540294647","","",""
"25591","","","","1.1185188293457031","1.1185188293457031","1.1185188293457031"
"25592","0.15761932730674744","0.15761932730674744","0.15761932730674744","","",""
"25602","0.1943833976984024","0.1943833976984024","0.1943833976984024","","",""
"25606","0.15132370591163635","0.15132370591163635","0.15132370591163635","","",""
"25610","","","","1.2123833894729614","1.2123833894729614","1.2123833894729614"
"25612","0.19691921770572662","0.19691921770572662","0.19691921770572662","","",""
"25615","","","","1.0746424198150635","1.0746424198150635","1.0746424198150635"
"25616","","","","1.0893316268920898","1.0893316268920898","1.0893316268920898"
"25618","0.12467409670352936","0.12467409670352936","0.12467409670352936","","",""
"25638","","","","1.1021009683609009","1.1021009683609009","1.1021009683609009"
"25639","0.10683930665254593","0.10683930665254593","0.10683930665254593","","",""
"25641","0.17938955128192902","0.17938955128192902","0.17938955128192902","","",""
"25643","0.1554654836654663","0.1554654836654663","0.1554654836654663","","",""
"25647","0.21462014317512512","0.21462014317512512","0.21462014317512512","","",""
"25648","0.12458211928606033","0.12458211928606033","0.12458211928606033","","",""
"25649","0.13951098918914795","0.13951098918914795","0.13951098918914795","","",""
"25657","","","","1.1979196071624756","1.1979196071624756","1.1979196071624756"
"25659","0.20803596079349518","0.20803596079349518","0.20803596079349518","","",""
"25661","0.2181660383939743","0.2181660383939743","0.2181660383939743","","",""
"25663","","","","1.1438695192337036","1.1438695192337036","1.1438695192337036"
"25664","","","","1.0174983739852905","1.0174983739852905","1.0174983739852905"
"25665","0.1634034663438797","0.1634034663438797","0.1634034663438797","","",""
"25667","","","","1.3396750688552856","1.3396750688552856","1.3396750688552856"
"25669","","","","1.1050715446472168","1.1050715446472168","1.1050715446472168"
"25672","","","","1.1579440832138062","1.1579440832138062","1.1579440832138062"
"25675","","","","1.0234025716781616","1.0234025716781616","1.0234025716781616"
"25677","","","","1.0111035108566284","1.0111035108566284","1.0111035108566284"
"25681","0.2954990863800049","0.2954990863800049","0.2954990863800049","","",""
"25690","","","","1.0683549642562866","1.0683549642562866","1.0683549642562866"
"25693","","","","1.0422240495681763","1.0422240495681763","1.0422240495681763"
"25694","","","","0.982709527015686","0.982709527015686","0.982709527015686"
"25703","","","","1.1132844686508179","1.1132844686508179","1.1132844686508179"
"25707","0.2638988792896271","0.2638988792896271","0.2638988792896271","1.1917036771774292","1.1917036771774292","1.1917036771774292"
"25713","","","","1.2650947570800781","1.2650947570800781","1.2650947570800781"
"25715","0.25280269980430603","0.25280269980430603","0.25280269980430603","","",""
"25721","0.174666628241539","0.174666628241539","0.174666628241539","","",""
"25724","","","","1.2961933612823486","1.2961933612823486","1.2961933612823486"
"25725","","","","1.1200952529907227","1.1200952529907227","1.1200952529907227"
"25734","","","","1.1174854040145874","1.1174854040145874","1.1174854040145874"
"25735","0.16893070936203003","0.16893070936203003","0.16893070936203003","","",""
"25737","","","","1.1136301755905151","1.1136301755905151","1.1136301755905151"
"25739","","","","1.1451696157455444","1.1451696157455444","1.1451696157455444"
"25753","0.21519379317760468","0.21519379317760468","0.21519379317760468","","",""
"25754","0.18567056953907013","0.18567056953907013","0.18567056953907013","1.0291770696640015","1.0291770696640015","1.0291770696640015"
"25763","","","","0.776531994342804","0.776531994342804","0.776531994342804"
"25766","0.16324938833713531","0.16324938833713531","0.16324938833713531","","",""
"25771","0.14876040816307068","0.14876040816307068","0.14876040816307068","","",""
"25772","","","","1.1512408256530762","1.1512408256530762","1.1512408256530762"
"25773","0.13544031977653503","0.13544031977653503","0.13544031977653503","","",""
"25775","0.11426731199026108","0.11426731199026108","0.11426731199026108","","",""
"25776","0.11046092957258224","0.11046092957258224","0.11046092957258224","","",""
"25779","0.10850895941257477","0.10850895941257477","0.10850895941257477","","",""
"25781","0.1501934826374054","0.1501934826374054","0.1501934826374054","","",""
"25793","0.16839659214019775","0.16839659214019775","0.16839659214019775","","",""
"25796","0.13396622240543365","0.13396622240543365","0.13396622240543365","1.0269042253494263","1.0269042253494263","1.0269042253494263"
"25800","","","","1.0086466073989868","1.0086466073989868","1.0086466073989868"
"25806","0.34283336997032166","0.34283336997032166","0.34283336997032166","","",""
"25812","0.1517983227968216","0.1517983227968216","0.1517983227968216","","",""
"25814","","","","0.9851136803627014","0.9851136803627014","0.9851136803627014"
"25815","","","","0.9082074761390686","0.9082074761390686","0.9082074761390686"
"25818","0.10228927433490753","0.10228927433490753","0.10228927433490753","","",""
"25827","","","","1.1142146587371826","1.1142146587371826","1.1142146587371826"
"25838","0.27272436022758484","0.27272436022758484","0.27272436022758484","","",""
"25849","","","","1.0561636686325073","1.0561636686325073","1.0561636686325073"
"25854","0.13298633694648743","0.13298633694648743","0.13298633694648743","","",""
"25855","","","","1.1060200929641724","1.1060200929641724","1.1060200929641724"
"25862","0.13154202699661255","0.13154202699661255","0.13154202699661255","","",""
"25867","","","","1.1299608945846558","1.1299608945846558","1.1299608945846558"
"25875","0.12310846894979477","0.12310846894979477","0.12310846894979477","","",""
"25882","0.124635249376297","0.124635249376297","0.124635249376297","","",""
"25885","","","","1.1596171855926514","1.1596171855926514","1.1596171855926514"
"25893","0.171305313706398","0.171305313706398","0.171305313706398","","",""
"25895","","","","1.0276072025299072","1.0276072025299072","1.0276072025299072"
"25903","0.20211076736450195","0.20211076736450195","0.20211076736450195","","",""
"25906","","","","1.0932838916778564","1.0932838916778564","1.0932838916778564"
"25911","0.1942046880722046","0.1942046880722046","0.1942046880722046","","",""
"25920","","","","1.37152099609375","1.37152099609375","1.37152099609375"
"25924","0.1642458736896515","0.1642458736896515","0.1642458736896515","","",""
"25925","0.20841898024082184","0.20841898024082184","0.20841898024082184","","",""
"25928","0.19391144812107086","0.19391144812107086","0.19391144812107086","0.9825949668884277","0.9825949668884277","0.9825949668884277"
"25932","","","","0.9285858869552612","0.9285858869552612","0.9285858869552612"
"25934","","","","1.3225616216659546","1.3225616216659546","1.3225616216659546"
"25935","0.07882311195135117","0.07882311195135117","0.07882311195135117","","",""
"25947","","","","1.2053382396697998","1.2053382396697998","1.2053382396697998"
"25948","0.267179936170578","0.267179936170578","0.267179936170578","","",""
"25952","","","","0.9191861748695374","0.9191861748695374","0.9191861748695374"
"25958","","","","0.8337330222129822","0.8337330222129822","0.8337330222129822"
"25959","","","","1.330958604812622","1.330958604812622","1.330958604812622"
"25962","","","","1.1161460876464844","1.1161460876464844","1.1161460876464844"
"25964","","","","1.278732419013977","1.278732419013977","1.278732419013977"
"25972","","","","1.087868571281433","1.087868571281433","1.087868571281433"
"25973","0.11613927036523819","0.11613927036523819","0.11613927036523819","","",""
"25974","","","","1.124596118927002","1.124596118927002","1.124596118927002"
"25975","","","","1.0863099098205566","1.0863099098205566","1.0863099098205566"
"25979","0.1752299964427948","0.1752299964427948","0.1752299964427948","","",""
"25980","0.2816028296947479","0.2816028296947479","0.2816028296947479","","",""
"25983","","","","0.906127393245697","0.906127393245697","0.906127393245697"
"25986","","","","1.0394561290740967","1.0394561290740967","1.0394561290740967"
"25992","","","","1.1206341981887817","1.1206341981887817","1.1206341981887817"
"25993","0.15457090735435486","0.15457090735435486","0.15457090735435486","","",""
"25998","0.13237091898918152","0.13237091898918152","0.13237091898918152","","",""
"26004","0.2438400387763977","0.2438400387763977","0.2438400387763977","","",""
"26009","0.23940220475196838","0.23940220475196838","0.23940220475196838","","",""
"26016","","","","0.9548317193984985","0.9548317193984985","0.9548317193984985"
"26019","0.2989199161529541","0.2989199161529541","0.2989199161529541","","",""
"26033","","","","1.0802521705627441","1.0802521705627441","1.0802521705627441"
"26034","","","","0.8859800100326538","0.8859800100326538","0.8859800100326538"
"26052","","","","1.203062653541565","1.203062653541565","1.203062653541565"
"26055","","","","1.0856153964996338","1.0856153964996338","1.0856153964996338"
"26059","0.3307647109031677","0.3307647109031677","0.3307647109031677","","",""
"26064","0.2442512810230255","0.2442512810230255","0.2442512810230255","","",""
"26066","","","","0.8001564741134644","0.8001564741134644","0.8001564741134644"
"26067","0.16624201834201813","0.16624201834201813","0.16624201834201813","","",""
"26075","0.14839592576026917","0.14839592576026917","0.14839592576026917","1.060552954673767","1.060552954673767","1.060552954673767"
"26076","0.1523023247718811","0.1523023247718811","0.1523023247718811","","",""
"26078","","","","1.1020795106887817","1.1020795106887817","1.1020795106887817"
"26082","0.17788244783878326","0.17788244783878326","0.17788244783878326","","",""
"26088","","","","1.1163082122802734","1.1163082122802734","1.1163082122802734"
"26095","","","","0.9456126689910889","0.9456126689910889","0.9456126689910889"
"26109","0.1707318276166916","0.1707318276166916","0.1707318276166916","","",""
"26116","","","","1.111433982849121","1.111433982849121","1.111433982849121"
"26123","","","","0.9090152978897095","0.9090152978897095","0.9090152978897095"
"26127","0.10898596048355103","0.10898596048355103","0.10898596048355103","","",""
"26150","0.27060291171073914","0.27060291171073914","0.27060291171073914","","",""
"26152","","","","1.1374430656433105","1.1374430656433105","1.1374430656433105"
"26153","","","","0.9966119527816772","0.9966119527816772","0.9966119527816772"
"26164","0.15979453921318054","0.15979453921318054","0.15979453921318054","","",""
"26168","","","","0.8627456426620483","0.8627456426620483","0.8627456426620483"
"26171","","","","1.0434378385543823","1.0434378385543823","1.0434378385543823"
"26177","","","","1.0832650661468506","1.0832650661468506","1.0832650661468506"
"26180","","","","1.1546858549118042","1.1546858549118042","1.1546858549118042"
"26181","0.14271527528762817","0.14271527528762817","0.14271527528762817","","",""
"26196","0.12918341159820557","0.12918341159820557","0.12918341159820557","","",""
"26199","","","","1.2053918838500977","1.2053918838500977","1.2053918838500977"
"26201","0.18895912170410156","0.18895912170410156","0.18895912170410156","","",""
"26212","","","","1.0799384117126465","1.0799384117126465","1.0799384117126465"
"26223","0.19092679023742676","0.19092679023742676","0.19092679023742676","","",""
"26224","","","","1.2903984785079956","1.2903984785079956","1.2903984785079956"
"26226","","","","0.9318109750747681","0.9318109750747681","0.9318109750747681"
"26227","","","","1.0987402200698853","1.0987402200698853","1.0987402200698853"
"26229","0.2941351532936096","0.2941351532936096","0.2941351532936096","","",""
"26230","0.20871810615062714","0.20871810615062714","0.20871810615062714","","",""
"26232","","","","0.974926233291626","0.974926233291626","0.974926233291626"
"26237","","","","1.1658656597137451","1.1658656597137451","1.1658656597137451"
"26242","0.10767345130443573","0.10767345130443573","0.10767345130443573","","",""
"26245","0.3089751601219177","0.3089751601219177","0.3089751601219177","","",""
"26248","0.17065487802028656","0.17065487802028656","0.17065487802028656","","",""
"26253","","","","1.2625744342803955","1.2625744342803955","1.2625744342803955"
"26258","","","","0.7685332298278809","0.7685332298278809","0.7685332298278809"
"26266","0.17780521512031555","0.17780521512031555","0.17780521512031555","","",""
"26269","","","","1.0449130535125732","1.0449130535125732","1.0449130535125732"
"26278","","","","1.2817109823226929","1.2817109823226929","1.2817109823226929"
"26279","","","","1.0111885070800781","1.0111885070800781","1.0111885070800781"
"26283","","","","1.1545977592468262","1.1545977592468262","1.1545977592468262"
"26284","","","","0.9473152160644531","0.9473152160644531","0.9473152160644531"
"26295","","","","1.0369435548782349","1.0369435548782349","1.0369435548782349"
"26321","","","","0.9220560193061829","0.9220560193061829","0.9220560193061829"
"26325","0.16844326257705688","0.16844326257705688","0.16844326257705688","","",""
"26335","0.23262791335582733","0.23262791335582733","0.23262791335582733","","",""
"26336","0.2113010287284851","0.2113010287284851","0.2113010287284851","","",""
"26338","0.22454075515270233","0.22454075515270233","0.22454075515270233","","",""
"26340","","","","1.0606266260147095","1.0606266260147095","1.0606266260147095"
"26345","0.23263584077358246","0.23263584077358246","0.23263584077358246","1.0214252471923828","1.0214252471923828","1.0214252471923828"
"26354","0.2291042059659958","0.2291042059659958","0.2291042059659958","1.05059814453125","1.05059814453125","1.05059814453125"
"26355","","","","1.338073492050171","1.338073492050171","1.338073492050171"
"26356","","","","1.1215797662734985","1.1215797662734985","1.1215797662734985"
"26357","0.19538553059101105","0.19538553059101105","0.19538553059101105","","",""
"26361","","","","1.1436923742294312","1.1436923742294312","1.1436923742294312"
"26363","0.16115517914295197","0.16115517914295197","0.16115517914295197","","",""
"26371","0.2274848371744156","0.2274848371744156","0.2274848371744156","1.1253899335861206","1.1253899335861206","1.1253899335861206"
"26372","0.19991646707057953","0.19991646707057953","0.19991646707057953","","",""
"26387","0.10059336572885513","0.10059336572885513","0.10059336572885513","","",""
"26400","0.16187481582164764","0.16187481582164764","0.16187481582164764","","",""
"26401","0.11174403131008148","0.11174403131008148","0.11174403131008148","","",""
"26402","0.16867904365062714","0.16867904365062714","0.16867904365062714","0.8339809775352478","0.8339809775352478","0.8339809775352478"
"26403","0.24858935177326202","0.24858935177326202","0.24858935177326202","","",""
"26404","","","","1.0184813737869263","1.0184813737869263","1.0184813737869263"
"26405","0.14886030554771423","0.14886030554771423","0.14886030554771423","","",""
"26409","","","","0.7716356515884399","0.7716356515884399","0.7716356515884399"
"26411","0.11788632720708847","0.11788632720708847","0.11788632720708847","","",""
"26418","0.15742716193199158","0.15742716193199158","0.15742716193199158","","",""
"26424","0.19045370817184448","0.19045370817184448","0.19045370817184448","","",""
"26428","0.23449523746967316","0.23449523746967316","0.23449523746967316","","",""
"26435","0.13255208730697632","0.13255208730697632","0.13255208730697632","","",""
