"epoch","mobilenet_Task Activation_Function_all relu_Thursday_20_March_2025_11h_32m_34s - _step","mobilenet_Task Activation_Function_all relu_Thursday_20_March_2025_11h_32m_34s - _step__MIN","mobilenet_Task Activation_Function_all relu_Thursday_20_March_2025_11h_32m_34s - _step__MAX","mobilenet_Task Activation_Function_all relu_Thursday_20_March_2025_11h_32m_34s - Train/loss","mobilenet_Task Activation_Function_all relu_Thursday_20_March_2025_11h_32m_34s - Train/loss__MIN","mobilenet_Task Activation_Function_all relu_Thursday_20_March_2025_11h_32m_34s - Train/loss__MAX","mobilenet_Task Activation_Function_4,5,6,7,8,9,10_Thursday_20_March_2025_09h_23m_16s - _step","mobilenet_Task Activation_Function_4,5,6,7,8,9,10_Thursday_20_March_2025_09h_23m_16s - _step__MIN","mobilenet_Task Activation_Function_4,5,6,7,8,9,10_Thursday_20_March_2025_09h_23m_16s - _step__MAX","mobilenet_Task Activation_Function_4,5,6,7,8,9,10_Thursday_20_March_2025_09h_23m_16s - Train/loss","mobilenet_Task Activation_Function_4,5,6,7,8,9,10_Thursday_20_March_2025_09h_23m_16s - Train/loss__MIN","mobilenet_Task Activation_Function_4,5,6,7,8,9,10_Thursday_20_March_2025_09h_23m_16s - Train/loss__MAX"
"112","70021.70588235294","69710","70322","0.8869773114428801","0.7088543176651001","1.340162992477417","70028.4","69720","70330","1.0324237084388732","0.8434962630271912","1.2131247520446777"
"113","70648.14285714286","70384","70946","0.8915039449930191","0.600882351398468","1.1506285667419434","70601.375","70338","70956","0.9567203428596258","0.8123171329498291","1.1994764804840088"
"114","71277.07692307692","70966","71564","0.8763070855385218","0.6710797548294067","1.1320703029632568","71289.63636363637","70988","71558","1.0063826568198926","0.7392475008964539","1.2783231735229492"
"115","71914.39130434782","71628","72210","0.9252183139324188","0.6435917615890503","1.4198520183563232","71961.0625","71644","72212","1.0308785196393728","0.7366945743560791","1.319100022315979"
"116","72525.62790697675","72270","72830","0.8543750200160715","0.5785794258117676","1.1531617641448975","72560.96774193548","72236","72840","0.9753023251410453","0.6522830724716187","1.1793148517608643"
"117","73116.96","72864","73468","0.8308760070800781","0.6147531867027283","1.002206802368164","73165.06666666667","72848","73454","0.9877515892187755","0.5948370099067688","1.1604777574539185"
"118","73819.09090909091","73480","74092","0.8863735993703207","0.6020448803901672","1.1205114126205444","73801.72972972973","73506","74098","0.978646956585549","0.7350910902023315","1.1664721965789795"
"119","74415.21052631579","74108","74714","0.8377646129382285","0.6007006168365479","1.1376527547836304","74393.74193548386","74104","74716","0.9395129719088154","0.7482945322990417","1.177700161933899"
"120","75042.05128205128","74736","75354","0.830951099212353","0.5196512937545776","1.2124758958816528","75048.33333333333","74784","75352","0.959697445233663","0.742878794670105","1.1895103454589844"
"121","75669.83333333333","75364","75956","0.8385870042774413","0.5892088413238525","1.0606153011322021","75693.59090909091","75368","75982","0.9372206303206357","0.7069830894470215","1.2157198190689087"
"122","76261.83333333333","75996","76576","0.8233219335476557","0.5765447616577148","1.0488766431808472","76244.88235294117","75990","76592","0.9339794516563416","0.7340112924575806","1.2271647453308105"
"123","76957.61111111111","76634","77232","0.8589659482240677","0.6853349804878235","1.021105170249939","76932.86486486487","76646","77236","0.9428582255904739","0.6803784966468811","1.1326603889465332"
"124","77568.41379310345","77294","77810","0.860065928820906","0.5685642957687378","1.106013298034668","77539.92307692308","77246","77842","0.9310023968036358","0.6986873149871826","1.1591488122940063"
"125","78154.28571428571","77896","78440","0.8417373682771411","0.6624672412872314","1.1556448936462402","78188.08510638298","77906","78470","0.9349756164753691","0.6123150587081909","1.3416088819503784"
"126","78837.33333333333","78568","79092","0.8511694507165388","0.6596288084983826","1.0486396551132202","78776.43478260869","78504","79092","0.9125496550746586","0.6441260576248169","1.1306933164596558"
"127","79459.3125","79130","79738","0.8268172740936279","0.6148874759674072","1.1099321842193604","79433.625","79136","79734","0.9200685452669859","0.6364930868148804","1.2068995237350464"
"128","80054.81081081081","79806","80372","0.7851787451151255","0.4766577482223511","1.0923250913619995","80041.6","79768","80374","0.8921853139996528","0.5837598443031311","1.1033660173416138"
"129","80686.51282051283","80388","80994","0.8232774505248437","0.5520843863487244","0.9909428954124451","80766.3","80416","80996","0.9113131523132324","0.6732721328735352","1.211950421333313"
"130","81297.25925925926","81012","81630","0.7640624774826897","0.5716112852096558","1.0190671682357788","81308.6","81012","81606","0.8527684728304545","0.6766257882118225","1.0323026180267334"
"131","81930.18181818182","81648","82240","0.7861346150889541","0.6122126579284668","1.038696050643921","82000.8","81682","82254","0.8963314513365428","0.7151693105697632","1.2359602451324463"
"132","82552.8","82304","82874","0.7643572551863534","0.5711280703544617","1.0378154516220093","82563.86206896552","82280","82882","0.8776952131041165","0.6742880344390869","1.1044294834136963"
"133","83208.63636363637","82896","83516","0.7829041955145922","0.5601837038993835","1.1006704568862915","83193.65217391304","82920","83484","0.8712102718975233","0.6788687705993652","1.0781924724578857"
"134","83865.66666666667","83532","84144","0.744702849123213","0.45180022716522217","0.9855435490608215","83790.62857142858","83540","84120","0.8548071299280439","0.5881783366203308","1.2281339168548584"
"135","84469.6","84154","84772","0.7885609105229378","0.5085018277168274","1.0058234930038452","84443.93333333333","84154","84766","0.8777866423130035","0.6610701084136963","1.115817904472351"
"136","85091.41176470589","84784","85372","0.7782897247987635","0.5355343818664551","0.9836289286613464","85054.9696969697","84788","85356","0.8277753176111163","0.6346559524536133","1.1772884130477905"
"137","85721.79487179487","85430","86010","0.7338627179463705","0.5233268737792969","0.9324314594268799","85751.85185185185","85428","86016","0.8442174549455996","0.6683987379074097","1.1652023792266846"
"138","86325.37931034483","86104","86590","0.7362540980865215","0.574614942073822","0.9428727626800537","86368.18181818182","86054","86600","0.8456217592412775","0.6171594858169556","1.0893518924713135"
"139","86978.25","86672","87284","0.707954466342926","0.477827250957489","0.932630181312561","87006.92307692308","86682","87256","0.878772857097479","0.7035382986068726","1.034751057624817"
"140","87603.46666666666","87318","87864","0.7077304820219675","0.5440390110015869","0.8755409121513367","87565.12","87312","87838","0.8124782514572143","0.6103014349937439","0.9695753455162048"
"141","88221.62962962964","87944","88536","0.6550292162983505","0.4333856999874115","0.8677129745483398","88237.73333333334","87946","88538","0.8293935567140579","0.4921986162662506","1.099897027015686"
"142","88838.11764705883","88552","89166","0.6944393664598465","0.43880197405815125","1.003656029701233","88825.79487179487","88548","89142","0.7663477995456793","0.5389963388442993","1.0935598611831665"
"143","89507.51351351352","89180","89784","0.6923115511198301","0.4798021912574768","0.9648739099502563","89476.39024390244","89176","89754","0.7729778231644049","0.6239995360374451","0.9934937953948975"
"144","90134.25","89804","90410","0.6952401623129845","0.48152101039886475","0.99014812707901","90073.58620689655","89848","90362","0.7680432179878498","0.6058942079544067","0.9699408411979675"
"145","90738.21052631579","90438","91050","0.6891280804809771","0.48728835582733154","0.9824796915054321","90743.57142857143","90444","91048","0.7450051456689835","0.47418731451034546","0.9157359004020691"
"146","91409.92592592593","91080","91656","0.695524642864863","0.4238954782485962","0.9853249192237854","91400.71111111112","91100","91676","0.7780740486250983","0.5320027470588684","1.1432794332504272"
"147","91988.06060606061","91692","92306","0.6812624470754103","0.4201362431049347","0.8993862271308899","92019.05263157895","91688","92310","0.7679441116358104","0.5610989928245544","0.9971150755882263"
"148","92605.31428571428","92316","92896","0.67087961265019","0.4040091037750244","0.8978514075279236","92620.68571428572","92326","92938","0.766838071175984","0.4895506203174591","0.9561464190483093"
"149","93320.62857142858","92948","93566","0.6719626614025661","0.4489697813987732","1.011722207069397","93239.13513513513","92974","93538","0.726319894597337","0.5658518671989441","0.9024210572242737"
"150","93912.05405405405","93616","94178","0.6533742611472672","0.46081775426864624","0.85016268491745","93829.05555555556","93576","94190","0.7120510083105829","0.4866701662540436","0.9886182546615601"
"151","94518.85","94212","94810","0.6326835639774799","0.4415775239467621","0.9139333963394165","94456.70967741935","94202","94806","0.7053920511276491","0.5251514315605164","0.8854191899299622"
"152","95118.05405405405","94830","95440","0.6165769349884342","0.4139932096004486","0.7893847823143005","95134.9375","94838","95412","0.7024474460631609","0.4657573103904724","0.9190078377723694"
"153","95830.33333333333","95462","96078","0.6392702698707581","0.40157994627952576","0.8062490820884705","95783.65","95488","96040","0.7375137478113174","0.5057611465454102","0.9572554230690002"
"154","96338.27906976744","96096","96660","0.6118706949921542","0.3590903580188751","0.8288443088531494","96365.05263157895","96128","96638","0.7080626393619337","0.5789174437522888","0.9849699139595032"
"155","97040.9756097561","96774","97270","0.6037127848078565","0.4411557912826538","0.844661295413971","96981.31034482758","96724","97318","0.705616892411791","0.49927833676338196","0.9390484690666199"
"156","97699.82857142857","97340","97938","0.6333818137645721","0.4074844419956207","0.8193026185035706","97674.6875","97356","97950","0.6704390170052648","0.4305134117603302","0.8422847390174866"
"157","98250.3870967742","97976","98558","0.5809419943440345","0.42326366901397705","0.8278429508209229","98241.77272727272","97970","98588","0.682594050060619","0.4398401975631714","0.9178946614265442"
"158","98906","98628","99216","0.597976845853469","0.39968955516815186","0.792692244052887","98903","98602","99210","0.7020276416750515","0.4944773316383362","1.0701957941055298"
"159","99519.36","99224","99838","0.5986788934469223","0.4514608383178711","0.7703114748001099","99536.29411764706","99268","99844","0.6635968895519481","0.4990597367286682","0.8520645499229431"
"160","100180.36842105263","99862","100434","0.5756013346345801","0.35862404108047485","0.9658006429672241","100154.18181818182","99852","100468","0.6471463861790571","0.4580036401748657","0.8795772194862366"
"161","100831.24137931035","100532","101096","0.5829229817308229","0.39574745297431946","0.7845574617385864","100803.66666666667","100528","101080","0.6632786939541498","0.4984475076198578","0.8544423580169678"
"162","101416.66666666667","101122","101714","0.5328065485526354","0.3651311993598938","0.8384775519371033","101421.33333333333","101126","101702","0.6400238325198492","0.46547242999076843","0.9014376997947693"
"163","102067.77142857143","101746","102358","0.5549568014485495","0.3906335234642029","0.740730881690979","102063.76470588235","101778","102342","0.6275303092072991","0.44665151834487915","0.8610805869102478"
"164","102624.66666666667","102374","102954","0.5282770858870612","0.3482712209224701","0.7924134731292725","102718.63157894737","102364","102970","0.6649139790158523","0.5180693864822388","0.8535560965538025"
"165","103253.54285714286","103016","103612","0.5079462485654014","0.29233333468437195","0.6886285543441772","103310.4","102992","103600","0.6248944887093135","0.46574312448501587","0.9067833423614502"
"166","103961.625","103658","104242","0.5326721668243408","0.35282471776008606","0.7256941199302673","103953.35294117648","103638","104236","0.6113943852045957","0.4093901216983795","0.8347548842430115"
"167","104648.8275862069","104248","104868","0.5351235208840206","0.40342292189598083","0.7865374088287354","104569.28","104254","104866","0.6060002779960633","0.4841395914554596","0.8091741800308228"
"168","105143.77777777778","104876","105490","0.5222762525081635","0.4058058559894562","0.6898204684257507","105196.625","104900","105486","0.5897742118686438","0.46779751777648926","0.7398211359977722"
"169","105828.78787878787","105518","106112","0.5105605260892347","0.36306232213974","0.7993055582046509","105752.26315789473","105512","106120","0.5462034979933187","0.3846248388290405","0.730792224407196"
"170","106420.875","106132","106732","0.46510582976043224","0.2798609733581543","0.648722767829895","106381.5","106142","106750","0.5519203813746572","0.3445347547531128","0.8369861245155334"
"171","107029.28571428571","106762","107372","0.4623857992036002","0.30483898520469666","0.626391589641571","107087.66666666667","106778","107354","0.571990168094635","0.3929346203804016","0.825501024723053"
"172","107679.93103448275","107414","108004","0.44572796389974395","0.31443795561790466","0.7574987411499023","107679.72413793103","107408","108002","0.5579248276250116","0.3932611048221588","0.7959123849868774"
"173","108375.53846153847","108094","108630","0.49641508093247044","0.3901453912258148","0.6986902952194214","108388.68571428572","108052","108628","0.559362827028547","0.3553590178489685","0.7784437537193298"
"174","108940.3125","108676","109250","0.44675275031477213","0.2859267592430115","0.6483014225959778","108918.58333333333","108698","109246","0.5451699495315552","0.39116981625556946","0.6933884024620056"
"175","109602.6","109284","109870","0.43898336589336395","0.2752250134944916","0.5987095236778259","109542.48","109292","109874","0.5133403182029724","0.4017757773399353","0.7604949474334717"
"176","110156.37209302325","109902","110508","0.4293834033400513","0.3202385902404785","0.672091543674469","110199.31578947368","109906","110502","0.5207115866635975","0.3522195518016815","0.7253871560096741"
"177","110835.375","110576","111100","0.43616018630564213","0.30176547169685364","0.5808051228523254","110835.53846153847","110546","111144","0.5319531399470109","0.36805784702301025","0.7301474213600159"
"178","111484.23529411765","111162","111766","0.4218963323270573","0.25323209166526794","0.5985599756240845","111444.29411764706","111186","111764","0.5129584415870554","0.3559792637825012","0.7085735201835632"
"179","112101.78378378379","111796","112400","0.4277420970233711","0.2487947642803192","0.5966027975082397","112089.1052631579","111796","112376","0.49135130094854457","0.32907596230506897","0.7301853895187378"
"180","112761.94736842105","112430","113034","0.396459383399863","0.28399255871772766","0.6417359709739685","112728.51612903226","112484","113030","0.47589006250904453","0.3595952093601227","0.7302815914154053"
"181","113379.125","113048","113658","0.38302984926849604","0.24361678957939148","0.5198642015457153","113327.02702702703","113042","113648","0.49291597266454956","0.27818819880485535","0.637549102306366"
"182","113987.02325581395","113686","114282","0.4096954873828001","0.2598607540130615","0.6273906826972961","113966.96551724138","113680","114288","0.4894281769620961","0.3000619113445282","0.6390061378479004"
"183","114645.10344827586","114322","114916","0.38949765110838","0.2600097060203552","0.5501396059989929","114608.95","114304","114892","0.47991133853793144","0.3138376474380493","0.7121567130088806"
"184","115232.58064516129","114930","115500","0.3562762818990215","0.13520313799381256","0.5196008086204529","115238.57142857143","114946","115534","0.4529547802039555","0.32261982560157776","0.6067710518836975"
"185","115876.41176470589","115556","116172","0.3850671407930991","0.2461698204278946","0.5432040691375732","115912","115642","116160","0.4555359040537188","0.3443962335586548","0.6379238963127136"
"186","116491.875","116222","116800","0.3515722048468888","0.225625142455101","0.48532652854919434","116487.35483870968","116230","116786","0.44240990761787663","0.3379848897457123","0.6236366629600525"
"187","117097.92857142857","116814","117420","0.34169543481298853","0.225972980260849","0.49275919795036316","117129.87878787878","116864","117422","0.44674235672661755","0.3161785900592804","0.5871044397354126"
"188","117726.8","117494","118046","0.32323290333151816","0.176828533411026","0.4937828481197357","117746.43478260869","117440","118042","0.4552733671406041","0.26479652523994446","0.6085191369056702"
"189","118384.72727272728","118086","118684","0.3295121983145223","0.21848857402801514","0.480244904756546","118338.35897435897","118070","118664","0.42895512397472674","0.3070436716079712","0.5553886890411377"
"190","119014.5945945946","118698","119304","0.3229769713975288","0.20407284796237946","0.5326870679855347","119059.25","118772","119300","0.4475401782741149","0.28953999280929565","0.7022377848625183"
"191","119652.9375","119332","119926","0.32055345783010125","0.2165173441171646","0.43112829327583313","119677.16129032258","119368","119940","0.42682176924520926","0.30460578203201294","0.544573962688446"
"192","120271.03225806452","119956","120546","0.3246731436060321","0.20168782770633698","0.5081290006637573","120222.73333333334","119984","120562","0.40757245222727456","0.28616079688072205","0.5553905963897705"
"193","120928.61538461539","120642","121174","0.32400365746938264","0.18062463402748108","0.598340630531311","120891.71428571429","120590","121176","0.4049845193113599","0.26835912466049194","0.5897616744041443"
"194","121543.51515151515","121258","121824","0.31793947066321515","0.18762148916721344","0.4897695779800415","121526.7027027027","121236","121788","0.3818994196685585","0.26547184586524963","0.540898323059082"
"195","122134.22222222222","121832","122446","0.2938265200290415","0.185980886220932","0.4319317936897278","122123.5294117647","121832","122438","0.38429516115609336","0.24659621715545654","0.49368923902511597"
"196","122744.66666666667","122460","123076","0.2681049348579513","0.1712995171546936","0.40999385714530945","122781.95454545454","122496","123082","0.3791368691758676","0.26909059286117554","0.5332193970680237"
"197","123403.58620689655","123110","123710","0.2603154120774105","0.16835595667362213","0.3852477967739105","123455.03448275862","123104","123674","0.3879699645371273","0.28586745262145996","0.48524510860443115"
"198","123952","123732","124292","0.25274116314690687","0.1740632802248001","0.36524420976638794","124062.1052631579","123736","124310","0.37151313141772624","0.24784749746322632","0.5511115789413452"
"199","124667.0625","124360","124962","0.25199332227930427","0.1544184684753418","0.32932528853416443","124662.56","124362","124954","0.35672058939933776","0.2721596956253052","0.470184862613678"
"200","125365.65217391304","125028","125592","0.24612995917382446","0.17424288392066956","0.35260823369026184","125267.7","124978","125572","0.3536429513245821","0.23077885806560516","0.5031186938285828"
"201","125922","125654","126212","0.24655468141039213","0.15441055595874786","0.3406093120574951","125921.92857142857","125620","126210","0.3468502956841673","0.2360217124223709","0.4732253849506378"
"202","126516.4","126248","126830","0.21405794198314348","0.11702682822942734","0.3805525600910187","126538.92307692308","126234","126848","0.34094943029758257","0.22846762835979462","0.49415746331214905"
"203","127155.83333333333","126856","127474","0.2221338479883141","0.11479629576206207","0.4232529401779175","127191.81818181818","126856","127478","0.34371902590448206","0.24563907086849213","0.48030588030815125"
"204","127817.92","127486","128096","0.2273499584197998","0.1555602252483368","0.36176106333732605","127825.24137931035","127508","128092","0.32250144358338984","0.20909637212753296","0.45852527022361755"
"205","128435.35135135135","128124","128726","0.21072846147659663","0.12211362272500992","0.418537437915802","128421.67741935483","128156","128722","0.32774093747138977","0.19708532094955444","0.46458104252815247"
"206","128975.36","128740","129250","0.21209744930267335","0.14261575043201447","0.271492600440979","129087.88571428572","128784","129360","0.3121070261512484","0.23809285461902618","0.4075247347354889"
"207","129692.30769230769","129376","129980","0.19768994186933225","0.09842460602521896","0.29186421632766724","129665.65714285715","129382","129932","0.3038818278482982","0.19167780876159668","0.39883536100387573"
"208","130271.92307692308","130008","130560","0.20610525716955846","0.12252271920442581","0.3140295743942261","130326.97674418605","130036","130600","0.2983630008475725","0.18533150851726532","0.4511306583881378"
"209","130932.16","130630","131210","0.1718931567668915","0.12332241237163544","0.27375689148902893","130901.11111111111","130630","131234","0.2926105422278245","0.16805806756019592","0.4042939245700836"
"210","131527.3103448276","131254","131866","0.1917717652074222","0.11803492903709412","0.3256304860115051","131574.53333333333","131260","131860","0.2736386403441429","0.13156266510486603","0.3873348832130432"
"211","132202.96296296295","131888","132492","0.1740855649113655","0.09474163502454758","0.2763466238975525","132199.58823529413","131882","132468","0.27687711137182575","0.2051665484905243","0.4417245090007782"
"212","132839.57894736843","132514","133118","0.1589265612787322","0.08387655019760132","0.3044925332069397","132835.83333333334","132530","133084","0.25782126871248084","0.15006156265735626","0.33827707171440125"
"213","133454.45714285714","133152","133750","0.14811475298234394","0.07065785676240921","0.23895424604415894","133423.74193548388","133144","133682","0.27396560436294926","0.17752525210380554","0.38154393434524536"
"214","134076.09523809524","133782","134366","0.13493468151206062","0.06868988275527954","0.25047874450683594","134048.2","133782","134366","0.24663366625706354","0.1614305078983307","0.3760109543800354"
"215","134718.83333333334","134446","135014","0.1496739878008763","0.08016739040613174","0.21901151537895203","134734","134398","135010","0.25930324095216667","0.1903294324874878","0.345285028219223"
"216","135288.1052631579","135020","135626","0.12582642036048988","0.044316366314888","0.20972006022930145","135300.64285714287","135034","135634","0.2526473919195788","0.15923133492469788","0.4192293584346771"
"217","135970.5","135658","136250","0.13174377928953618","0.05640595778822899","0.27346280217170715","135959.1891891892","135652","136268","0.23158026949779406","0.16698423027992249","0.3296666443347931"
"218","136592.91428571427","136278","136888","0.11572846206171172","0.06010681763291359","0.24378837645053864","136551.03703703705","136276","136888","0.2212446497546302","0.15041585266590118","0.31645894050598145"
"219","137228.68421052632","136928","137524","0.11200152327747721","0.053972210735082626","0.17987295985221863","137208.5","136912","137522","0.23708311431109905","0.15222962200641632","0.3331841230392456"
"220","137825.7435897436","137538","138148","0.11552010275996648","0.04802749678492546","0.20930905640125275","137845.11111111112","137566","138146","0.22515512064651208","0.14822043478488922","0.406466543674469"
"221","138493.10344827586","138168","138740","0.10426257319491485","0.05900408327579498","0.15641991794109344","138433.5172413793","138194","138778","0.20341027707889162","0.13589902222156525","0.26473867893218994"
"222","139142.41025641025","138788","139394","0.09495785555396324","0.045737724751234055","0.1405724287033081","139109.8620689655","138790","139406","0.20758686625751957","0.11512450128793716","0.31267425417900085"
"223","139790.33333333334","139418","140022","0.08437072274585565","0.04833349958062172","0.16447807848453522","139762.85714285713","139424","140026","0.20175071614129203","0.14489680528640747","0.2732407748699188"
"224","140287.6","140054","140666","0.08553822502493859","0.046052590012550354","0.1240541860461235","140350.8947368421","140060","140656","0.1957849519033181","0.12335608899593353","0.25060412287712097"
"225","140980.60606060605","140682","141294","0.08526467927026027","0.03933696821331978","0.20733503997325897","140996.33333333334","140734","141288","0.19295390426284736","0.12190399318933487","0.2605556547641754"
"226","141560.44444444444","141306","141906","0.07743044435564014","0.038060806691646576","0.12767547369003296","141554.8275862069","141300","141914","0.19328011829277564","0.12425573170185089","0.289355993270874"
"227","142302.16666666666","141992","142542","0.07238527128679885","0.026505671441555023","0.188043013215065","142294.625","141944","142550","0.18400448048487306","0.12688447535037994","0.3068704307079315"
"228","142792.44444444444","142562","143126","0.06939427002712532","0.03056330233812332","0.1288333535194397","142862.75675675675","142560","143170","0.16941919177770615","0.11765537410974503","0.2385198175907135"
"229","143472.86666666667","143196","143802","0.07443731402357419","0.03703643009066582","0.18445853888988495","143487.6923076923","143192","143794","0.1766233109892943","0.11788659542798996","0.28758537769317627"
"230","144163.79487179487","143858","144430","0.054345089894456744","0.02532006800174713","0.08335333317518234","144098.38709677418","143820","144426","0.17472198725708069","0.101881243288517","0.2698820233345032"
"231","144745.5","144444","145004","0.04970868969602244","0.023915916681289673","0.08648799359798431","144696.72727272726","144474","145036","0.15975358788714264","0.08833057433366776","0.2412133514881134"
"232","145401.11111111112","145078","145666","0.05259746023350292","0.019145941361784935","0.08235769718885422","145380.5185185185","145090","145672","0.15151955684026083","0.094193235039711","0.2247467339038849"
"233","145997.2258064516","145698","146302","0.04748901670738574","0.02724413573741913","0.0866883248090744","145996.76470588235","145716","146298","0.1555475046967759","0.11004844307899475","0.21019965410232544"
"234","146630.8","146360","146940","0.04674974650144577","0.019523590803146362","0.10714104026556015","146608.23529411765","146340","146926","0.15636462586767533","0.096832275390625","0.2668679654598236"
"235","147295","147046","147546","0.042495551253003735","0.018775122240185738","0.09015735983848572","147265.06666666668","146960","147518","0.15092819109559058","0.10990772396326065","0.22676266729831696"
"236","147908","147584","148200","0.040241808955406036","0.01670205593109131","0.06374070793390274","147876.125","147580","148164","0.14164620079100132","0.09995828568935394","0.19246341288089752"
"237","148500.9655172414","148234","148820","0.03394581759669658","0.013478544540703297","0.06512928009033203","148543.7142857143","148224","148812","0.14232061058282852","0.08871764689683914","0.19498667120933533"
"238","149134.1081081081","148854","149452","0.02996288098998972","0.018029572442173958","0.05562817305326462","149086.4375","148858","149380","0.13717581308446825","0.09122974425554276","0.18647216260433197"
"239","149759.6551724138","149496","150020","0.02715945054359477","0.011714803986251354","0.04883398488163948","149757.03225806452","149476","150044","0.13588701092427777","0.0789584368467331","0.19982434809207916"
"240","150394.2162162162","150092","150688","0.029650827517380584","0.0126874428242445","0.056217260658741","150399.37142857144","150102","150710","0.13501882063491003","0.08202634006738663","0.18759599328041077"
"241","151083.27272727274","150732","151340","0.026247916065833786","0.01154265459626913","0.05306806042790413","151015.54166666666","150720","151322","0.12985451131438216","0.08547989279031754","0.17133498191833496"
"242","151619.9375","151360","151958","0.023674537747865543","0.014121434651315212","0.05659880489110947","151676","151362","151942","0.122302722571225","0.08305917680263519","0.16537025570869446"
"243","152296.64864864864","151986","152568","0.020786529658613977","0.009871745482087135","0.04998944327235222","152252.74285714285","151998","152568","0.1057960046189172","0.06704118102788925","0.14323176443576813"
"244","152936.05263157896","152604","153214","0.020583985937073043","0.009297222830355167","0.04740764573216438","152923.09523809524","152622","153208","0.119630140740247","0.07760520279407501","0.2218795120716095"
"245","153516.73170731709","153234","153854","0.022849405865843702","0.009401771239936352","0.04887723550200462","153537.05555555556","153232","153834","0.11520888428721163","0.07158123701810837","0.1664806455373764"
"246","154167.14285714287","153860","154440","0.02072298281959125","0.011780926026403904","0.04256780818104744","154200.66666666666","153872","154478","0.1149137591322263","0.06886392086744308","0.18062901496887207"
"247","154750.2857142857","154502","155106","0.020662578182028872","0.006965774577111006","0.04443987458944321","154770.66666666666","154504","155064","0.10981285820404689","0.052273184061050415","0.19034287333488464"
"248","155398.88888888888","155118","155710","0.01929952297359705","0.008485149592161179","0.04843311384320259","155406.0588235294","155118","155674","0.10776268055333811","0.06386887282133102","0.1724042445421219"
"249","156076.72727272726","155768","156364","0.020181424055022722","0.006192887667566538","0.05160842463374138","156018.15384615384","155782","156304","0.09306847504698314","0.0600443109869957","0.1593298763036728"
"250","156677.11111111112","156402","156960","0.019122139378278342","0.010685841552913189","0.05341404676437378","156706.29411764705","156372","156994","0.10377182833412114","0.06112424284219742","0.1581953465938568"
"251","157310.17647058822","157014","157620","0.015621068175224698","0.008568007498979568","0.037358369678258896","157291.40740740742","157000","157614","0.09539470407697889","0.06039489805698395","0.1395474672317505"
"252","157979.25","157628","158238","0.02004038792802021","0.006384905893355608","0.049675729125738144","157929.77777777778","157674","158238","0.09222208884441191","0.058316029608249664","0.13929210603237152"
"253","158544.1463414634","158260","158862","0.015053486224354767","0.007490048184990883","0.034661468118429184","158582.82926829267","158266","158874","0.0881439267498691","0.05263826623558998","0.16062133014202118"
"254","159186","158894","159484","0.017332838659058325","0.007666622754186392","0.04993186146020889","159164.48484848486","158894","159462","0.08814134776140704","0.050999972969293594","0.1294906884431839"
"255","159804.64516129033","159514","160126","0.0157223732901677","0.004411397501826286","0.02732843905687332","159836.51612903227","159546","160072","0.08551506193414811","0.05685264617204666","0.12752872705459595"
"256","160454.65","160142","160760","0.014993323013186455","0.006658487021923065","0.05286268889904022","160418.8","160148","160726","0.08420450687408447","0.055587995797395706","0.13293686509132385"
"257","161107.56756756757","160818","161376","0.01786232878126808","0.005862482823431492","0.043368756771087646","161031.37931034484","160770","161374","0.0778774062878099","0.052089981734752655","0.10276421904563904"
"258","161737.5294117647","161402","162012","0.013695536948302212","0.008568709716200829","0.030945345759391785","161666.61111111112","161396","161986","0.07899810363435084","0.04818646237254143","0.13049834966659546"
"259","162328.85714285713","162044","162600","0.01690513121762446","0.00897745881229639","0.049463797360658646","162312.66666666666","162026","162632","0.07789461715863301","0.04112047329545021","0.11539359390735626"
"260","162958.45714285714","162662","163270","0.015234393094267164","0.006950573064386845","0.02990499511361122","162970.5","162658","163272","0.07907503949744361","0.05054497718811035","0.12117604166269302"
"261","163564.62068965516","163294","163890","0.015077698188994465","0.006384162697941065","0.04679365083575249","163575.72727272726","163306","163866","0.07536753690378233","0.054339051246643066","0.10170441120862961"
"262","164203.63636363635","163908","164502","0.013819609034919378","0.007859456352889538","0.05294476076960564","164248","163912","164524","0.08206157588532993","0.05513898283243179","0.1197667345404625"
"263","164880.48648648648","164544","165132","0.01528948768218224","0.0064034960232675076","0.029220547527074814","164827","164544","165156","0.07041466294322163","0.04729980602860451","0.10204540193080902"
"264","165459.13513513515","165172","165786","0.013043858765347584","0.00634275795891881","0.02517244778573513","165495.61538461538","165206","165734","0.07273861006475411","0.04365631937980652","0.09385017305612564"
"265","166056","165826","166358","0.01411663587593163","0.0076445830054581165","0.02429487742483616","166029.66666666666","165792","166364","0.06879421152795355","0.041076987981796265","0.08965152502059937"
"266","166741.57894736843","166422","167038","0.012500882994285539","0.007040802389383316","0.029666868969798088","166752.41176470587","166444","167032","0.0710146913633627","0.047101423144340515","0.1145978644490242"
"267","167372","167086","167654","0.011697743320837617","0.00682711461558938","0.01870458945631981","167370.6857142857","167056","167670","0.06558262716446604","0.04145603999495506","0.10272664576768875"
"268","168004","167684","168298","0.013106985467796524","0.006402154918760061","0.03083367459475994","167975.1875","167688","168258","0.06400198396295309","0.042171452194452286","0.09405051916837692"
"269","168620.55","168310","168920","0.012998057319782675","0.006307877134531736","0.028973614796996117","168648.06666666668","168358","168902","0.0654677327722311","0.049225304275751114","0.10828270018100739"
"270","169246.19047619047","168950","169540","0.013964451383799314","0.006414088420569897","0.026474619284272194","169243.27777777778","168944","169544","0.06288311992668444","0.03436411917209625","0.097933828830719"
