"epoch","mobilenet_Task Weight_Decay_0.0005_Wednesday_19_March_2025_23h_20m_05s - _step","mobilenet_Task Weight_Decay_0.0005_Wednesday_19_March_2025_23h_20m_05s - _step__MIN","mobilenet_Task Weight_Decay_0.0005_Wednesday_19_March_2025_23h_20m_05s - _step__MAX","mobilenet_Task Weight_Decay_0.0005_Wednesday_19_March_2025_23h_20m_05s - Train/loss","mobilenet_Task Weight_Decay_0.0005_Wednesday_19_March_2025_23h_20m_05s - Train/loss__MIN","mobilenet_Task Weight_Decay_0.0005_Wednesday_19_March_2025_23h_20m_05s - Train/loss__MAX","mobilenet_Task Weight_Decay_0.0001_Wednesday_19_March_2025_23h_20m_00s - _step","mobilenet_Task Weight_Decay_0.0001_Wednesday_19_March_2025_23h_20m_00s - _step__MIN","mobilenet_Task Weight_Decay_0.0001_Wednesday_19_March_2025_23h_20m_00s - _step__MAX","mobilenet_Task Weight_Decay_0.0001_Wednesday_19_March_2025_23h_20m_00s - Train/loss","mobilenet_Task Weight_Decay_0.0001_Wednesday_19_March_2025_23h_20m_00s - Train/loss__MIN","mobilenet_Task Weight_Decay_0.0001_Wednesday_19_March_2025_23h_20m_00s - Train/loss__MAX"
"119","37335.46428571428","37170","37481","0.8521286909069333","0.6737099289894104","1.0978200435638428","37350.705882352944","37198","37478","0.11064118957694839","0.04329267144203186","0.2445511817932129"
"120","37649.125","37495","37793","0.9000866070389748","0.6483924388885498","1.121706485748291","37647.07407407407","37491","37789","0.09474993980041256","0.04364938288927078","0.2010263055562973"
"121","37956.2","37811","38106","0.8612787803014119","0.6207554340362549","1.1559592485427856","37943.704545454544","37804","38096","0.07935707601295276","0.03198380395770073","0.183902308344841"
"122","38279.03703703704","38122","38417","0.8723616070217557","0.5566681623458862","1.2185388803482056","38249.970588235294","38128","38414","0.07033027730443898","0.025800051167607307","0.13403287529945374"
"123","38576.41176470588","38430","38737","0.8513311445713043","0.6887284517288208","1.0490422248840332","38607.84848484849","38437","38719","0.07045488539292957","0.02274204045534134","0.14807574450969696"
"124","38910.970588235294","38762","39056","0.8215216994285583","0.5660723447799683","1.0707117319107056","38896.06060606061","38753","39044","0.08055730310804916","0.030617639422416687","0.16780762374401093"
"125","39214.53333333333","39072","39350","0.8294376413027446","0.556914210319519","1.040640115737915","39231.44117647059","39064","39368","0.0717395650332465","0.026804566383361816","0.11824063956737518"
"126","39538.52631578947","39383","39684","0.839896991064674","0.672055184841156","1.132869005203247","39529.63888888889","39386","39683","0.06896772349460258","0.023290593177080154","0.12977395951747894"
"127","39840.794871794875","39697","39995","0.7778367270261813","0.4640548527240753","1.0438445806503296","39866.625","39722","39982","0.06551797408610582","0.01862388849258423","0.1301121711730957"
"128","40164.76666666667","40012","40315","0.790403331319491","0.4791681468486786","1.1321988105773926","40166.68571428571","40005","40316","0.07199896707066468","0.02881183847784996","0.16273580491542816"
"129","40460.46875","40320","40616","0.8135331403464079","0.606285572052002","1.1642749309539795","40495.44117647059","40322","40627","0.06319622103782262","0.02269863523542881","0.12583038210868835"
"130","40776.28571428572","40635","40946","0.7646940904004234","0.5606908202171326","1.0786725282669067","40779.97368421053","40657","40927","0.04988947304847993","0.018502559512853622","0.08176501840353012"
"131","41120.375","40961","41258","0.7977274864912033","0.5228445529937744","1.0506646633148193","41115.07692307692","40965","41258","0.06082490344460194","0.019577186554670334","0.11748707294464111"
"132","41421.608695652176","41266","41548","0.7942477477633435","0.5369729995727539","1.103755235671997","41431.06896551724","41272","41565","0.04615677048548542","0.015439079143106937","0.08664596825838089"
"133","41695.44","41581","41867","0.7420899629592895","0.5117001533508301","1.1311768293380737","41745.84","41592","41884","0.05749996028840542","0.022676071152091026","0.11708757281303406"
"134","42055.458333333336","41900","42206","0.7772906174262365","0.5592420697212219","1.0825639963150024","42068.46341463415","41897","42192","0.04865458703077421","0.018136970698833466","0.08536364883184433"
"135","42359.295454545456","42210","42509","0.7549814256754789","0.5100656747817993","1.1547271013259888","42350.61538461538","42210","42518","0.04246487425496945","0.018652409315109253","0.0745774656534195"
"136","42663.153846153844","42558","42834","0.7106459072002997","0.5695979595184326","0.9388969540596008","42661.86956521739","42526","42798","0.0387654569323944","0.015357917174696922","0.08406993001699448"
"137","43019.47368421053","42856","43150","0.7448772050832447","0.5830651521682739","0.973158597946167","42973.4","42850","43117","0.03839220538114508","0.013320616446435452","0.12155754119157791"
"138","43292.9375","43165","43466","0.7101648831740022","0.48745182156562805","0.9195926785469055","43329.28125","43174","43465","0.037522323604207486","0.011981269344687462","0.0793352946639061"
"139","43608.25","43479","43779","0.7123865529894828","0.49034589529037476","0.9064479470252991","43620.45238095238","43471","43781","0.03476491195726253","0.007935906760394573","0.10530174523591995"
"140","43984.25","43803","44096","0.7645897600385878","0.4582352638244629","0.9258915185928345","43935.5","43787","44094","0.028164772083982825","0.009482508525252342","0.06817948818206787"
"141","44276.08571428571","44117","44401","0.7052525648048946","0.4461042582988739","1.0252397060394287","44269.44","44105","44405","0.02255440041422844","0.007523016072809696","0.08026005327701569"
"142","44593.13888888889","44420","44720","0.6998721261819204","0.4816828966140747","0.9413292407989502","44571.17857142857","44436","44724","0.031770008050703576","0.009989986196160316","0.06308205425739288"
"143","44896.44117647059","44732","45039","0.72410868546542","0.5610698461532593","0.9800083637237549","44875","44742","45041","0.024090464552864434","0.007532946765422821","0.08819178491830826"
"144","45173.12195121951","45046","45340","0.6455464370367003","0.41578152775764465","0.9802840948104858","45199.89473684211","45050","45354","0.02156253537702325","0.007380422670394182","0.08735700696706772"
"145","45509.77777777778","45365","45658","0.6831738327940305","0.43214890360832214","0.9686185717582703","45506.32258064516","45361","45671","0.01742094313545573","0.007190697826445103","0.06536071747541428"
"146","45817.48387096774","45675","45967","0.6939514029410577","0.544329822063446","0.8916937112808228","45821.97297297297","45675","45985","0.016136766631609283","0.003691815072670579","0.03661327064037323"
"147","46108.083333333336","45991","46295","0.6439605073796378","0.45679304003715515","0.8657442927360535","46130.875","45993","46299","0.018310474656755105","0.002712176414206624","0.04914313927292824"
"148","46438.757575757576","46306","46610","0.6493933625293501","0.4284053146839142","1.0509463548660278","46445.58823529412","46307","46594","0.015451846425147617","0.002916365396231413","0.046098873019218445"
"149","46808.36363636364","46638","46924","0.6804294468778552","0.47650495171546936","0.8843944072723389","46767.28947368421","46621","46911","0.01013094379174474","0.003039411036297679","0.021580439060926437"
"150","47093.15789473684","46955","47223","0.6496421106551823","0.4256976842880249","0.9839918613433838","47091.829268292684","46941","47243","0.012451587034752819","0.003024578792974353","0.04391776770353317"
"151","47419.85294117647","47254","47550","0.6427784728653291","0.4754990041255951","0.9070703387260437","47415.675","47255","47561","0.01156071774312295","0.0036063396837562323","0.06348966062068939"
"152","47723.171428571426","47568","47864","0.6367694420473916","0.3762105405330658","0.8599418997764587","47729.67741935484","47586","47876","0.008804887863657167","0.0024029756896197796","0.04156928136944771"
"153","48030.03333333333","47890","48175","0.6185196936130524","0.4358203411102295","0.7836971879005432","48027.41025641026","47889","48172","0.007693563952134588","0.0029976556543260813","0.020395169034600258"
"154","48366.121212121216","48209","48506","0.6279592550162113","0.4543246626853943","0.9156836271286011","48333.23529411765","48195","48497","0.008740847827592754","0.0020061868708580732","0.04592972248792648"
"155","48681.48148148148","48513","48821","0.6040029768590574","0.4726596474647522","0.9753894209861755","48674.22222222222","48514","48818","0.007865106712819802","0.0019950936548411846","0.026234570890665054"
"156","48981.87096774193","48825","49134","0.6045633929391061","0.4537639915943146","0.811836838722229","48972.34210526316","48827","49132","0.007762732002639065","0.002100855577737093","0.03843061998486519"
"157","49289.52380952381","49141","49448","0.6067993690570196","0.4173622131347656","0.8593183755874634","49279.851851851854","49148","49443","0.007217732904892828","0.0022332544904202223","0.037639375776052475"
"158","49620.51515151515","49460","49765","0.6073544178948258","0.39061975479125977","0.8564956784248352","49618.86486486487","49459","49754","0.005565075395704323","0.001904778298921883","0.01777985878288746"
"159","49949.782608695656","49772","50075","0.5906300777974336","0.335320383310318","0.7728241682052612","49912.8","49772","50064","0.006303810879277686","0.0026561308186501265","0.01741289161145687"
"160","50239.28125","50097","50393","0.5722256954759359","0.3718900680541992","0.7682769298553467","50269.45","50133","50396","0.007568561716470868","0.002236902480944991","0.04031669721007347"
"161","50554.21212121212","50402","50708","0.5303945134986531","0.35292792320251465","0.8490740656852722","50567.65517241379","50411","50709","0.005835537983361503","0.0019738420378416777","0.020257238298654556"
"162","50867.4375","50754","51014","0.5391495116055012","0.4154554605484009","0.7310543656349182","50860.24","50729","51017","0.005029433323070407","0.0016280037816613913","0.020583992823958397"
"163","51220.32258064516","51033","51339","0.5994341027352118","0.4416447579860687","0.841584324836731","51195.1724137931","51044","51340","0.005341620939173575","0.0024398460518568754","0.013259023427963257"
"164","51510.23684210526","51347","51655","0.5373903356100383","0.3617812395095825","0.7738317847251892","51506.083333333336","51356","51641","0.005753649473060957","0.001800546539016068","0.02366759441792965"
"165","51792.32142857143","51661","51917","0.518639971102987","0.3767199218273163","0.6733218431472778","51832.03846153846","51672","51961","0.006584661197848618","0.00279408716596663","0.019321363419294357"
"166","52109.32","51975","52282","0.48870269894599916","0.33717378973960876","0.6974343657493591","52141.041666666664","51975","52279","0.00548596927546896","0.0020780779886990786","0.03733576461672783"
"167","52449.294117647056","52302","52601","0.5479502108167199","0.40467625856399536","0.765692412853241","52439.26829268293","52291","52600","0.004906390472769555","0.0015800619730725884","0.027813687920570374"
"168","52754.25714285715","52609","52900","0.5156356087752751","0.37471383810043335","0.7361239790916443","52773.75862068965","52661","52911","0.004020592045231626","0.0019076201133430004","0.006935404147952795"
"169","53088.28947368421","52935","53227","0.5072088563128522","0.31760329008102417","0.7604161500930786","53057.81081081081","52921","53229","0.004247975400397302","0.0018463422311469913","0.02057626284658909"
"170","53406.617647058825","53237","53542","0.5081021137097302","0.3626294732093811","0.6653401255607605","53374.26666666667","53244","53534","0.0043783788569271564","0.0023683554027229548","0.017446910962462425"
"171","53710.897959183676","53553","53849","0.4880225786140987","0.3040305972099304","0.6798245906829834","53728.5625","53563","53859","0.0034811631485354155","0.0015536283608525991","0.005869095213711262"
"172","54018.25","53876","54156","0.47862015581793255","0.3130248188972473","0.676554262638092","54006.69565217391","53875","54169","0.003841883173900778","0.0016812313115224242","0.008660189807415009"
"173","54350.54054054054","54195","54491","0.4846652198482204","0.2614457905292511","0.6844495534896851","54311.21212121212","54183","54481","0.0039035219374592557","0.002025252440944314","0.013440987095236778"
"174","54642.03571428572","54513","54795","0.43341617605515886","0.2752957046031952","0.6365719437599182","54648.15151515151","54504","54803","0.004665010862729766","0.0023303120397031307","0.013684813864529133"
"175","54970.05128205128","54813","55120","0.4484390784532596","0.2749086022377014","0.603373110294342","54957.54285714286","54813","55117","0.0038591554388403893","0.002257609274238348","0.013393640518188477"
"176","55275.92307692308","55144","55431","0.4377554930173434","0.2529464066028595","0.5457426905632019","55283.7027027027","55126","55430","0.004404173843008843","0.0021083997562527657","0.02417021058499813"
"177","55566.48","55448","55745","0.4188005769252777","0.2957068085670471","0.6557852625846863","55595","55445","55744","0.00408057015365324","0.0016801810124889016","0.012927238829433918"
"178","55902.5","55764","56050","0.3975844184557597","0.2661054730415344","0.6259961128234863","55904.444444444445","55755","56065","0.004752142801104735","0.002218585228547454","0.017949065193533897"
"179","56238.09090909091","56072","56362","0.4178270907564597","0.26310157775878906","0.618697464466095","56209.1875","56072","56371","0.004672613467846531","0.0024216349702328444","0.015547402203083038"
"180","56528.18518518518","56390","56688","0.3793407645490434","0.28256723284721375","0.5767084956169128","56555.96428571428","56388","56694","0.0046372403282605645","0.001682660891674459","0.024486683309078217"
"181","56867.68571428571","56713","57008","0.3930661350488663","0.20359517633914948","0.6210238337516785","56844.175","56701","57007","0.004873653082177043","0.0018343450501561165","0.01795252226293087"
"182","57169.194444444445","57029","57312","0.4020529410077466","0.24249787628650665","0.669060468673706","57150.18421052631","57018","57316","0.004062107647769153","0.0020066318102180958","0.01048285886645317"
"183","57518.2","57338","57631","0.4127574050426483","0.30271023511886597","0.59930020570755","57512.269230769234","57341","57636","0.00449866926870667","0.0023161284625530243","0.010917595587670803"
"184","57814.354838709674","57667","57956","0.3861528019751272","0.2678196430206299","0.6007631421089172","57797.975","57648","57943","0.004055328492540866","0.001762979431077838","0.016055116429924965"
"185","58101.15625","57984","58236","0.35983349848538637","0.2742486894130707","0.4964737296104431","58101.86842105263","57963","58264","0.0039184762679628634","0.0018106803763657808","0.02246265672147274"
"186","58451.291666666664","58304","58566","0.3518284385402997","0.2135586142539978","0.47608575224876404","58419.42222222222","58293","58586","0.005244430969469249","0.001583655714057386","0.031740423291921616"
"187","58704.17391304348","58593","58860","0.3321535561395728","0.20706649124622345","0.533623993396759","58755.1724137931","58594","58901","0.0032586797927345694","0.001957673579454422","0.006051471456885338"
"188","59081.25","58914","59214","0.34809615882113576","0.20848482847213745","0.5040808916091919","59064.114285714284","58905","59210","0.0034478830905365094","0.0020743878558278084","0.005553591065108776"
"189","59370.71428571428","59231","59518","0.330504395706313","0.24884183704853058","0.4359144866466522","59410.95652173913","59243","59521","0.0042078259866684675","0.0016937518958002329","0.012940769083797932"
"190","59695.444444444445","59547","59843","0.32534590653247303","0.23401151597499847","0.5350677967071533","59682","59542","59827","0.004292597985892955","0.002227220218628645","0.014423196204006672"
"191","60011.41025641026","59855","60157","0.3341323217520347","0.2068726122379303","0.4740605056285858","59980.28125","59850","60156","0.003848930609819945","0.0022659203968942165","0.009134424850344658"
"192","60342.25","60166","60472","0.3269514977000654","0.23251022398471832","0.45416224002838135","60311.45","60166","60476","0.003886139171663672","0.0016333181411027908","0.01947958394885063"
"193","60621.46341463415","60486","60783","0.29125625731014626","0.17224909365177155","0.471783310174942","60610.333333333336","60499","60791","0.005251632440680017","0.0019496039021760225","0.018139682710170746"
"194","60965.805555555555","60795","61093","0.3080580184857051","0.16861982643604279","0.47425150871276855","60929.175","60802","61100","0.004290210164617747","0.002268929732963443","0.031890932470560074"
"195","61266.14705882353","61112","61413","0.2904931986156632","0.18918153643608093","0.43818825483322144","61297.67857142857","61126","61412","0.0038990193944690482","0.0022161249071359634","0.00908692181110382"
"196","61569.07692307692","61438","61729","0.28321170749572605","0.20537228882312775","0.40265682339668274","61616","61442","61724","0.004882632255820292","0.001975624356418848","0.02252999134361744"
"197","61905.3","61758","62025","0.2475867013136546","0.15845808386802673","0.4023067355155945","61877.76315789474","61758","62032","0.003678422243530421","0.0022050614934414625","0.009406119585037231"
"198","62209.1935483871","62057","62365","0.2844810913647375","0.13585440814495087","0.45106595754623413","62195.61538461538","62062","62358","0.003253193075159708","0.0017086261650547385","0.005672820843756199"
"199","62505.583333333336","62391","62640","0.24819882524510226","0.14151820540428162","0.39589208364486694","62508.382352941175","62377","62678","0.0049339818480588936","0.0023370201233774424","0.020197628065943718"
"200","62846.325","62690","62987","0.2457182716578245","0.13042765855789185","0.3502197563648224","62859.90909090909","62691","62996","0.003398912210920543","0.001812215894460678","0.006985049694776535"
"201","63129.06060606061","63000","63299","0.25215281410650775","0.13956581056118011","0.41567495465278625","63170.86486486487","63011","63311","0.0039027505554258823","0.001958846813067794","0.015553693287074566"
"202","63475.48717948718","63315","63614","0.235101984670529","0.12443310767412186","0.4020059406757355","63457.5","63323","63623","0.00474466929383772","0.0021906644105911255","0.022801175713539124"
"203","63754.77777777778","63638","63940","0.23085320616761842","0.13474063575267792","0.35331466794013977","63770.63636363636","63638","63932","0.0034238803835416384","0.0019495668821036816","0.005704667419195175"
"204","64113.86111111111","63978","64240","0.2098343889746401","0.13848057389259338","0.29881101846694946","64086.76666666667","63950","64254","0.003923393064178526","0.002080323873087764","0.016547435894608498"
"205","64421.2","64269","64571","0.21758844086102078","0.12297354638576508","0.3193567097187042","64403.10344827586","64265","64568","0.004054831702197934","0.002524701412767172","0.011319911107420921"
"206","64726.34482758621","64577","64875","0.21773407145820814","0.12074095755815506","0.34299036860466003","64736.92592592593","64581","64861","0.003978891850069717","0.0016607167199254036","0.009763655252754688"
"207","65044.083333333336","64899","65182","0.19108551885518762","0.11095989495515823","0.2749978303909302","65031.63888888889","64891","65197","0.0035951042470211783","0.0018318358343094587","0.009277292527258396"
"208","65341.431818181816","65206","65496","0.18127387355674396","0.11649462580680847","0.2501002550125122","65370.791666666664","65218","65513","0.004064019109743337","0.002055336255580187","0.010768667794764042"
"209","65690.62162162163","65520","65831","0.1981444548110704","0.10975231230258942","0.3297109603881836","65680.45454545454","65520","65831","0.0038509389745410194","0.0020786907989531755","0.007995476946234703"
"210","65995.95","65844","66145","0.17819457054138182","0.08514995872974396","0.36952295899391174","66027.92592592593","65846","66143","0.0036345294469760526","0.002018469851464033","0.011376406997442245"
"211","66289","66158","66455","0.14540772838518023","0.0994395911693573","0.2471899688243866","66288.05714285714","66159","66453","0.003957277988748891","0.0020614180248230696","0.011043200269341469"
"212","66634.54166666667","66480","66773","0.16477456657836834","0.09978362172842026","0.2866990566253662","66601.975","66472","66774","0.004456005420070142","0.001782932784408331","0.013617507182061672"
"213","66961.95","66811","67081","0.15919239595532417","0.089751698076725","0.23998326063156128","66925.7435897436","66784","67071","0.004070429128403656","0.0018534621922299266","0.01581527292728424"
"214","67231.9696969697","67097","67399","0.13773170294183673","0.0744367316365242","0.23599110543727875","67239.41379310345","67107","67384","0.003347157035022974","0.0019568647257983685","0.010012954473495483"
"215","67549.90909090909","67413","67712","0.14140343327413907","0.07282987236976624","0.24734149873256683","67555.38235294117","67415","67715","0.003324919455575154","0.0021149679087102413","0.006118655204772949"
"216","67848.12903225806","67736","68036","0.14265417956536816","0.06719126552343369","0.2175760418176651","67889.56097560975","67725","68036","0.004197486971573132","0.0017789730336517096","0.022839771583676338"
"217","68189.96296296296","68076","68338","0.1357415423349098","0.05492233484983444","0.20211969316005707","68205.52777777778","68061","68350","0.003949127687115429","0.0018172945128753781","0.01562735065817833"
"218","68498.94117647059","68358","68663","0.12381348386406898","0.07592398673295975","0.20003272593021393","68499.5142857143","68359","68665","0.0036895803907620057","0.0021762889809906483","0.010679024271667004"
"219","68813.08333333333","68683","68953","0.10816590622481373","0.04378396272659302","0.17967188358306885","68825.34375","68674","68979","0.004020175714686047","0.002287857001647353","0.010359791107475758"
"220","69137.6","68989","69292","0.10289702787995339","0.04070451855659485","0.19120775163173676","69131.3870967742","68985","69294","0.004075076078034697","0.0019129624124616385","0.010694856755435467"
"221","69478.42857142857","69310","69606","0.08853244515401977","0.05518585443496704","0.13605894148349762","69457.28","69300","69610","0.0038262780196964743","0.0022598253563046455","0.014042961411178112"
"222","69791.48387096774","69639","69923","0.09126821917391592","0.048704758286476135","0.1526995599269867","69778.87096774194","69623","69925","0.00397946669029132","0.002057950710877776","0.012097450904548168"
"223","70088.83333333333","69939","70239","0.09060556689898173","0.05314962565898895","0.14453522861003876","70115.51351351352","69931","70237","0.003346156265989349","0.002319491235539317","0.006575816310942173"
"224","70393","70257","70554","0.07498795703491744","0.04211556166410446","0.1347295641899109","70391.12121212122","70252","70552","0.003789013216384884","0.0021100479643791914","0.010976480320096016"
"225","70739.67741935483","70565","70863","0.08066445553014355","0.0334855355322361","0.1586102396249771","70692.19444444444","70561","70863","0.004051782093786945","0.001825367333367467","0.014181043952703476"
"226","71042.91891891892","70883","71182","0.06635053888768763","0.02519814670085907","0.14050503075122833","71009.67647058824","70879","71177","0.003577800755224684","0.0020524493884295225","0.009522534906864166"
"227","71362.96551724138","71193","71500","0.06288094574521327","0.030555851757526398","0.1118602305650711","71333","71196","71475","0.004415626674400349","0.0017681082244962454","0.01136159710586071"
"228","71668.03571428571","71507","71804","0.05273439209642155","0.030290231108665466","0.11370310932397842","71679.51282051283","71519","71807","0.004055320010639918","0.0020324205979704857","0.017294853925704956"
"229","71963.07142857143","71821","72124","0.05244963210342186","0.024850452318787575","0.0935392677783966","71998.48148148147","71845","72130","0.004001879857646095","0.002163361059501767","0.016670826822519302"
"230","72281.47222222222","72136","72436","0.05131478110949198","0.02072175033390522","0.0998179242014885","72296.31578947368","72142","72438","0.003447437628270372","0.0017164810560643673","0.010950485244393349"
"231","72599.95","72452","72753","0.05511114858090878","0.025780532509088516","0.11948420852422714","72579.24137931035","72468","72759","0.0034097320689209574","0.0021928236819803715","0.007041051983833313"
"232","72930.67857142857","72767","73076","0.043883894969310076","0.021750183776021004","0.09032699465751648","72929.33333333333","72768","73075","0.0038606433585907022","0.0018934635445475578","0.014232950285077095"
"233","73243.93103448275","73084","73386","0.04612616648704841","0.01898854225873947","0.08883939683437347","73238.5","73080","73378","0.00449013626590992","0.00215556425973773","0.017402516677975655"
"234","73576.325","73414","73704","0.04075843500904739","0.016855942085385323","0.08151186257600784","73571.86666666667","73395","73699","0.0031975798890925946","0.0018187119858339429","0.006043977569788694"
"235","73854.22222222222","73718","74015","0.0387089271357076","0.01290575135499239","0.09402761608362198","73852.85106382979","73717","74019","0.004216052529877646","0.0018012657528743148","0.024270540103316307"
"236","74185.275","74029","74332","0.03970159739255905","0.014614727348089218","0.10815916955471039","74204.33333333333","74025","74334","0.0032390594165513497","0.001842410652898252","0.008179636672139168"
"237","74494.375","74356","74642","0.03569172602146864","0.015064921230077744","0.08814526349306107","74495.56666666667","74353","74645","0.0035513581708073614","0.002017528982833028","0.006626032758504152"
"238","74809","74655","74964","0.030032273556571454","0.013490872457623482","0.08854375779628754","74807.51515151515","74655","74951","0.0038369341513537097","0.0019661325495690107","0.014251813292503357"
"239","75117.07692307692","74972","75265","0.03329797972662327","0.01570708118379116","0.058902908116579056","75127.05714285714","74971","75280","0.003382951087717499","0.00209452654235065","0.006622513756155968"
"240","75428.87096774194","75294","75579","0.026910465451017503","0.012857312336564064","0.04888157919049263","75420.0303030303","75290","75575","0.003320486916257351","0.0018717363709583879","0.007476144935935736"
"241","75720.04166666667","75600","75900","0.024200272009087104","0.011394674889743328","0.07137702405452728","75759","75614","75910","0.004061376181198284","0.002078175311908126","0.012975409626960754"
"242","76077.86206896552","75915","76221","0.026695654888091416","0.01335849054157734","0.05532192066311836","76064.425","75922","76225","0.003160242206649855","0.002104612533003092","0.006798416841775179"
"243","76393.8125","76231","76539","0.022495785407954827","0.013165013864636421","0.03690803423523903","76410.71428571429","76232","76527","0.0039872142087135996","0.0023369845002889633","0.01316903717815876"
"244","76702.63636363637","76548","76852","0.02111114849421111","0.011611557565629482","0.03731463477015495","76688.97222222222","76552","76841","0.004173881413104634","0.0019876628648489714","0.016925055533647537"
"245","77026.8","76868","77169","0.022504985239356755","0.011114888824522495","0.04231122136116028","77016.83720930232","76872","77166","0.0037765980070067007","0.0020125156734138727","0.012007691897451878"
"246","77333.60714285714","77176","77470","0.021598665476111428","0.010689130052924156","0.05570662021636963","77335.51282051283","77186","77478","0.003489772729480114","0.0019625781569629908","0.015693945810198784"
"247","77650.90625","77491","77794","0.021051990275736898","0.01033387053757906","0.056864649057388306","77659.79310344828","77506","77783","0.003640432617273824","0.002264596987515688","0.012929987162351608"
"248","77952.23333333334","77805","78106","0.018777466658502818","0.011935584247112274","0.03018532134592533","77940.2","77811","78098","0.0034553341567516325","0.0018802565755322576","0.007306934334337711"
"249","78249.57142857143","78126","78422","0.01859972251224376","0.00838507991284132","0.04567820578813553","78273.51851851853","78122","78421","0.003841342413108106","0.002113333670422435","0.010316208936274052"
"250","78574.71794871795","78438","78745","0.017589278566913728","0.008405281230807304","0.03311917558312416","78581.9375","78436","78745","0.0031492569178226404","0.0014971207128837705","0.01122617069631815"
"251","78891.85185185185","78761","79055","0.018624386370733933","0.009366684593260288","0.035387445241212845","78898.64102564103","78753","79045","0.0033348161154068434","0.0018313192995265126","0.006307222414761782"
"252","79223.47368421052","79065","79368","0.01778081034947383","0.009095752611756325","0.04742424562573433","79235.27777777778","79065","79372","0.0036121010262933043","0.0019203133415430784","0.01013265736401081"
"253","79537.95","79381","79674","0.016319134808145463","0.007781393826007843","0.034211620688438416","79505.8125","79380","79688","0.003453336834354559","0.0019381678430363536","0.007060446310788393"
"254","79834.85294117648","79707","79980","0.01595608635312494","0.009226281195878983","0.02793043665587902","79879.39393939394","79708","80002","0.0035039898974708085","0.0018256674520671368","0.010069829411804676"
"255","80145.24137931035","80021","80309","0.01607377181664623","0.00787284690886736","0.033399131149053574","80173.4857142857","80015","80319","0.0037522009374307734","0.0019866402726620436","0.014397889375686646"
"256","80467.45714285714","80326","80633","0.01565629371574947","0.00822372455149889","0.025762712582945824","80489.87096774194","80352","80624","0.0036087026819586754","0.0020390404388308525","0.010112766176462173"
"257","80794.20588235294","80656","80923","0.01689294128514388","0.007682402618229389","0.0474836602807045","80795.43333333333","80641","80945","0.003382360601487259","0.002184343058615923","0.009279422461986542"
"258","81121","80964","81266","0.016010778700752605","0.006337040103971958","0.060400787740945816","81103.52272727272","80965","81248","0.0032984863765622404","0.0020100621040910482","0.013883830979466438"
"259","81411.11428571428","81272","81565","0.015845136610524994","0.008720511570572853","0.024725008755922318","81426.86666666667","81290","81579","0.003195131286823501","0.0018555022543296218","0.006085970904678106"
"260","81744.63333333333","81594","81895","0.01431207184990247","0.0087017472833395","0.02569013461470604","81746.2","81596","81896","0.0034998765758549174","0.00199060863815248","0.006295597180724144"
"261","82041.20689655172","81900","82184","0.01488602463284443","0.008291068486869335","0.045637812465429306","82083.65789473684","81908","82209","0.0036524868459979955","0.0022403779439628124","0.009177129715681076"
"262","82356.08108108108","82221","82522","0.01434682246700332","0.006807055324316025","0.0284876711666584","82369.94444444444","82233","82512","0.0032234239139749357","0.0016862471820786595","0.00705527001991868"
"263","82681.5","82534","82836","0.014201217693173222","0.007091199979186058","0.03406355902552605","82647.83870967742","82534","82799","0.003680121844574328","0.0018144671339541674","0.011824565939605236"
"264","83025.06451612903","82857","83155","0.014081346081389536","0.006580189801752567","0.03498825058341026","83024.15625","82858","83146","0.004355892713647336","0.0018989599775522947","0.017244288697838783"
"265","83343.96774193548","83209","83469","0.012738761371902881","0.006209700834006071","0.02136431261897087","83303.90243902439","83163","83448","0.00342439606263325","0.0020448933355510235","0.011230923235416412"
"266","83606.18181818182","83479","83784","0.01357842514742956","0.007651871535927057","0.029439009726047516","83631.68571428572","83475","83780","0.0034696746118632812","0.0017955343937501311","0.009142471477389336"
"267","83926.9375","83792","84096","0.01199613042990677","0.00732786301523447","0.02071036957204342","83959.57575757576","83791","84097","0.0033790778340489574","0.0021664383821189404","0.007228643633425236"
"268","84259.425","84115","84411","0.0140651521156542","0.005997760221362114","0.029970409348607063","84253.41935483871","84108","84410","0.0035313379259840133","0.0022285371087491512","0.009844392538070679"
"269","84584.44117647059","84441","84730","0.012544980669832406","0.006703478749841452","0.029282523319125175","84592.48648648648","84424","84725","0.004035606155977459","0.002040689345449209","0.014352931641042233"
"270","84895.97222222222","84755","85040","0.013101290471644865","0.0071807121858000755","0.03294861316680908","84899.65","84754","85043","0.0034029497706796973","0.001977994805201888","0.007706235628575087"
"271","85199.03333333334","85051","85359","0.012977658413971464","0.006701688282191753","0.02193925343453884","85221.52173913043","85061","85352","0.0037053286543358927","0.002284953137859702","0.008215151727199554"
"272","85532.71428571429","85370","85676","0.012180906241493566","0.0064344084821641445","0.02568434178829193","85540.22727272728","85365","85676","0.003445364384044131","0.0017950289184227586","0.011460321955382824"
"273","85840.11764705883","85682","85986","0.012189361828324549","0.005777249112725258","0.022730130702257156","85841.24","85704","85980","0.00317178656347096","0.0017407011473551393","0.006722027435898781"
"274","86167.08333333333","86000","86306","0.01269687176682055","0.007470107637345791","0.024639619514346123","86106.13636363637","86003","86231","0.003282403171231801","0.0019062533974647522","0.005665851756930351"
"275","86463.05714285714","86313","86609","0.01318488403090409","0.007204910274595022","0.021026205271482468","86470.03225806452","86317","86601","0.0031984675330139936","0.0021751250606030226","0.007485896348953247"
